,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
75,　　512　衣服・身の回り品卸売業,平成21年度,341,3036,633,2402,3759,4337,8834,30975,13589,10917,3697,4197,2407,88783
76,　　521　農畜産物・水産物卸売業,平成21年度,485,778,52,89,444,1162,10654,56601,9860,1960,416,120,-,82136
77,　　522　食料・飲料卸売業,平成21年度,583,518,-,228,304,1617,10031,112432,19761,13634,7865,4681,805,171876
78,　　531　建築材料卸売業,平成21年度,444,59,51,596,397,14840,10022,49415,10565,1703,1621,251,1594,91114
79,　　532　化学製品卸売業,平成21年度,331,215,-,-,203,751,1659,29420,12798,4795,1670,658,801,52970
80,　　533　石油・鉱物卸売業,平成21年度,201,232,86,-,-,287,2278,38539,27255,3320,410,79,791,73277
81,　　534　鉄鋼製品卸売業,平成21年度,242,63,70,416,1395,2968,4093,31525,5446,785,-,72,-,46833
82,　　535　非鉄金属卸売業,平成21年度,61,83,85,-,-,296,692,9494,1364,269,-,56,2744,15083
83,　　536　再生資源卸売業,平成21年度,71,165,91,-,-,150,656,5547,1287,1374,625,471,124,10490
84,　　541　産業機械器具卸売業,平成21年度,448,770,202,694,853,3688,12237,51751,13562,4849,1658,1678,3207,95149
85,　　542　自動車卸売業,平成21年度,307,109,-,-,130,2632,2934,37221,25553,7755,1138,1076,626,79174
86,　　543　電気機械器具卸売業,平成21年度,590,6767,55,684,4911,6880,15124,76609,32706,10374,2667,4921,5878,167576
87,　　549　その他の機械器具卸売業,平成21年度,314,294,214,51,595,2270,5539,28944,10383,5205,2819,2093,4289,62696
88,　　551　家具・建具・じゅう器等卸売業,平成21年度,157,786,377,133,350,924,2529,11330,2734,1977,1380,1379,2025,25924
89,　　552　医薬品・化粧品等卸売業,平成21年度,222,508,79,-,287,10523,21648,96654,9589,5289,3548,5527,6519,160171
90,　　553　紙、紙製品卸売業,平成21年度,115,-,-,-,142,439,697,14412,1643,561,1691,279,216,20080
91,　　559　その他の卸売業,平成21年度,576,994,86,1171,1854,2131,7570,49396,28054,13848,4573,1109,6224,117010
92,　小売業,平成17年度,3538,5632,4650,4459,6267,34071,184661,1046692,613983,243475,94707,58998,135753,2433348
93,　小売業,平成18年度,3441,5452,1046,6996,11803,31852,143493,1100546,751241,242533,139679,68781,95592,2599014
94,　小売業,平成19年度,3548,5342,5828,8441,135023,42382,143964,1102646,679884,293970,108367,36299,72997,2635143
95,　小売業,平成20年度,3522,6993,5014,6354,16826,70201,247443,1182241,810988,209135,105424,39677,76494,2776790
96,　小売業,平成21年度,3475,8322,4762,14677,20834,38412,237553,1343334,633401,247690,97419,84590,50967,2781961
97,　　570　織物・衣服・身の回り品小売業,平成21年度,384,5921,1805,5005,8341,9534,56794,101120,44263,23454,23787,37110,23565,340699
98,　　580　飲食料品小売業,平成21年度,904,473,1784,1549,5499,10406,110938,811901,263444,74035,28069,6542,1164,1315804
99,　　591　自動車・自転車小売業,平成21年度,772,412,-,57,1090,1006,15652,114199,86184,18510,1557,183,1092,239942
100,　　593　機械器具小売業,平成21年度,192,436,201,105,91,962,7687,51543,31459,16683,7013,982,1794,118956
101,　　602　家具・建具・じゅう器小売業,平成21年度,66,123,139,486,459,2909,2666,12115,13956,2222,1272,5905,12775,55027
102,　　603　医薬品・化粧品小売業,平成21年度,205,-,-,560,81,773,1564,39867,53590,58106,6465,4012,3354,168372
103,　　605　燃料小売業,平成21年度,363,-,96,606,209,1730,6730,63156,11256,7127,3692,1244,1663,97509
104,　　609　その他の小売業,平成21年度,515,658,737,6309,5064,10967,28305,127523,119943,46740,22767,28383,2153,399549
105,　　610　無店舗小売業,平成21年度,74,299,-,-,-,125,7217,21910,9306,813,2797,229,3407,46103
106,　クレジットカード業、割賦金融業,平成17年度,74,500,-,-,-,201,88,230,3660,1255,1158,3926,39882,50900
107,　クレジットカード業、割賦金融業,平成18年度,71,4310,-,75,75,-,51,2210,5604,13368,1119,8382,17160,52354
108,　クレジットカード業、割賦金融業,平成19年度,70,6580,133,3165,-,-,1275,896,3097,17483,1034,3048,8187,44898
109,　クレジットカード業、割賦金融業,平成20年度,69,854,387,63,54,331,3821,5719,6375,10273,2676,357,11531,42441
110,　クレジットカード業、割賦金融業,平成21年度,66,6015,1012,-,96,2069,198,603,789,848,8002,4567,11565,35764
111,　物品賃貸業,平成17年度,202,69,-,-,-,278,1738,9714,15192,12394,4477,4922,12101,60885
112,　物品賃貸業,平成18年度,227,81,-,-,68,227,2851,8420,20302,12781,8492,2628,13156,69006
113,　物品賃貸業,平成19年度,262,2172,-,177,254,3828,1317,14041,14835,17063,4177,3874,12062,73800
114,　物品賃貸業,平成20年度,277,1622,1495,-,1282,2194,2956,23397,13071,21112,5662,3495,9808,86094
115,　物品賃貸業,平成21年度,258,1728,59,310,602,1719,1720,15446,15528,21669,4139,6318,5489,74727
116,　　702　産業用機械器具賃貸業（レンタルを含む）,平成21年度,138,1728,59,310,292,469,665,9878,4994,4843,1502,713,2954,28407
117,　　703　事務用機械器具賃貸業（レンタルを含む）,平成21年度,34,-,-,-,310,1250,347,2003,2944,13900,118,77,774,21723
118,　　704　自動車賃貸業（レンタルを除く）,平成21年度,44,-,-,-,-,-,624,2585,5157,815,732,4303,467,14683
119,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成21年度,2,-,-,-,-,-,-,-,-,-,-,583,-,583
120,　　708　その他の物品賃貸業（レンタルを含む）,平成21年度,40,-,-,-,-,-,84,980,2433,2111,1787,642,1294,9331
121,　学術研究、専門・技術サービス業,平成17年度,376,179,-,-,2816,607,1210,31700,36059,17580,12657,14767,6239,123814
122,　学術研究、専門・技術サービス業,平成18年度,437,553,196,116,1537,786,2929,25622,38354,25766,13335,8668,16914,134776
123,　学術研究、専門・技術サービス業,平成19年度,504,1365,352,2628,651,1760,6589,35799,42261,23650,14881,15227,16541,161704
124,　学術研究、専門・技術サービス業,平成20年度,520,681,248,492,679,2715,12466,51439,35527,39230,17176,9358,13730,183741
125,　学術研究、専門・技術サービス業,平成21年度,545,2014,1968,1836,3149,3185,9912,64127,49973,43594,15680,9294,11825,216557
126,　　710　学術・開発研究機関,平成21年度,56,241,171,657,1043,1262,825,18153,7883,1788,1475,1076,1319,35893
127,　　726　デザイン業,平成21年度,8,224,-,-,59,-,-,2673,425,235,-,-,104,3720
128,　　728　エンジニアリング業,平成21年度,132,302,-,-,283,674,2920,12416,16537,29704,5152,5139,7697,80824
129,　　730　広告業,平成21年度,210,727,102,274,1496,911,4514,22801,15433,6913,1015,310,498,54994
130,　　743　機械設計業,平成21年度,55,119,1455,479,62,120,1052,4194,7010,2328,1212,788,359,19178
131,　　744　商品・非破壊検査業,平成21年度,26,-,94,-,-,-,130,399,1086,946,430,984,1085,5154
132,　　745　計量証明業,平成21年度,44,401,146,92,206,-,289,3180,1184,1680,2497,997,459,11131
133,　　746　写真業,平成21年度,14,-,-,334,-,218,182,311,415,-,3899,-,304,5663
134,　飲食サービス業,平成17年度,498,2127,1216,1357,7035,20099,27617,240695,192785,138552,22302,15173,20714,689672
135,　飲食サービス業,平成18年度,514,4399,868,1750,1853,6835,40159,289410,175281,92596,45608,17495,25869,702123
136,　飲食サービス業,平成19年度,577,1227,191,2157,30126,10713,51591,180797,325677,134834,92218,25179,21235,875945
137,　飲食サービス業,平成20年度,601,3093,701,1405,4414,99696,52915,244975,200335,169473,37213,18819,28386,861425
138,　飲食サービス業,平成21年度,600,2062,8578,4315,11928,70358,64545,207343,202379,133967,77779,44363,37544,865161
139,　　760　一般飲食店,平成21年度,522,1992,8512,3989,11856,68338,55755,172264,163454,115121,77507,8145,37226,724159
140,　　770　持ち帰り・配達飲食サービス業,平成21年度,78,70,66,326,72,2020,8790,35079,38925,18846,272,36218,318,141002
141,　生活関連サービス業、娯楽業,平成17年度,455,5175,1293,1532,1676,2215,9037,10316,11748,7446,3631,6740,17020,77829
142,　生活関連サービス業、娯楽業,平成18年度,612,4425,1783,1976,1695,3271,4460,29344,19538,17095,22426,13556,30880,150449
143,　生活関連サービス業、娯楽業,平成19年度,684,5028,1987,5145,2031,4897,4548,39985,22394,23435,20279,16647,37875,184251
144,　生活関連サービス業、娯楽業,平成20年度,699,5658,1669,1431,5834,3236,20731,47184,35461,19482,18962,16362,34472,210482
145,　生活関連サービス業、娯楽業,平成21年度,693,6081,889,1417,7960,2688,7410,49678,60940,24439,25893,15536,34625,237556
146,　　781　洗濯業,平成21年度,138,313,91,-,327,-,470,13806,9421,9604,12116,8380,3772,58300
147,　　789　その他の洗濯・理容・美容業・浴場業,平成21年度,47,550,-,58,2498,358,281,5151,1513,4864,847,-,4611,20731
148,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成21年度,123,481,-,118,175,250,1014,4890,4350,3672,5131,4340,16865,41286
149,　　797　写真現像・焼付業,平成21年度,8,-,-,-,207,-,120,399,948,-,-,-,-,1674
150,　　798　その他の生活関連サービス業,平成21年度,10,-,164,-,-,81,-,503,109,68,137,-,344,1406
151,　　801　映画館,平成21年度,11,59,-,128,-,-,2577,967,123,830,5185,-,-,9869
152,　　803　ゴルフ場,平成21年度,278,2822,582,1033,2589,1607,2857,5733,13466,3160,1739,927,5481,41996
153,　　804　スポーツ施設提供業（注）,平成21年度,44,142,-,-,2082,202,-,11210,30302,1081,332,933,678,46962
154,　　805　公園、遊園地・テーマパーク,平成21年度,26,1646,-,-,-,-,-,6809,708,1160,406,956,2810,14495
155,　　806　ボウリング場,平成21年度,8,68,52,80,82,190,91,210,-,-,-,-,64,837
156,　個人教授所,平成17年度,39,-,-,-,773,2840,334,1231,16992,1660,6293,6381,1954,38458
157,　個人教授所,平成18年度,27,-,-,-,-,2903,1187,3007,1059,4094,23597,1308,1047,38202
158,　個人教授所,平成19年度,10,-,-,-,-,-,636,2861,13916,521,1314,654,520,20422
159,　個人教授所,平成20年度,13,-,-,1762,-,-,-,2142,-,1869,6061,148,-,11982
160,　個人教授所,平成21年度,10,-,-,-,358,482,2066,1247,70,5003,-,687,-,9913
161,　サービス業（その他のサービス業を除く）,平成17年度,188,-,-,-,-,304,662,20337,13471,17340,13422,4066,8396,77998
162,　サービス業（その他のサービス業を除く）,平成18年度,864,2641,325,126,2648,4358,15804,151494,158598,135780,37164,26001,68968,603907
163,　サービス業（その他のサービス業を除く）,平成19年度,1033,5504,396,270,2316,5843,45284,175691,218932,124910,61258,41808,84019,766231
164,　サービス業（その他のサービス業を除く）,平成20年度,1088,4517,880,2148,2637,5678,19543,243272,206771,120424,42933,45821,61649,756273
165,　サービス業（その他のサービス業を除く）,平成21年度,1193,5227,3202,3866,9165,12353,51760,205877,192492,159415,67797,31177,62313,804644
166,　　880　廃棄物処理業,平成21年度,152,1157,-,-,814,61,404,4325,5069,3922,2024,3630,5044,26450
167,　　900　機械等修理業,平成21年度,256,238,210,-,178,830,2382,16833,27648,10640,11657,11594,10106,92316
168,　　911　職業紹介業,平成21年度,16,665,-,252,-,-,-,768,85,-,80,-,2337,4187
169,　　912　労働者派遣業,平成21年度,369,1948,2553,3013,5474,8920,36823,120408,114534,117745,16056,2767,4753,434994
170,　　927　ディスプレイ業,平成21年度,20,-,-,72,-,70,343,1840,159,66,453,195,-,3198
171,　　928　テレマーケティング業,平成21年度,37,277,-,180,83,1208,-,24681,18974,9041,15803,1930,448,72625
172,　　929　その他の事業サービス業,平成21年度,343,942,439,349,2616,1264,11808,37022,26023,18001,21724,11061,39625,170874
173,サービス業（その他のサービス業）,平成17年度,847,1820,961,5775,1293,3776,19881,98513,163650,36624,35160,38742,76362,482557
174,サービス業（その他のサービス業）,平成18年度,529,1046,811,4992,1043,2155,16994,57328,36294,27032,25524,11919,54697,239835
175,サービス業（その他のサービス業）,平成19年度,402,1571,606,1328,13792,1347,11940,46204,40246,16092,12185,14857,58190,218358
176,サービス業（その他のサービス業）,平成20年度,432,2064,4888,2308,1354,18827,11732,49032,44066,35593,16509,12896,52872,252141
177,サービス業（その他のサービス業）,平成21年度,477,4004,671,844,8211,16428,11819,69136,46825,29796,21935,22164,41471,273304
178,その他の産業,平成17年度,716,5893,786,2094,2362,8144,9531,71759,73232,32906,40165,24586,52379,323837
179,その他の産業,平成18年度,783,7762,3281,9278,20115,7517,15751,131418,86969,43311,36300,7909,130006,499617
180,その他の産業,平成19年度,626,11028,2045,1548,854,3968,25637,53975,36102,28445,17150,20173,46984,247909
181,その他の産業,平成20年度,679,6724,391,997,1863,7449,24499,94721,46688,33460,30382,8775,40687,296636
182,その他の産業,平成21年度,748,2089,1747,743,1509,9101,14537,97835,52475,65669,16666,29705,53616,345692
