,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
41,　　250　はん用機械器具製造業,平成20年度,588,1833,2212,1000,2310,3812,16018,77648,27739,28131,24526,7838,26134,219201
42,　　260　生産用機械器具製造業,平成20年度,995,10893,5018,5009,7160,11622,15256,48440,46538,39197,14793,17383,31561,252870
43,　　270　業務用機械器具製造業,平成20年度,464,2969,10821,3574,3953,5489,5024,31254,33670,54516,10024,10567,63958,235819
44,　　280　電子部品・デバイス・電子回路製造業,平成20年度,753,57655,13619,20594,31804,25781,42710,51556,34728,33732,14036,7359,28431,362005
45,　　290　電気機械器具製造業,平成20年度,837,11838,4467,3006,5320,36821,48459,111870,38638,29863,17618,20939,14715,343554
46,　　300　情報通信機械器具製造業,平成20年度,364,10817,8343,1949,26473,52587,64113,58882,114316,14395,53744,3944,22128,431691
47,　　310　輸送用機械器具製造業,平成20年度,1256,4978,12768,25903,29129,130753,142138,380349,98375,41629,27210,17438,10931,921601
48,　　320　その他の製造業,平成20年度,378,2205,326,1735,1792,2323,8798,34879,25440,8557,12989,2228,13996,115268
49,　電気・ガス業,平成16年度,109,-,-,-,913,208,702,3928,5479,16636,41130,47372,61137,177505
50,　電気・ガス業,平成17年度,104,465,65,65,78,157,1930,4653,15557,9063,70870,62034,8281,173218
51,　電気・ガス業,平成18年度,108,152,-,60,194,456,1207,5552,5897,30460,111928,581,17427,173914
52,　電気・ガス業,平成19年度,125,201,182,205,644,265,38801,28357,15908,83176,7207,59,1240,176245
53,　電気・ガス業,平成20年度,119,509,52,7233,59,14201,73378,12994,40578,22296,5503,364,1093,178260
54,　　331　電気業,平成20年度,34,-,-,6152,-,13702,71786,7219,15859,20979,4818,-,944,141459
55,　　341　ガス業,平成20年度,85,509,52,1081,59,499,1592,5775,24719,1317,685,364,149,36801
56,　情報通信業,平成16年度,1943,4080,2167,3766,8801,4940,19626,134319,123825,141858,91126,64466,115547,714521
57,　情報通信業,平成17年度,1866,4813,3110,1665,3458,4083,15502,140315,126805,169746,89915,105270,77088,741770
58,　情報通信業,平成18年度,1860,5417,1916,1575,5173,7939,13576,86688,132978,135285,110350,87604,108309,696810
59,　情報通信業,平成19年度,2069,5332,1376,1913,2696,7805,11516,110822,148678,143983,129363,84077,128992,776553
60,　情報通信業,平成20年度,2177,8909,1930,3480,4580,10856,31646,152058,130636,161066,107208,57896,111696,781961
61,　　391　ソフトウェア業,平成20年度,1325,3162,1048,1819,1745,5957,11373,81681,77764,103329,73310,32006,57977,451171
62,　　392　情報処理・提供サービス業,平成20年度,427,1498,289,701,249,250,4419,44005,29592,45354,25371,14973,27365,194066
63,　　401　インターネット附随サービス業,平成20年度,104,1786,-,633,-,1232,108,1048,2702,3604,3613,8980,12529,36235
64,　　411　映画・ビデオ制作業,平成20年度,91,203,52,260,167,594,858,2991,3961,2983,1134,596,1852,15651
65,　　413　新聞業,平成20年度,93,574,148,-,964,1137,11694,15596,10768,1772,2291,490,385,45819
66,　　414　出版業,平成20年度,137,1686,393,67,1455,1686,3194,6737,5849,4024,1489,851,11588,39019
67,　卸売業,平成16年度,5948,5924,2096,12209,5378,18556,50585,737685,309737,136322,57174,40060,55047,1430773
68,　卸売業,平成17年度,5747,4973,794,2030,3640,10844,60732,644654,339858,165306,73045,31476,68096,1405448
69,　卸売業,平成18年度,5629,4511,2257,3634,4584,14176,54545,659746,363398,108922,56997,41627,71553,1385950
70,　卸売業,平成19年度,5780,4947,1940,2869,11875,19610,67102,690164,352861,148614,59310,24308,55785,1439385
71,　卸売業,平成20年度,5728,6581,7404,5086,12921,39445,121736,742080,251497,96733,42630,26061,36156,1388330
72,　　511　繊維品卸売業,平成20年度,79,-,-,69,-,499,250,9121,1920,2053,159,-,208,14279
73,　　512　衣服・身の回り品卸売業,平成20年度,353,1774,449,1305,3118,7536,8252,27459,19314,13088,7972,1737,4596,96600
74,　　521　農畜産物・水産物卸売業,平成20年度,469,770,-,624,141,498,11596,56236,11629,1023,279,266,83,83145
75,　　522　食料・飲料卸売業,平成20年度,578,536,113,76,2163,1149,15563,109275,20322,7284,3858,1411,352,162102
76,　　531　建築材料卸売業,平成20年度,463,152,58,366,1661,1019,20373,49741,9805,4731,1821,1118,688,91533
77,　　532　化学製品卸売業,平成20年度,334,-,150,-,571,792,1695,32342,13893,4480,1354,542,537,56356
78,　　533　石油・鉱物卸売業,平成20年度,216,-,-,-,-,3572,2091,49388,20832,679,298,247,551,77658
79,　　534　鉄鋼製品卸売業,平成20年度,245,-,-,230,554,497,2515,28591,7854,3067,2374,242,84,46008
80,　　535　非鉄金属卸売業,平成20年度,72,-,71,58,65,479,709,8376,1343,883,397,144,353,12878
81,　　536　再生資源卸売業,平成20年度,68,88,129,59,347,103,1406,3865,1052,644,1326,422,586,10027
82,　　541　産業機械器具卸売業,平成20年度,481,230,-,260,386,4769,8726,44681,28500,8822,3631,2213,2689,104907
83,　　542　自動車卸売業,平成20年度,329,-,-,69,176,5211,6572,41520,17845,4468,1925,581,281,78648
84,　　543　電気機械器具卸売業,平成20年度,605,984,5826,407,622,7290,12425,70636,50762,21388,5975,2238,7038,185591
85,　　549　その他の機械器具卸売業,平成20年度,328,361,116,56,1857,2128,4461,27862,11027,2152,3555,1143,5727,60445
86,　　551　家具・建具・じゅう器等卸売業,平成20年度,154,328,-,452,595,1456,3028,10913,2697,2961,94,1364,507,24395
87,　　552　医薬品・化粧品等卸売業,平成20年度,235,414,286,186,-,826,13326,100856,9596,4359,3190,9791,7322,150152
88,　　553　紙、紙製品卸売業,平成20年度,123,-,121,-,100,427,566,13408,2283,1006,1396,344,125,19776
89,　　559　その他の卸売業,平成20年度,596,944,85,869,565,1194,8182,57810,20823,13645,3026,2258,4429,113830
90,　小売業,平成16年度,3597,3362,1853,2449,9262,31263,131652,1287643,488108,215620,111301,89636,95662,2467811
91,　小売業,平成17年度,3538,5632,4650,4459,6267,34071,184661,1046692,613983,243475,94707,58998,135753,2433348
92,　小売業,平成18年度,3441,5452,1046,6996,11803,31852,143493,1100546,751241,242533,139679,68781,95592,2599014
93,　小売業,平成19年度,3548,5342,5828,8441,135023,42382,143964,1102646,679884,293970,108367,36299,72997,2635143
94,　小売業,平成20年度,3522,6993,5014,6354,16826,70201,247443,1182241,810988,209135,105424,39677,76494,2776790
95,　　570　織物・衣服・身の回り品小売業,平成20年度,377,2779,2772,1813,6260,16616,31032,109960,71289,23400,21935,22720,36993,347569
96,　　580　飲食料品小売業,平成20年度,927,1283,324,1541,1819,9334,97486,624610,488430,42377,24959,2368,5358,1299889
97,　　591　自動車・自転車小売業,平成20年度,749,75,283,123,2930,22950,56966,127651,20389,4027,594,960,938,237886
98,　　593　機械器具小売業,平成20年度,184,58,193,1247,101,1184,12752,39765,38275,16338,1152,1338,3182,115585
99,　　602　家具・建具・じゅう器小売業,平成20年度,68,108,-,253,337,1888,584,11171,28849,918,783,1660,15787,62338
100,　　603　医薬品・化粧品小売業,平成20年度,216,82,-,-,229,310,5376,42177,57647,43372,22907,2262,1238,175600
101,　　605　燃料小売業,平成20年度,387,-,-,194,877,3355,17623,59746,9826,4582,1823,806,386,99218
102,　　609　その他の小売業,平成20年度,547,2608,1442,1183,4273,13401,23380,131242,92515,73782,29275,6563,8246,387910
103,　　610　無店舗小売業,平成20年度,67,-,-,-,-,1163,2244,35919,3768,339,1996,1000,4366,50795
104,　クレジットカード業、割賦金融業,平成16年度,70,54,-,-,250,-,209,181,5248,9388,537,1580,27818,45265
105,　クレジットカード業、割賦金融業,平成17年度,74,500,-,-,-,201,88,230,3660,1255,1158,3926,39882,50900
106,　クレジットカード業、割賦金融業,平成18年度,71,4310,-,75,75,-,51,2210,5604,13368,1119,8382,17160,52354
107,　クレジットカード業、割賦金融業,平成19年度,70,6580,133,3165,-,-,1275,896,3097,17483,1034,3048,8187,44898
108,　クレジットカード業、割賦金融業,平成20年度,69,854,387,63,54,331,3821,5719,6375,10273,2676,357,11531,42441
109,　物品賃貸業,平成16年度,209,102,-,569,-,169,95,9288,21222,10727,10139,4114,3931,60356
110,　物品賃貸業,平成17年度,202,69,-,-,-,278,1738,9714,15192,12394,4477,4922,12101,60885
111,　物品賃貸業,平成18年度,227,81,-,-,68,227,2851,8420,20302,12781,8492,2628,13156,69006
112,　物品賃貸業,平成19年度,262,2172,-,177,254,3828,1317,14041,14835,17063,4177,3874,12062,73800
113,　物品賃貸業,平成20年度,277,1622,1495,-,1282,2194,2956,23397,13071,21112,5662,3495,9808,86094
114,　　702　産業用機械器具賃貸業（レンタルを含む）,平成20年度,152,1622,243,-,405,1785,1712,8885,7556,5704,1860,625,3501,33898
115,　　703　事務用機械器具賃貸業（レンタルを含む）,平成20年度,41,-,1252,-,123,409,120,3268,1857,13720,1259,162,5617,27787
116,　　704　自動車賃貸業（レンタルを除く）,平成20年度,45,-,-,-,754,-,1031,7540,2562,1071,626,1255,61,14900
117,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成20年度,2,-,-,-,-,-,-,707,-,-,-,473,-,1180
118,　　708　その他の物品賃貸業（レンタルを含む）,平成20年度,37,-,-,-,-,-,93,2997,1096,617,1917,980,629,8329
119,　学術研究、専門・技術サービス業,平成16年度,383,295,112,104,-,1839,1693,45137,35597,16611,8079,8300,7162,124929
120,　学術研究、専門・技術サービス業,平成17年度,376,179,-,-,2816,607,1210,31700,36059,17580,12657,14767,6239,123814
121,　学術研究、専門・技術サービス業,平成18年度,437,553,196,116,1537,786,2929,25622,38354,25766,13335,8668,16914,134776
122,　学術研究、専門・技術サービス業,平成19年度,504,1365,352,2628,651,1760,6589,35799,42261,23650,14881,15227,16541,161704
123,　学術研究、専門・技術サービス業,平成20年度,520,681,248,492,679,2715,12466,51439,35527,39230,17176,9358,13730,183741
124,　　710　学術・開発研究機関,平成20年度,49,166,-,-,-,-,-,4179,3772,3139,2229,3580,2414,19479
125,　　726　デザイン業,平成20年度,10,-,-,-,61,-,2662,1197,222,460,98,-,-,4700
126,　　728　エンジニアリング業,平成20年度,113,-,-,50,326,235,4389,10869,9558,25359,7042,2133,5498,65459
127,　　730　広告業,平成20年度,213,224,58,291,58,1994,4527,27070,14500,5745,1569,395,1186,57617
128,　　743　機械設計業,平成20年度,58,233,-,-,157,209,472,6336,3541,1613,4061,1506,262,18390
129,　　744　商品・非破壊検査業,平成20年度,24,-,190,151,-,-,-,98,864,718,504,-,2083,4608
130,　　745　計量証明業,平成20年度,38,58,-,-,-,-,129,1129,2779,1220,1673,1419,2080,10487
131,　　746　写真業,平成20年度,15,-,-,-,77,277,287,561,291,976,-,325,207,3001
132,　飲食サービス業,平成16年度,551,2680,1834,1395,2994,9332,38396,279218,158841,178980,33669,5431,26063,738833
133,　飲食サービス業,平成17年度,498,2127,1216,1357,7035,20099,27617,240695,192785,138552,22302,15173,20714,689672
134,　飲食サービス業,平成18年度,514,4399,868,1750,1853,6835,40159,289410,175281,92596,45608,17495,25869,702123
135,　飲食サービス業,平成19年度,577,1227,191,2157,30126,10713,51591,180797,325677,134834,92218,25179,21235,875945
136,　飲食サービス業,平成20年度,601,3093,701,1405,4414,99696,52915,244975,200335,169473,37213,18819,28386,861425
137,　　760　一般飲食店,平成20年度,514,3026,630,1313,3928,98881,45308,203470,174201,108843,37001,18658,28172,723431
138,　　770　持ち帰り・配達飲食サービス業,平成20年度,87,67,71,92,486,815,7607,41505,26134,60630,212,161,214,137994
139,　生活関連サービス業、娯楽業,平成16年度,494,6245,1629,1943,7147,3045,4646,14380,10057,8325,2552,4334,14835,79138
140,　生活関連サービス業、娯楽業,平成17年度,455,5175,1293,1532,1676,2215,9037,10316,11748,7446,3631,6740,17020,77829
141,　生活関連サービス業、娯楽業,平成18年度,612,4425,1783,1976,1695,3271,4460,29344,19538,17095,22426,13556,30880,150449
142,　生活関連サービス業、娯楽業,平成19年度,684,5028,1987,5145,2031,4897,4548,39985,22394,23435,20279,16647,37875,184251
143,　生活関連サービス業、娯楽業,平成20年度,699,5658,1669,1431,5834,3236,20731,47184,35461,19482,18962,16362,34472,210482
144,　　781　洗濯業,平成20年度,135,285,66,360,418,328,1077,10348,17731,7197,9208,9846,3963,60827
145,　　789　その他の洗濯・理容・美容業・浴場業,平成20年度,52,457,587,-,74,60,450,5801,3687,3798,2106,227,176,17423
146,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成20年度,119,270,-,344,84,165,275,4402,4810,2841,3575,5213,14015,35994
147,　　797　写真現像・焼付業,平成20年度,8,-,-,-,-,-,84,545,572,654,-,-,-,1855
148,　　798　その他の生活関連サービス業,平成20年度,5,-,-,-,-,-,-,253,-,103,53,-,349,758
149,　　801　映画館,平成20年度,13,205,-,-,2311,268,281,2567,-,142,-,-,82,5856
150,　　803　ゴルフ場,平成20年度,294,3280,858,727,1707,1900,2610,6934,4192,2990,2872,909,5221,34200
151,　　804　スポーツ施設提供業（注）,平成20年度,42,76,158,-,1240,515,15827,15480,3092,1132,885,167,1541,40113
152,　　805　公園、遊園地・テーマパーク,平成20年度,23,906,-,-,-,-,127,330,1377,533,263,-,9062,12598
153,　　806　ボウリング場,平成20年度,8,179,-,-,-,-,-,524,-,92,-,-,63,858
154,　個人教授所,平成16年度,43,333,-,1744,-,-,169,5657,2983,19032,2823,4221,4513,41475
155,　個人教授所,平成17年度,39,-,-,-,773,2840,334,1231,16992,1660,6293,6381,1954,38458
156,　個人教授所,平成18年度,27,-,-,-,-,2903,1187,3007,1059,4094,23597,1308,1047,38202
157,　個人教授所,平成19年度,10,-,-,-,-,-,636,2861,13916,521,1314,654,520,20422
158,　個人教授所,平成20年度,13,-,-,1762,-,-,-,2142,-,1869,6061,148,-,11982
159,　サービス業（その他のサービス業を除く）,平成16年度,193,-,-,-,58,316,1016,27614,20057,14404,10369,5737,7537,87108
160,　サービス業（その他のサービス業を除く）,平成17年度,188,-,-,-,-,304,662,20337,13471,17340,13422,4066,8396,77998
161,　サービス業（その他のサービス業を除く）,平成18年度,864,2641,325,126,2648,4358,15804,151494,158598,135780,37164,26001,68968,603907
162,　サービス業（その他のサービス業を除く）,平成19年度,1033,5504,396,270,2316,5843,45284,175691,218932,124910,61258,41808,84019,766231
163,　サービス業（その他のサービス業を除く）,平成20年度,1088,4517,880,2148,2637,5678,19543,243272,206771,120424,42933,45821,61649,756273
164,　　880　廃棄物処理業,平成20年度,139,251,90,172,427,776,814,4780,4414,2268,1081,3866,4645,23584
165,　　900　機械等修理業,平成20年度,246,147,176,-,56,1450,3572,28041,14695,16640,16140,3300,4123,88340
166,　　911　職業紹介業,平成20年度,20,292,-,-,-,86,1003,831,201,313,-,654,2234,5614
167,　　912　労働者派遣業,平成20年度,356,834,419,1854,1349,3195,11151,156796,125627,82079,11268,7276,10265,412113
168,　　927　ディスプレイ業,平成20年度,20,-,-,-,-,-,170,1195,902,323,439,62,-,3091
169,　　928　テレマーケティング業,平成20年度,30,1558,-,-,-,-,-,16419,42892,2820,1320,19410,2863,87282
170,　　929　その他の事業サービス業,平成20年度,277,1435,195,122,805,171,2833,35210,18040,15981,12685,11253,37519,136249
171,　サービス業（その他のサービス業）,平成16年度,775,9170,316,1900,1645,5366,7859,84629,86559,41084,27736,36728,73225,376217
172,　サービス業（その他のサービス業）,平成17年度,847,1820,961,5775,1293,3776,19881,98513,163650,36624,35160,38742,76362,482557
173,　サービス業（その他のサービス業）,平成18年度,529,1046,811,4992,1043,2155,16994,57328,36294,27032,25524,11919,54697,239835
174,　サービス業（その他のサービス業）,平成19年度,402,1571,606,1328,13792,1347,11940,46204,40246,16092,12185,14857,58190,218358
175,　サービス業（その他のサービス業）,平成20年度,432,2064,4888,2308,1354,18827,11732,49032,44066,35593,16509,12896,52872,252141
176,その他の産業,平成16年度,752,5142,1597,2490,501,5875,15250,67393,55294,43530,33675,23585,44266,298598
177,その他の産業,平成17年度,716,5893,786,2094,2362,8144,9531,71759,73232,32906,40165,24586,52379,323837
178,その他の産業,平成18年度,783,7762,3281,9278,20115,7517,15751,131418,86969,43311,36300,7909,130006,499617
179,その他の産業,平成19年度,626,11028,2045,1548,854,3968,25637,53975,36102,28445,17150,20173,46984,247909
180,その他の産業,平成20年度,679,6724,391,997,1863,7449,24499,94721,46688,33460,30382,8775,40687,296636
