,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
29,　　110　繊維工業,平成29年度,435,1572,475,615,1524,2500,3523,20050,14528,11754,8346,3995,21871,90753
30,　　120　木材・木製品製造業（家具を除く）,平成29年度,150,129,-,-,75,580,1747,5474,5476,7752,4085,468,3196,28982
31,　　130　家具・装備品製造業,平成29年度,118,374,118,-,260,856,414,8402,7368,2172,11474,1184,4304,36926
32,　　140　パルプ・紙・紙加工品製造業,平成29年度,387,251,115,66,2001,2319,11609,26458,22882,21944,5085,3822,7788,104340
33,　　150　印刷・同関連業,平成29年度,554,611,439,243,461,2580,10387,40300,53335,17498,6656,4618,7513,144641
34,　　160　化学工業,平成29年度,918,1359,-,179,1169,1772,7831,24876,27588,40860,62413,57498,275295,500840
35,　　170　石油製品・石炭製品製造業,平成29年度,53,-,-,-,-,512,-,3479,1545,8834,1130,855,3078,19433
36,　　180　プラスチック製品製造業,平成29年度,771,581,334,-,802,2859,4602,27746,29224,32998,33725,14136,40215,187222
37,　　190　ゴム製品製造業,平成29年度,149,-,788,111,228,84,1360,6009,5729,9982,12106,4398,27483,68278
38,　　200　なめし革・同製品・毛皮製造業,平成29年度,24,250,53,-,345,158,-,838,274,91,-,494,609,3112
39,　　210　窯業・土石製品製造業,平成29年度,450,432,69,-,511,1184,3520,15442,13730,18262,8414,11623,29217,102404
40,　　220　鉄鋼業,平成29年度,432,1103,386,349,721,2018,4019,28482,54836,37329,33600,6857,10582,180282
41,　　230　非鉄金属製造業,平成29年度,357,-,108,344,501,1640,2103,14461,30619,25123,27842,4707,17923,125371
42,　　240　金属製品製造業,平成29年度,1032,867,240,169,1589,1605,3617,38841,69842,45765,27914,22873,38587,251909
43,　　250　はん用機械器具製造業,平成29年度,530,379,76,-,552,810,3392,14249,30929,30914,20547,21191,46880,169919
44,　　260　生産用機械器具製造業,平成29年度,1042,1253,273,774,1516,1680,3493,24396,40583,32734,37419,25794,128979,298894
45,　　270　業務用機械器具製造業,平成29年度,406,1254,960,-,1978,1471,1054,29323,32342,26727,22179,31640,85900,234828
46,　　280　電子部品・デバイス・電子回路製造業,平成29年度,614,11887,1123,141,1064,2883,10256,45435,43953,48464,37048,20814,102278,325346
47,　　290　電気機械器具製造業,平成29年度,752,10848,525,6905,664,1362,5347,36543,44109,66540,150219,16512,69057,408631
48,　　300　情報通信機械器具製造業,平成29年度,221,1802,50,1074,6045,518,6562,31196,21152,24261,44269,2921,10444,150294
49,　　310　輸送用機械器具製造業,平成29年度,1330,3635,1620,3360,8131,5318,15750,171660,149476,173187,189199,94819,246015,1062170
50,　　320　その他の製造業,平成29年度,308,1173,-,161,69,707,2518,11526,15566,9858,10313,8389,38898,99178
51,　電気・ガス業,平成25年度,136,5967,11972,-,23208,19319,14669,47375,29784,18952,10652,501,760,183159
52,　電気・ガス業,平成26年度,139,-,104,73,34607,1306,6252,28323,53818,35780,20542,161,1850,182816
53,　電気・ガス業,平成27年度,140,78,-,-,-,155,186,6915,34387,51213,44343,30449,11916,179642
54,　電気・ガス業,平成28年度,136,199,-,-,-,209,5938,34360,18850,94146,12160,1252,7548,174662
55,　電気・ガス業,平成29年度,137,51,-,-,-,129,5460,21197,55755,68871,4576,2948,12545,171532
56,　　331　電気業,平成29年度,51,51,-,-,-,-,5460,19618,51692,43077,1917,2453,10852,135120
57,　　341　ガス業,平成29年度,86,-,-,-,-,129,-,1579,4063,25794,2659,495,1693,36412
58,　情報通信業,平成25年度,2478,9167,1541,1857,3926,2860,22304,139365,201907,203745,116061,80759,152570,936062
59,　情報通信業,平成26年度,2490,5994,1633,2450,3591,4626,12374,165725,197186,202546,131495,85258,177085,989963
60,　情報通信業,平成27年度,2564,5928,4395,2747,4006,3631,12334,195423,156811,218311,137447,102174,196742,1039949
61,　情報通信業,平成28年度,2660,6883,1265,2831,3803,8297,14459,216494,138873,212566,118225,127870,220735,1072301
62,　情報通信業,平成29年度,2581,6173,994,1267,2193,5832,55861,146528,176038,187855,135166,88784,259341,1066032
63,　　391　ソフトウェア業,平成29年度,1504,3132,692,723,1003,2663,51156,87907,76892,103442,86004,65536,122197,601347
64,　　392　情報処理・提供サービス業,平成29年度,601,458,88,313,73,1423,2226,42042,71487,58952,38691,15053,92443,323249
65,　　401　インターネット附随サービス業,平成29年度,181,1452,58,-,106,863,569,1859,3263,8183,2324,3808,37390,59875
66,　　411　映画・ビデオ制作業（※）,平成29年度,108,131,96,-,128,188,256,2630,6093,3933,2961,1707,1241,19364
67,　　413　新聞業,平成29年度,81,62,-,-,128,94,1116,6420,13544,11216,3042,1715,1185,38522
68,　　414　出版業,平成29年度,106,938,60,231,755,601,538,5670,4759,2129,2144,965,4885,23675
69,　卸売業,平成25年度,5741,2424,707,2089,6225,16785,45529,677486,374591,184940,66568,53666,70066,1501076
70,　卸売業,平成26年度,5804,3934,709,4922,8284,20663,86803,685447,343001,172464,88487,44762,98543,1558019
71,　卸売業,平成27年度,5767,6668,2908,2862,7397,20617,59769,683808,363006,187484,85104,43030,86046,1548699
72,　卸売業,平成28年度,5710,8908,3357,3609,6013,14588,46929,645104,396450,199058,85711,49449,87080,1546256
73,　卸売業,平成29年度,5611,5504,1248,2910,2683,10064,46080,591773,371586,217978,92992,56162,131948,1530928
74,　　511　繊維品卸売業,平成29年度,62,-,-,-,400,-,233,4660,3700,725,357,-,70,10145
75,　　512　衣服・身の回り品卸売業,平成29年度,298,1241,703,662,934,3456,6016,22578,13444,6250,3262,3042,11845,73433
76,　　521　農畜産物・水産物卸売業,平成29年度,452,-,-,201,275,58,4974,54919,22300,5597,940,843,706,90813
77,　　522　食料・飲料卸売業,平成29年度,522,-,-,141,222,701,6875,98333,33888,8938,10363,492,3996,163949
78,　　531　建築材料卸売業,平成29年度,467,-,-,65,342,1626,1156,34912,27016,8127,3148,10191,1667,88250
79,　　532　化学製品卸売業,平成29年度,333,-,-,-,-,60,236,17557,19636,6416,9042,1808,2315,57070
80,　　533　石油・鉱物卸売業,平成29年度,174,-,-,-,-,-,348,22191,19001,18000,2518,6870,2042,70970
81,　　534　鉄鋼製品卸売業,平成29年度,265,-,-,-,-,51,370,23106,13593,10156,6594,722,709,55301
82,　　535　非鉄金属卸売業,平成29年度,68,103,-,-,-,-,121,5213,7187,1414,1507,178,-,15723
83,　　536　再生資源卸売業,平成29年度,82,-,-,-,-,226,94,5068,2567,2076,1310,585,1656,13582
84,　　541　産業機械器具卸売業,平成29年度,492,865,-,624,102,374,2866,39495,33954,33944,11920,4380,14597,143121
85,　　542　自動車卸売業,平成29年度,325,111,-,-,153,-,1580,24929,33106,17773,2900,2473,3962,86987
86,　　543　電気機械器具卸売業,平成29年度,648,2153,461,68,61,2445,5698,62683,57780,41848,16447,9000,15555,214199
87,　　549　その他の機械器具卸売業,平成29年度,351,295,-,525,-,258,2071,25501,20128,11556,5116,5812,14106,85368
88,　　551　家具・建具・じゅう器等卸売業,平成29年度,151,-,84,59,-,99,2867,11842,6211,6280,2138,276,600,30456
89,　　552　医薬品・化粧品等卸売業,平成29年度,242,603,-,283,114,67,4738,78998,24103,9375,6211,2834,41482,168808
90,　　553　紙、紙製品卸売業,平成29年度,102,61,-,-,-,-,1960,11686,4131,435,453,450,212,19388
91,　　559　その他の卸売業,平成29年度,577,72,-,282,80,643,3877,48102,29841,29068,8766,6206,16428,143365
92,　小売業,平成25年度,3570,8482,2318,2791,21777,27039,154613,1383323,770854,402297,128449,126183,113090,3141216
93,　小売業,平成26年度,3587,7830,5017,12967,17374,75726,174116,1393469,857834,379134,117617,83768,133613,3258465
94,　小売業,平成27年度,3558,8543,4671,15973,13119,28683,147634,1157400,1090477,491045,188011,98274,119767,3363597
95,　小売業,平成28年度,3556,12083,6843,10283,11464,50571,105468,1253882,959511,512821,174378,88022,133765,3319091
96,　小売業,平成29年度,3503,12314,1655,4829,27221,57847,102790,1378028,879940,498502,213820,55324,148555,3380825
97,　　570　織物・衣服・身の回り品小売業,平成29年度,351,2697,529,2146,12782,14368,11782,91160,87697,34245,47659,16621,30608,352294
98,　　580　飲食料品小売業,平成29年度,888,1553,607,85,10986,32365,52217,853310,371492,232309,31625,18460,6608,1611617
99,　　591　自動車・自転車小売業,平成29年度,830,1677,-,55,319,1036,10618,106915,112653,40357,10827,1025,469,285951
100,　　593　機械器具小売業,平成29年度,195,230,-,-,168,138,1854,25678,81316,17220,8422,6412,4037,145475
101,　　602　家具・建具・じゅう器小売業,平成29年度,52,1760,-,85,238,-,3654,8164,4688,4264,10593,75,23986,57507
102,　　603　医薬品・化粧品小売業,平成29年度,223,-,-,-,-,-,1049,29213,85652,86847,60251,4919,10120,278051
103,　　605　燃料小売業,平成29年度,373,-,-,83,-,237,1182,72172,17530,6840,5122,1190,2624,106980
104,　　609　その他の小売業,平成29年度,475,2377,519,1218,2472,9558,19460,131833,105594,75335,37896,5613,65447,457322
105,　　610　無店舗小売業,平成29年度,116,2020,-,1157,256,145,974,59583,13318,1085,1425,1009,4656,85628
106,　クレジットカード業、割賦金融業,平成25年度,79,-,-,-,-,-,-,-,1205,846,15820,704,35746,54321
107,　クレジットカード業、割賦金融業,平成26年度,79,-,-,-,-,755,-,7483,729,3057,6218,7870,28888,55000
108,　クレジットカード業、割賦金融業,平成27年度,80,1254,-,5159,-,-,-,7346,2163,437,785,3849,35536,56529
109,　クレジットカード業、割賦金融業,平成28年度,83,437,-,-,-,5329,-,1009,2555,7502,600,4724,36320,58476
110,　クレジットカード業、割賦金融業,平成29年度,79,481,-,-,-,140,129,13135,1849,2110,799,4909,32185,55737
111,　物品賃貸業,平成25年度,299,82,139,-,79,148,205,8691,13040,19226,15189,9160,14004,79963
112,　物品賃貸業,平成26年度,308,108,-,-,79,1726,516,9113,14018,14082,15421,12149,15940,83152
113,　物品賃貸業,平成27年度,311,231,-,967,427,443,-,11687,16999,27091,9844,12574,19838,100101
114,　物品賃貸業,平成28年度,313,123,-,1314,72,122,688,11387,18092,22660,23179,9940,16158,103735
115,　物品賃貸業,平成29年度,306,242,440,975,-,638,710,12614,19374,26687,27180,9572,14282,112714
116,　　702　産業用機械器具賃貸業（レンタルを含む）,平成29年度,175,132,440,975,-,638,65,4649,7497,10963,8218,5303,12092,50972
117,　　703　事務用機械器具賃貸業（レンタルを含む）,平成29年度,23,-,-,-,-,-,-,423,2947,8178,1003,-,211,12762
118,　　704　自動車賃貸業（レンタルを除く）,平成29年度,57,-,-,-,-,-,490,5654,5674,4074,775,335,649,17651
119,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成29年度,5,-,-,-,-,-,94,89,70,-,496,270,-,1019
120,　　708　その他の物品賃貸業（レンタルを含む）,平成29年度,46,110,-,-,-,-,61,1799,3186,3472,16688,3664,1330,30310
121,　学術研究、専門・技術サービス業,平成25年度,596,541,1578,-,790,568,6217,52130,41575,53927,29102,17257,39932,243617
122,　学術研究、専門・技術サービス業,平成26年度,626,2385,248,305,298,918,4858,49292,44571,69243,29253,16030,48293,265694
123,　学術研究、専門・技術サービス業,平成27年度,625,848,243,2816,1318,1494,3292,51854,38911,50203,25195,26724,44072,246970
124,　学術研究、専門・技術サービス業,平成28年度,629,686,166,321,421,553,4497,45232,54356,40362,41682,25192,50425,263893
125,　学術研究、専門・技術サービス業,平成29年度,581,1037,159,86,764,1092,3480,41511,50502,53486,29688,19439,45506,246750
126,　　710　学術・開発研究機関,平成29年度,68,788,101,-,63,414,1922,18031,2732,3680,1375,1178,8856,39140
127,　　726　デザイン業,平成29年度,8,-,-,-,-,-,-,324,299,-,308,-,422,1353
128,　　728　エンジニアリング業,平成29年度,153,175,-,-,268,-,520,5144,22031,16864,17159,7404,13591,83156
129,　　730　広告業,平成29年度,220,74,58,86,433,443,653,14935,18570,12599,3664,3874,16491,71880
130,　　743　機械設計業,平成29年度,49,-,-,-,-,-,87,1319,1273,8507,5560,2162,2995,21903
131,　　744　商品・非破壊検査業,平成29年度,26,-,-,-,-,-,-,496,1540,1055,1487,371,781,5730
132,　　745　計量証明業,平成29年度,41,-,-,-,-,-,298,722,3741,6131,135,2687,2370,16084
133,　　746　写真業,平成29年度,16,-,-,-,-,235,-,540,316,4650,-,1763,-,7504
134,　飲食サービス業,平成25年度,609,4532,602,2257,3976,16480,26606,336392,331160,174114,112867,73819,28985,1111790
135,　飲食サービス業,平成26年度,584,839,420,3957,4506,32839,23908,234776,401107,168820,97090,92064,28978,1089304
136,　飲食サービス業,平成27年度,587,1954,98,664,3654,8478,86127,270294,253638,317710,76511,49109,73371,1141608
137,　飲食サービス業,平成28年度,592,1318,196,1579,3731,9449,53333,258673,307484,171239,134135,54577,35753,1031467
138,　飲食サービス業,平成29年度,577,3509,264,2725,2290,20837,45761,248001,190725,287976,180297,18097,28391,1028873
139,　　760　一般飲食店,平成29年度,491,3174,110,1314,2290,19076,38066,189603,127889,243228,124771,17438,25477,792436
140,　　770　持ち帰り・配達飲食サービス業,平成29年度,86,335,154,1411,-,1761,7695,58398,62836,44748,55526,659,2914,236437
141,　生活関連サービス業、娯楽業,平成25年度,695,2028,2027,435,4214,4282,4726,40958,50155,50142,21790,20620,84529,285906
142,　生活関連サービス業、娯楽業,平成26年度,687,4009,1717,1486,1288,2916,7860,54466,45273,53943,22723,15415,80206,291302
143,　生活関連サービス業、娯楽業,平成27年度,697,4568,287,1273,1968,3127,6464,26567,60123,31729,45438,21054,79825,282423
144,　生活関連サービス業、娯楽業,平成28年度,678,2047,2324,6983,392,2217,8538,27101,46008,55225,37761,26037,73107,287740
145,　生活関連サービス業、娯楽業,平成29年度,656,1566,793,1469,1925,1909,6362,33622,50640,42008,47928,26026,81393,295641
146,　　781　洗濯業,平成29年度,137,193,-,633,-,206,1273,7036,14749,14492,6251,6059,2986,53878
147,　　789　その他の洗濯・理容・美容業・浴場業,平成29年度,58,-,297,-,63,1006,67,6448,7436,1491,1833,2169,639,21449
148,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成29年度,135,88,-,653,1089,74,1155,6217,2552,11902,8915,8482,14956,56083
149,　　797　写真プリント，現像・焼付業,平成29年度,4,-,-,-,-,-,-,51,1020,-,-,-,526,1597
150,　　798　その他の生活関連サービス業,平成29年度,19,-,-,109,346,-,975,764,1264,345,578,104,2300,6785
151,　　801　映画館,平成29年度,9,-,-,-,-,-,-,4412,510,2929,127,-,7131,15109
152,　　803　ゴルフ場,平成29年度,205,820,282,74,204,525,1545,3668,4242,3467,11298,2622,4374,33121
153,　　804　スポーツ施設提供業（注）,平成29年度,51,243,-,-,-,-,1030,4134,17356,5020,18799,5951,10048,62581
154,　　805　公園、遊園地・テーマパーク,平成29年度,30,222,214,-,223,98,129,818,1365,2125,127,576,37863,43760
155,　　806　ボウリング場,平成29年度,8,-,-,-,-,-,188,74,146,237,-,63,570,1278
156,　個人教授所,平成25年度,17,95,-,-,309,121,1024,3678,379,1074,764,5001,574,13019
157,　個人教授所,平成26年度,13,-,-,-,-,428,-,3720,754,115,5208,-,-,10225
158,　個人教授所,平成27年度,13,-,-,-,-,254,425,3502,547,778,5103,-,615,11224
159,　個人教授所,平成28年度,14,184,252,-,-,307,128,3379,690,6076,-,-,-,11016
160,　個人教授所,平成29年度,15,196,-,-,-,1843,463,668,1245,6149,-,665,-,11229
161,　サービス業（その他のサービス業を除く）,平成25年度,1477,2832,871,205,5306,34764,50058,311100,273532,247587,68864,57732,87100,1139951
162,　サービス業（その他のサービス業を除く）,平成26年度,1471,2294,341,1692,3325,4048,25529,283315,289175,157851,137581,74900,96962,1077013
163,　サービス業（その他のサービス業を除く）,平成27年度,1490,1746,419,1950,1241,3472,34993,292497,254458,321935,133305,61182,106384,1213582
164,　サービス業（その他のサービス業を除く）,平成28年度,1439,3487,-,305,1470,6156,9802,294097,319008,328095,90134,65186,118272,1236012
165,　サービス業（その他のサービス業を除く）,平成29年度,1371,3077,1969,1378,1023,5689,10739,210153,303994,386321,145938,49624,128240,1248145
166,　　880　廃棄物処理業,平成29年度,209,200,59,-,66,152,531,2650,3557,5094,7255,2535,16050,38149
167,　　900　機械等修理業,平成29年度,261,-,-,93,284,508,1460,11496,34434,18427,14899,8807,19437,109845
168,　　911　職業紹介業,平成29年度,23,156,320,-,-,-,-,158,764,145,254,264,10420,12481
169,　　912　労働者派遣業,平成29年度,368,895,-,211,673,457,6705,120871,192369,285801,48578,24721,50641,731922
170,　　927　ディスプレイ業,平成29年度,29,-,-,-,-,-,161,699,657,384,2833,1907,378,7019
171,　　928　テレマーケティング業,平成29年度,47,-,-,-,-,134,-,17635,7990,18151,33225,2011,6391,85537
172,　　929　その他の事業サービス業,平成29年度,434,1826,1590,1074,-,4438,1882,56644,64223,58319,38894,9379,24923,263192
173,サービス業（その他のサービス業）,平成25年度,497,691,93,157,1466,1322,8711,71603,86822,57755,13728,23181,66650,332179
174,サービス業（その他のサービス業）,平成26年度,482,634,571,1015,845,1311,20927,64151,73430,46917,39637,10748,78200,338386
175,サービス業（その他のサービス業）,平成27年度,492,389,587,365,4323,2837,5295,76268,62830,50485,36223,16083,100146,355831
176,サービス業（その他のサービス業）,平成28年度,481,1923,1333,155,651,2833,2691,80278,64149,46808,73681,5685,81672,361859
177,サービス業（その他のサービス業）,平成29年度,455,518,1223,175,257,1026,6644,57407,60923,32030,26177,33868,94470,314718
178,その他の産業,平成25年度,932,946,1702,1126,1537,3099,20068,57488,77676,69177,28702,34060,49616,345197
179,その他の産業,平成26年度,940,1049,466,138,2818,2322,8742,94816,73509,70497,34287,18156,59917,366717
180,その他の産業,平成27年度,980,1111,84,138,2439,4629,7372,80506,80063,82311,36851,24656,74557,394717
181,その他の産業,平成28年度,955,1268,1211,1130,202,3874,4221,62678,83353,90945,42291,26421,83737,401331
182,その他の産業,平成29年度,915,333,1425,51,346,1876,5031,80016,73083,59471,37639,27953,89167,376391
