,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
29,　　110　繊維工業,平成30年度,438,923,1862,253,1217,2760,5844,18191,12124,14365,5701,3402,13548,80190
30,　　120　木材・木製品製造業（家具を除く）,平成30年度,151,167,51,-,610,1896,1451,6248,7911,4774,2955,1195,2347,29605
31,　　130　家具・装備品製造業,平成30年度,121,58,-,288,383,280,5343,5774,3191,8775,7161,964,3114,35331
32,　　140　パルプ・紙・紙加工品製造業,平成30年度,387,140,124,147,565,3336,20183,28227,25449,11097,5557,3894,5786,104505
33,　　150　印刷・同関連業,平成30年度,529,472,71,626,1835,3315,5835,52992,34727,26402,8905,2869,6668,144717
34,　　160　化学工業,平成30年度,920,1078,368,1044,1101,4387,3457,27637,40832,42914,54616,50741,257258,485433
35,　　170　石油製品・石炭製品製造業,平成30年度,51,-,-,-,-,-,145,5754,8350,1214,945,485,3790,20683
36,　　180　プラスチック製品製造業,平成30年度,786,690,-,383,928,1913,6420,32562,33970,39005,24540,18503,39890,198804
37,　　190　ゴム製品製造業,平成30年度,155,-,-,842,758,490,3785,6101,8587,4130,17145,2155,29313,73306
38,　　200　なめし革・同製品・毛皮製造業,平成30年度,21,55,60,58,-,-,219,821,225,386,65,-,525,2414
39,　　210　窯業・土石製品製造業,平成30年度,457,823,240,241,1379,1658,5336,12558,15085,10023,17173,15554,24932,105002
40,　　220　鉄鋼業,平成30年度,453,559,977,533,732,754,7551,38272,76694,33089,13080,9043,7532,188816
41,　　230　非鉄金属製造業,平成30年度,355,203,-,694,574,1443,2916,28356,22959,32182,8768,9269,20164,127528
42,　　240　金属製品製造業,平成30年度,1072,1148,280,727,825,1830,4623,62524,49662,39962,24429,30278,47093,263381
43,　　250　はん用機械器具製造業,平成30年度,531,791,250,-,399,5522,3636,17343,21952,29496,22619,10660,56028,168696
44,　　260　生産用機械器具製造業,平成30年度,1055,2599,825,898,2975,2291,4364,28101,27343,36818,32964,36584,130167,305929
45,　　270　業務用機械器具製造業,平成30年度,390,1512,301,740,672,419,2496,32184,37257,19829,37978,29195,98056,260639
46,　　280　電子部品・デバイス・電子回路製造業,平成30年度,622,9310,2298,6941,12171,4129,18128,40155,56029,29969,29115,27616,95603,331464
47,　　290　電気機械器具製造業,平成30年度,748,6010,586,113,389,2920,10430,33031,117739,70120,81311,25813,63467,411929
48,　　300　情報通信機械器具製造業,平成30年度,216,3228,-,4767,2443,425,1434,25449,23055,25988,8825,3193,49607,148414
49,　　310　輸送用機械器具製造業,平成30年度,1308,4555,766,4511,5479,8083,22974,183416,148220,225822,140649,90108,201336,1035919
50,　　320　その他の製造業,平成30年度,309,803,184,63,236,434,6349,11218,13205,16964,6890,5511,24011,85868
51,　電気・ガス業,平成26年度,139,-,104,73,34607,1306,6252,28323,53818,35780,20542,161,1850,182816
52,　電気・ガス業,平成27年度,140,78,-,-,-,155,186,6915,34387,51213,44343,30449,11916,179642
53,　電気・ガス業,平成28年度,136,199,-,-,-,209,5938,34360,18850,94146,12160,1252,7548,174662
54,　電気・ガス業,平成29年度,137,51,-,-,-,129,5460,21197,55755,68871,4576,2948,12545,171532
55,　電気・ガス業,平成30年度,138,51,-,-,131,-,3193,32517,66121,49505,1988,4066,12406,169978
56,　　331　電気業,平成30年度,50,51,-,-,-,-,2778,31080,43603,41592,448,2696,12151,134399
57,　　341　ガス業,平成30年度,88,-,-,-,131,-,415,1437,22518,7913,1540,1370,255,35579
58,　情報通信業,平成26年度,2490,5994,1633,2450,3591,4626,12374,165725,197186,202546,131495,85258,177085,989963
59,　情報通信業,平成27年度,2564,5928,4395,2747,4006,3631,12334,195423,156811,218311,137447,102174,196742,1039949
60,　情報通信業,平成28年度,2660,6883,1265,2831,3803,8297,14459,216494,138873,212566,118225,127870,220735,1072301
61,　情報通信業,平成29年度,2581,6173,994,1267,2193,5832,55861,146528,176038,187855,135166,88784,259341,1066032
62,　情報通信業,平成30年度,2553,8532,1041,1442,6169,5965,15250,163634,196966,181836,141355,87363,287653,1097206
63,　　391　ソフトウェア業,平成30年度,1454,3781,413,89,1427,4070,5021,107934,99600,88495,96683,53551,130893,591957
64,　　392　情報処理・提供サービス業,平成30年度,619,1366,458,448,3469,778,2494,40790,71486,63985,34505,21881,112815,354475
65,　　401　インターネット附随サービス業,平成30年度,190,2977,-,324,69,175,1065,998,6205,14075,2888,3787,35146,67709
66,　　411　映画・ビデオ制作業（※）,平成30年度,112,94,62,-,297,130,301,5332,4537,3667,2925,1987,2571,21903
67,　　413　新聞業,平成30年度,80,227,-,205,310,111,5155,3737,12523,8166,2775,3785,1442,38436
68,　　414　出版業,平成30年度,98,87,108,376,597,701,1214,4843,2615,3448,1579,2372,4786,22726
69,　卸売業,平成26年度,5804,3934,709,4922,8284,20663,86803,685447,343001,172464,88487,44762,98543,1558019
70,　卸売業,平成27年度,5767,6668,2908,2862,7397,20617,59769,683808,363006,187484,85104,43030,86046,1548699
71,　卸売業,平成28年度,5710,8908,3357,3609,6013,14588,46929,645104,396450,199058,85711,49449,87080,1546256
72,　卸売業,平成29年度,5611,5504,1248,2910,2683,10064,46080,591773,371586,217978,92992,56162,131948,1530928
73,　卸売業,平成30年度,5539,15232,1224,3358,13915,13276,43706,598187,373149,193348,102022,55785,114547,1527749
74,　　511　繊維品卸売業,平成30年度,62,99,-,225,53,177,229,3579,5756,1869,471,-,189,12647
75,　　512　衣服・身の回り品卸売業,平成30年度,266,2377,499,986,5384,3923,1554,20922,13354,4298,3605,6035,5655,68592
76,　　521　農畜産物・水産物卸売業,平成30年度,465,158,67,227,1341,561,8775,51517,20862,2835,4052,185,428,91008
77,　　522　食料・飲料卸売業,平成30年度,533,-,-,-,823,1671,7769,102697,33289,10018,9533,657,3802,170259
78,　　531　建築材料卸売業,平成30年度,461,-,-,-,66,424,1895,35252,27890,6383,3192,967,10963,87032
79,　　532　化学製品卸売業,平成30年度,338,-,167,-,58,-,303,19130,22385,6097,9267,1749,1432,60588
80,　　533　石油・鉱物卸売業,平成30年度,179,-,-,206,-,-,1920,20995,33622,8454,1730,408,1941,69276
81,　　534　鉄鋼製品卸売業,平成30年度,265,-,-,-,-,198,340,23631,14045,10455,1231,806,5558,56264
82,　　535　非鉄金属卸売業,平成30年度,66,-,-,-,-,-,80,5531,7330,921,868,127,-,14857
83,　　536　再生資源卸売業,平成30年度,77,-,-,-,185,235,620,4442,2627,2914,990,-,1278,13291
84,　　541　産業機械器具卸売業,平成30年度,483,9173,-,-,576,662,1345,39484,28106,42852,10778,4742,5873,143591
85,　　542　自動車卸売業,平成30年度,315,-,-,-,60,-,706,21414,33923,19881,5580,1360,4775,87699
86,　　543　電気機械器具卸売業,平成30年度,612,2272,-,56,598,2300,6464,64752,55084,30710,21072,3091,20740,207139
87,　　549　その他の機械器具卸売業,平成30年度,340,96,175,568,-,257,1413,28062,17187,15516,5035,5779,11171,85259
88,　　551　家具・建具・じゅう器等卸売業,平成30年度,153,406,50,75,50,1304,1859,11514,6577,4015,1491,347,715,28403
89,　　552　医薬品・化粧品等卸売業,平成30年度,239,244,-,717,69,-,1474,80021,26040,5180,8093,21633,24541,168012
90,　　553　紙、紙製品卸売業,平成30年度,95,-,-,-,-,-,2530,9861,2676,2203,100,251,264,17885
91,　　559　その他の卸売業,平成30年度,590,407,266,298,4652,1564,4430,55383,22396,18747,14934,7648,15222,145947
92,　小売業,平成26年度,3587,7830,5017,12967,17374,75726,174116,1393469,857834,379134,117617,83768,133613,3258465
93,　小売業,平成27年度,3558,8543,4671,15973,13119,28683,147634,1157400,1090477,491045,188011,98274,119767,3363597
94,　小売業,平成28年度,3556,12083,6843,10283,11464,50571,105468,1253882,959511,512821,174378,88022,133765,3319091
95,　小売業,平成29年度,3503,12314,1655,4829,27221,57847,102790,1378028,879940,498502,213820,55324,148555,3380825
96,　小売業,平成30年度,3599,9549,892,9989,26497,53426,159105,1407798,787928,580081,173248,63874,161240,3433627
97,　　570　織物・衣服・身の回り品小売業,平成30年度,359,3166,200,1429,8326,11004,15141,100560,84455,58809,23085,2066,73711,381952
98,　　580　飲食料品小売業,平成30年度,930,2920,73,1144,11012,30866,87812,882295,326948,246291,25503,14851,5148,1634863
99,　　591　自動車・自転車小売業,平成30年度,842,56,-,287,2131,1682,8836,99899,114900,33738,15231,1196,158,278114
100,　　593　機械器具小売業,平成30年度,195,-,-,-,-,-,2178,54595,54582,17660,9539,808,1528,140890
101,　　602　家具・建具・じゅう器小売業,平成30年度,60,1370,407,-,-,387,6041,12335,2980,778,6969,67,19334,50668
102,　　603　医薬品・化粧品小売業,平成30年度,238,449,-,674,-,1324,4014,36158,79727,77015,51592,10138,4936,266027
103,　　605　燃料小売業,平成30年度,365,-,-,-,-,317,685,70731,21393,6611,4466,1720,2237,108160
104,　　609　その他の小売業,平成30年度,491,1393,212,5143,4961,7606,31603,91466,92321,136252,35575,32404,49204,488140
105,　　610　無店舗小売業,平成30年度,119,195,-,1312,67,240,2795,59759,10622,2927,1288,624,4984,84813
106,　クレジットカード業、割賦金融業,平成26年度,79,-,-,-,-,755,-,7483,729,3057,6218,7870,28888,55000
107,　クレジットカード業、割賦金融業,平成27年度,80,1254,-,5159,-,-,-,7346,2163,437,785,3849,35536,56529
108,　クレジットカード業、割賦金融業,平成28年度,83,437,-,-,-,5329,-,1009,2555,7502,600,4724,36320,58476
109,　クレジットカード業、割賦金融業,平成29年度,79,481,-,-,-,140,129,13135,1849,2110,799,4909,32185,55737
110,　クレジットカード業、割賦金融業,平成30年度,78,-,-,-,-,4638,821,1427,9065,423,1992,9880,27475,55721
111,　物品賃貸業,平成26年度,308,108,-,-,79,1726,516,9113,14018,14082,15421,12149,15940,83152
112,　物品賃貸業,平成27年度,311,231,-,967,427,443,-,11687,16999,27091,9844,12574,19838,100101
113,　物品賃貸業,平成28年度,313,123,-,1314,72,122,688,11387,18092,22660,23179,9940,16158,103735
114,　物品賃貸業,平成29年度,306,242,440,975,-,638,710,12614,19374,26687,27180,9572,14282,112714
115,　物品賃貸業,平成30年度,310,107,-,-,260,474,642,10281,20133,36576,24013,6909,16053,115448
116,　　702　産業用機械器具賃貸業（レンタルを含む）,平成30年度,175,-,-,-,-,283,179,2631,10293,4653,13061,3052,14782,48934
117,　　703　事務用機械器具賃貸業（レンタルを含む）,平成30年度,24,-,-,-,-,-,-,739,2531,10873,1233,-,206,15582
118,　　704　自動車賃貸業（レンタルを除く）,平成30年度,57,-,-,-,-,-,-,5418,4412,4732,3191,382,448,18583
119,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成30年度,5,-,-,-,260,-,-,87,93,56,580,-,-,1076
120,　　708　その他の物品賃貸業（レンタルを含む）,平成30年度,49,107,-,-,-,191,463,1406,2804,16262,5948,3475,617,31273
121,　学術研究、専門・技術サービス業,平成26年度,626,2385,248,305,298,918,4858,49292,44571,69243,29253,16030,48293,265694
122,　学術研究、専門・技術サービス業,平成27年度,625,848,243,2816,1318,1494,3292,51854,38911,50203,25195,26724,44072,246970
123,　学術研究、専門・技術サービス業,平成28年度,629,686,166,321,421,553,4497,45232,54356,40362,41682,25192,50425,263893
124,　学術研究、専門・技術サービス業,平成29年度,581,1037,159,86,764,1092,3480,41511,50502,53486,29688,19439,45506,246750
125,　学術研究、専門・技術サービス業,平成30年度,578,958,107,330,1009,1403,3432,31748,43961,58777,31560,27072,52754,253111
126,　　710　学術・開発研究機関,平成30年度,65,353,-,-,442,63,95,3354,3875,20207,2840,858,6475,38562
127,　　726　デザイン業,平成30年度,6,-,-,-,-,-,-,58,339,152,308,-,372,1229
128,　　728　エンジニアリング業,平成30年度,145,605,-,-,-,-,1199,6022,15359,14304,16402,12435,15872,82198
129,　　730　広告業,平成30年度,221,-,107,125,567,500,1322,17305,15782,14847,2177,2778,18309,73819
130,　　743　機械設計業,平成30年度,50,-,-,-,-,-,96,2083,3181,6347,3058,4329,2727,21821
131,　　744　商品・非破壊検査業,平成30年度,32,-,-,95,-,334,-,1209,785,1215,724,1425,5595,11382
132,　　745　計量証明業,平成30年度,43,-,-,-,-,506,545,1334,3735,1568,4736,660,3404,16488
133,　　746　写真業,平成30年度,16,-,-,110,-,-,175,383,905,137,1315,4587,-,7612
134,　飲食サービス業,平成26年度,584,839,420,3957,4506,32839,23908,234776,401107,168820,97090,92064,28978,1089304
135,　飲食サービス業,平成27年度,587,1954,98,664,3654,8478,86127,270294,253638,317710,76511,49109,73371,1141608
136,　飲食サービス業,平成28年度,592,1318,196,1579,3731,9449,53333,258673,307484,171239,134135,54577,35753,1031467
137,　飲食サービス業,平成29年度,577,3509,264,2725,2290,20837,45761,248001,190725,287976,180297,18097,28391,1028873
138,　飲食サービス業,平成30年度,612,2896,1091,1450,8939,21691,55619,254758,152976,244024,149715,68602,29682,991443
139,　　760　一般飲食店,平成30年度,518,2548,1091,1450,8707,19860,29691,192452,117790,155236,129266,65762,29499,753352
140,　　770　持ち帰り・配達飲食サービス業,平成30年度,94,348,-,-,232,1831,25928,62306,35186,88788,20449,2840,183,238091
141,　生活関連サービス業、娯楽業,平成26年度,687,4009,1717,1486,1288,2916,7860,54466,45273,53943,22723,15415,80206,291302
142,　生活関連サービス業、娯楽業,平成27年度,697,4568,287,1273,1968,3127,6464,26567,60123,31729,45438,21054,79825,282423
143,　生活関連サービス業、娯楽業,平成28年度,678,2047,2324,6983,392,2217,8538,27101,46008,55225,37761,26037,73107,287740
144,　生活関連サービス業、娯楽業,平成29年度,656,1566,793,1469,1925,1909,6362,33622,50640,42008,47928,26026,81393,295641
145,　生活関連サービス業、娯楽業,平成30年度,701,2463,202,1223,1385,2803,9423,35949,35768,42127,50513,19336,83858,285050
146,　　781　洗濯業,平成30年度,161,375,-,377,242,435,1621,15704,12207,10648,7172,2887,6665,58333
147,　　789　その他の洗濯・理容・美容業・浴場業,平成30年度,50,-,66,-,-,219,1888,3662,549,8268,764,574,4054,20044
148,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成30年度,144,171,-,-,329,676,794,5389,6485,6998,11376,9505,13959,55682
149,　　797　写真プリント，現像・焼付業,平成30年度,5,56,-,-,-,-,-,482,999,-,-,-,585,2122
150,　　798　その他の生活関連サービス業,平成30年度,22,311,-,99,-,333,838,758,1353,1095,115,-,2436,7338
151,　　801　映画館,平成30年度,8,-,-,-,-,-,-,-,5014,1094,1919,-,7686,15713
152,　　803　ゴルフ場,平成30年度,216,1105,61,317,814,593,1848,4373,3933,3418,10797,1913,4388,33560
153,　　804　スポーツ施設提供業（注）,平成30年度,53,243,-,287,-,354,2322,4020,4731,9459,17369,2836,4191,45812
154,　　805　公園、遊園地・テーマパーク,平成30年度,36,114,75,143,-,193,59,1430,354,1147,934,1621,39324,45394
155,　　806　ボウリング場,平成30年度,6,88,-,-,-,-,53,131,143,-,67,-,570,1052
156,　個人教授所,平成26年度,13,-,-,-,-,428,-,3720,754,115,5208,-,-,10225
157,　個人教授所,平成27年度,13,-,-,-,-,254,425,3502,547,778,5103,-,615,11224
158,　個人教授所,平成28年度,14,184,252,-,-,307,128,3379,690,6076,-,-,-,11016
159,　個人教授所,平成29年度,15,196,-,-,-,1843,463,668,1245,6149,-,665,-,11229
160,　個人教授所,平成30年度,14,-,-,-,-,2023,-,1831,2286,55,5657,-,-,11852
161,　サービス業（その他のサービス業を除く）,平成26年度,1471,2294,341,1692,3325,4048,25529,283315,289175,157851,137581,74900,96962,1077013
162,　サービス業（その他のサービス業を除く）,平成27年度,1490,1746,419,1950,1241,3472,34993,292497,254458,321935,133305,61182,106384,1213582
163,　サービス業（その他のサービス業を除く）,平成28年度,1439,3487,-,305,1470,6156,9802,294097,319008,328095,90134,65186,118272,1236012
164,　サービス業（その他のサービス業を除く）,平成29年度,1371,3077,1969,1378,1023,5689,10739,210153,303994,386321,145938,49624,128240,1248145
165,　サービス業（その他のサービス業を除く）,平成30年度,1418,1247,577,4389,1915,4803,12793,207440,359778,327712,205996,91069,167753,1385472
166,　　880　廃棄物処理業,平成30年度,229,160,-,157,-,-,501,3170,5000,9108,4414,2595,16100,41205
167,　　900　機械等修理業,平成30年度,247,-,-,-,51,1496,347,15252,17323,31208,8155,5885,24280,103997
168,　　911　職業紹介業,平成30年度,22,-,-,-,-,-,168,-,463,6165,105,425,4935,12261
169,　　912　労働者派遣業,平成30年度,389,738,249,102,218,1478,7194,128671,169615,194817,113924,65886,90759,773651
170,　　927　ディスプレイ業,平成30年度,27,-,-,-,-,-,-,814,543,432,2787,1769,470,6815
171,　　928　テレマーケティング業,平成30年度,44,129,328,-,-,563,-,4766,25116,15607,33287,2328,5593,87717
172,　　929　その他の事業サービス業,平成30年度,460,220,-,4130,1646,1266,4583,54767,141718,70375,43324,12181,25616,359826
173,サービス業（その他のサービス業）,平成26年度,482,634,571,1015,845,1311,20927,64151,73430,46917,39637,10748,78200,338386
174,サービス業（その他のサービス業）,平成27年度,492,389,587,365,4323,2837,5295,76268,62830,50485,36223,16083,100146,355831
175,サービス業（その他のサービス業）,平成28年度,481,1923,1333,155,651,2833,2691,80278,64149,46808,73681,5685,81672,361859
176,サービス業（その他のサービス業）,平成29年度,455,518,1223,175,257,1026,6644,57407,60923,32030,26177,33868,94470,314718
177,サービス業（その他のサービス業）,平成30年度,473,725,137,300,481,3344,4768,78388,68082,46113,21698,7413,129256,360705
178,その他の産業,平成26年度,940,1049,466,138,2818,2322,8742,94816,73509,70497,34287,18156,59917,366717
179,その他の産業,平成27年度,980,1111,84,138,2439,4629,7372,80506,80063,82311,36851,24656,74557,394717
180,その他の産業,平成28年度,955,1268,1211,1130,202,3874,4221,62678,83353,90945,42291,26421,83737,401331
181,その他の産業,平成29年度,915,333,1425,51,346,1876,5031,80016,73083,59471,37639,27953,89167,376391
182,その他の産業,平成30年度,902,5011,745,444,4533,3440,6976,75156,47262,69409,64419,25432,78061,380888
