,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
46,　　280　電子部品・デバイス・電子回路製造業,平成19年度,785,6044,2021,5881,7912,5315,23362,94165,50203,44098,28962,23742,81544,373249
47,　　290　電気機械器具製造業,平成19年度,872,3330,1047,477,3072,6502,20683,52205,61686,94157,32835,25592,49410,350996
48,　　300　情報通信機械器具製造業,平成19年度,370,1179,1180,926,1117,8086,57412,62228,111355,111050,9898,10271,13103,387805
49,　　310　輸送用機械器具製造業,平成19年度,1269,1327,398,1106,1701,7989,20436,151924,270541,162301,189191,60540,116267,983721
50,　　320　その他の製造業,平成19年度,372,517,64,649,891,2270,4092,17446,18681,25459,14400,5102,17889,107460
51,　電気・ガス業,平成15年度,105,54,-,-,617,231,555,3993,3110,5251,100458,52749,14891,181909
52,　電気・ガス業,平成16年度,109,-,-,-,913,208,702,3928,5479,16636,41130,47372,61137,177505
53,　電気・ガス業,平成17年度,104,465,65,65,78,157,1930,4653,15557,9063,70870,62034,8281,173218
54,　電気・ガス業,平成18年度,108,152,-,60,194,456,1207,5552,5897,30460,111928,581,17427,173914
55,　電気・ガス業,平成19年度,125,201,182,205,644,265,38801,28357,15908,83176,7207,59,1240,176245
56,　　331　電気業,平成19年度,35,-,-,-,54,53,37989,21691,213,70405,6524,-,925,137854
57,　　341　ガス業,平成19年度,90,201,182,205,590,212,812,6666,15695,12771,683,59,315,38391
58,　情報通信業,平成15年度,1732,3431,1098,1009,2931,5513,13842,124555,120976,145104,75461,54395,81710,630025
59,　情報通信業,平成16年度,1943,4080,2167,3766,8801,4940,19626,134319,123825,141858,91126,64466,115547,714521
60,　情報通信業,平成17年度,1866,4813,3110,1665,3458,4083,15502,140315,126805,169746,89915,105270,77088,741770
61,　情報通信業,平成18年度,1860,5417,1916,1575,5173,7939,13576,86688,132978,135285,110350,87604,108309,696810
62,　情報通信業,平成19年度,2069,5332,1376,1913,2696,7805,11516,110822,148678,143983,129363,84077,128992,776553
63,　　391　ソフトウェア業,平成19年度,1266,3531,145,1063,1055,2012,5368,71319,90531,83374,69323,61415,73255,462391
64,　　392　情報処理・提供サービス業,平成19年度,397,1102,517,476,90,1672,1600,19699,31043,39973,40695,14773,27298,178938
65,　　401　インターネット附随サービス業,平成19年度,91,251,-,-,275,1290,1557,1008,2262,4814,8796,1798,11888,33939
66,　　411　映画・ビデオ制作業,平成19年度,96,-,62,76,-,207,-,2072,3271,6168,2472,1144,1425,16897
67,　　413　新聞業,平成19年度,88,171,-,241,-,688,949,11461,17564,5288,2950,4135,2835,46282
68,　　414　出版業,平成19年度,131,277,652,57,1276,1936,2042,5263,4007,4366,5127,812,12291,38106
69,　卸売業,平成15年度,5767,2051,2509,4549,5803,18718,61936,788656,281421,86793,51285,21108,64793,1389622
70,　卸売業,平成16年度,5948,5924,2096,12209,5378,18556,50585,737685,309737,136322,57174,40060,55047,1430773
71,　卸売業,平成17年度,5747,4973,794,2030,3640,10844,60732,644654,339858,165306,73045,31476,68096,1405448
72,　卸売業,平成18年度,5629,4511,2257,3634,4584,14176,54545,659746,363398,108922,56997,41627,71553,1385950
73,　卸売業,平成19年度,5780,4947,1940,2869,11875,19610,67102,690164,352861,148614,59310,24308,55785,1439385
74,　　511　繊維品卸売業,平成19年度,85,283,-,594,69,61,630,7134,3586,2057,1372,143,136,16065
75,　　512　衣服・身の回り品卸売業,平成19年度,359,1470,1246,701,1086,5084,9613,28090,21399,6590,10741,3525,9402,98947
76,　　521　農畜産物・水産物卸売業,平成19年度,464,-,-,60,-,712,5850,59987,10467,643,190,85,270,78264
77,　　522　食料・飲料卸売業,平成19年度,586,1337,343,74,422,1622,11412,112658,21321,9263,3768,3194,844,166258
78,　　531　建築材料卸売業,平成19年度,443,-,-,-,204,907,3761,44373,26744,2530,254,928,1245,80946
79,　　532　化学製品卸売業,平成19年度,365,-,-,-,573,437,577,27838,22883,7368,3072,708,874,64330
80,　　533　石油・鉱物卸売業,平成19年度,244,-,56,-,-,365,1643,49147,26425,7206,592,198,1712,87344
81,　　534　鉄鋼製品卸売業,平成19年度,211,-,-,78,257,-,338,18387,9509,3806,1774,577,74,34800
82,　　535　非鉄金属卸売業,平成19年度,72,-,-,-,67,-,113,7899,1982,1073,772,541,2748,15195
83,　　536　再生資源卸売業,平成19年度,67,-,-,-,-,-,-,3107,2516,2056,1348,661,938,10626
84,　　541　産業機械器具卸売業,平成19年度,500,129,-,253,1586,1697,5353,34192,47496,10366,6997,2979,2860,113908
85,　　542　自動車卸売業,平成19年度,345,-,-,-,456,1275,3010,40985,22504,8673,1214,499,291,78907
86,　　543　電気機械器具卸売業,平成19年度,607,516,78,173,6224,1557,9811,59677,59109,61937,5889,3315,15423,223709
87,　　549　その他の機械器具卸売業,平成19年度,325,63,-,423,129,1146,1788,25551,15493,5427,3291,911,5799,60021
88,　　551　家具・建具・じゅう器等卸売業,平成19年度,148,136,70,259,64,2062,2440,11015,2604,1906,1452,216,1602,23826
89,　　552　医薬品・化粧品等卸売業,平成19年度,223,397,52,109,-,889,5792,87436,31138,3705,5426,2265,5571,142780
90,　　553　紙、紙製品卸売業,平成19年度,117,-,-,-,104,-,786,13336,3562,420,1697,-,384,20289
91,　　559　その他の卸売業,平成19年度,619,616,95,145,634,1796,4185,59352,24123,13588,9461,3563,5612,123170
92,　小売業,平成15年度,3353,1929,1977,1977,8917,24376,91543,1096962,585057,169934,91321,91447,62014,2227454
93,　小売業,平成16年度,3597,3362,1853,2449,9262,31263,131652,1287643,488108,215620,111301,89636,95662,2467811
94,　小売業,平成17年度,3538,5632,4650,4459,6267,34071,184661,1046692,613983,243475,94707,58998,135753,2433348
95,　小売業,平成18年度,3441,5452,1046,6996,11803,31852,143493,1100546,751241,242533,139679,68781,95592,2599014
96,　小売業,平成19年度,3548,5342,5828,8441,135023,42382,143964,1102646,679884,293970,108367,36299,72997,2635143
97,　　570　織物・衣服・身の回り品小売業,平成19年度,389,1589,191,1718,3730,7755,12345,96926,78274,68622,13098,24981,34926,344155
98,　　580　飲食料品小売業,平成19年度,898,812,2041,5472,125945,20512,73161,554976,355665,76048,16777,244,4176,1235829
99,　　591　自動車・自転車小売業,平成19年度,831,326,2348,303,1259,4586,17395,179295,52053,10726,1839,1156,942,272228
100,　　593　機械器具小売業,平成19年度,187,52,940,73,-,538,2238,46281,24882,11922,8144,419,2894,98383
101,　　602　家具・建具・じゅう器小売業,平成19年度,73,829,-,-,84,84,3553,9449,28747,2600,14303,635,12464,72748
102,　　603　医薬品・化粧品小売業,平成19年度,202,137,80,-,1649,339,1499,42453,51513,38037,21548,530,1161,158946
103,　　605　燃料小売業,平成19年度,376,-,-,-,203,850,10803,68322,5488,2074,1528,363,-,89631
104,　　609　その他の小売業,平成19年度,562,1597,228,875,2153,7718,22970,102579,76619,83109,28388,7971,13576,347783
105,　　610　無店舗小売業,平成19年度,30,-,-,-,-,-,-,2365,6643,832,2742,-,2858,15440
106,　クレジットカード業、割賦金融業,平成15年度,72,80,-,-,-,1450,-,3336,7230,6947,4279,1666,25363,50351
107,　クレジットカード業、割賦金融業,平成16年度,70,54,-,-,250,-,209,181,5248,9388,537,1580,27818,45265
108,　クレジットカード業、割賦金融業,平成17年度,74,500,-,-,-,201,88,230,3660,1255,1158,3926,39882,50900
109,　クレジットカード業、割賦金融業,平成18年度,71,4310,-,75,75,-,51,2210,5604,13368,1119,8382,17160,52354
110,　クレジットカード業、割賦金融業,平成19年度,70,6580,133,3165,-,-,1275,896,3097,17483,1034,3048,8187,44898
111,　物品賃貸業,平成15年度,204,256,-,102,627,518,292,9019,15479,13315,5609,4135,3890,53242
112,　物品賃貸業,平成16年度,209,102,-,569,-,169,95,9288,21222,10727,10139,4114,3931,60356
113,　物品賃貸業,平成17年度,202,69,-,-,-,278,1738,9714,15192,12394,4477,4922,12101,60885
114,　物品賃貸業,平成18年度,227,81,-,-,68,227,2851,8420,20302,12781,8492,2628,13156,69006
115,　物品賃貸業,平成19年度,262,2172,-,177,254,3828,1317,14041,14835,17063,4177,3874,12062,73800
116,　　702　産業用機械器具賃貸業（レンタルを含む）,平成19年度,131,935,-,64,254,91,-,6183,8080,7607,2000,1059,3646,29919
117,　　703　事務用機械器具賃貸業（レンタルを含む）,平成19年度,42,1237,-,-,-,533,342,2233,2836,2976,1086,1604,4340,17187
118,　　704　自動車賃貸業（レンタルを除く）,平成19年度,48,-,-,-,-,3204,975,2863,2533,4232,447,274,2847,17375
119,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成19年度,3,-,-,113,-,-,-,-,-,-,-,62,377,552
120,　　708　その他の物品賃貸業（レンタルを含む）,平成19年度,38,-,-,-,-,-,-,2762,1386,2248,644,875,852,8767
121,　学術研究、専門・技術サービス業,平成15年度,365,279,-,-,607,4527,2369,46919,36386,16709,3850,10848,9561,132055
122,　学術研究、専門・技術サービス業,平成16年度,383,295,112,104,-,1839,1693,45137,35597,16611,8079,8300,7162,124929
123,　学術研究、専門・技術サービス業,平成17年度,376,179,-,-,2816,607,1210,31700,36059,17580,12657,14767,6239,123814
124,　学術研究、専門・技術サービス業,平成18年度,437,553,196,116,1537,786,2929,25622,38354,25766,13335,8668,16914,134776
125,　学術研究、専門・技術サービス業,平成19年度,504,1365,352,2628,651,1760,6589,35799,42261,23650,14881,15227,16541,161704
126,　　710　学術・開発研究機関,平成19年度,45,271,-,-,-,-,-,1934,2894,1365,2757,2876,3564,15661
127,　　726　デザイン業,平成19年度,16,-,-,-,-,-,2682,492,1711,738,319,-,77,6019
128,　　728　エンジニアリング業,平成19年度,109,-,-,2628,173,294,1921,10287,16914,12213,3821,7111,4370,59732
129,　　730　広告業,平成19年度,216,381,352,-,334,1024,1362,17553,16339,5868,1521,2050,2501,49285
130,　　743　機械設計業,平成19年度,51,98,-,-,-,-,532,3072,1855,2129,3367,2312,883,14248
131,　　744　商品・非破壊検査業,平成19年度,17,615,-,-,-,-,-,69,346,740,276,68,1907,4021
132,　　745　計量証明業,平成19年度,40,-,-,-,144,442,-,2299,1519,597,1968,559,3188,10716
133,　　746　写真業,平成19年度,10,-,-,-,-,-,92,93,683,-,852,251,51,2022
134,　飲食サービス業,平成15年度,496,459,206,1907,3499,11305,29548,257178,164825,117407,27548,17611,32774,664267
135,　飲食サービス業,平成16年度,551,2680,1834,1395,2994,9332,38396,279218,158841,178980,33669,5431,26063,738833
136,　飲食サービス業,平成17年度,498,2127,1216,1357,7035,20099,27617,240695,192785,138552,22302,15173,20714,689672
137,　飲食サービス業,平成18年度,514,4399,868,1750,1853,6835,40159,289410,175281,92596,45608,17495,25869,702123
138,　飲食サービス業,平成19年度,577,1227,191,2157,30126,10713,51591,180797,325677,134834,92218,25179,21235,875945
139,　　760　一般飲食店,平成19年度,510,1227,122,816,30126,10713,48954,159207,297222,132241,57845,17587,21027,777087
140,　　770　持ち帰り・配達飲食サービス業,平成19年度,67,-,69,1341,-,-,2637,21590,28455,2593,34373,7592,208,98858
141,　生活関連サービス業、娯楽業,平成15年度,510,6880,2591,9869,1176,2562,2994,19842,8544,7703,9055,1590,12032,84838
142,　生活関連サービス業、娯楽業,平成16年度,494,6245,1629,1943,7147,3045,4646,14380,10057,8325,2552,4334,14835,79138
143,　生活関連サービス業、娯楽業,平成17年度,455,5175,1293,1532,1676,2215,9037,10316,11748,7446,3631,6740,17020,77829
144,　生活関連サービス業、娯楽業,平成18年度,612,4425,1783,1976,1695,3271,4460,29344,19538,17095,22426,13556,30880,150449
145,　生活関連サービス業、娯楽業,平成19年度,684,5028,1987,5145,2031,4897,4548,39985,22394,23435,20279,16647,37875,184251
146,　　781　洗濯業,平成19年度,121,411,102,-,164,347,516,16646,6889,11021,8755,714,1864,47429
147,　　789　その他の洗濯・理容・美容業・浴場業,平成19年度,40,435,148,279,593,497,-,1686,2086,4117,858,-,752,11451
148,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成19年度,117,142,-,-,107,397,115,2723,5229,3513,5411,4053,20296,41986
149,　　797　写真現像・焼付業,平成19年度,11,66,-,-,-,161,-,655,275,581,-,119,274,2131
150,　　798　その他の生活関連サービス業,平成19年度,4,-,-,-,-,-,-,407,-,-,110,-,206,723
151,　　801　映画館,平成19年度,16,-,995,1274,-,1780,1266,3238,651,109,139,331,136,9919
152,　　803　ゴルフ場,平成19年度,301,2479,742,2978,777,1257,2079,4982,4098,3632,2359,2280,13085,40748
153,　　804　スポーツ施設提供業（注）,平成19年度,38,373,-,-,390,458,209,8316,2653,172,904,800,577,14852
154,　　805　公園、遊園地・テーマパーク,平成19年度,28,1122,-,501,-,-,277,1054,513,290,1536,8350,415,14058
155,　　806　ボウリング場,平成19年度,8,-,-,113,-,-,86,278,-,-,207,-,270,954
156,　個人教授所,平成15年度,41,-,151,-,-,-,1970,3290,4660,6059,20503,1235,2279,40147
157,　個人教授所,平成16年度,43,333,-,1744,-,-,169,5657,2983,19032,2823,4221,4513,41475
158,　個人教授所,平成17年度,39,-,-,-,773,2840,334,1231,16992,1660,6293,6381,1954,38458
159,　個人教授所,平成18年度,27,-,-,-,-,2903,1187,3007,1059,4094,23597,1308,1047,38202
160,　個人教授所,平成19年度,10,-,-,-,-,-,636,2861,13916,521,1314,654,520,20422
161,　サービス業（その他のサービス業を除く）,平成15年度,230,464,117,144,153,149,2266,28807,26527,7234,19644,2398,6327,94230
162,　サービス業（その他のサービス業を除く）,平成16年度,193,-,-,-,58,316,1016,27614,20057,14404,10369,5737,7537,87108
163,　サービス業（その他のサービス業を除く）,平成17年度,188,-,-,-,-,304,662,20337,13471,17340,13422,4066,8396,77998
164,　サービス業（その他のサービス業を除く）,平成18年度,864,2641,325,126,2648,4358,15804,151494,158598,135780,37164,26001,68968,603907
165,　サービス業（その他のサービス業を除く）,平成19年度,1033,5504,396,270,2316,5843,45284,175691,218932,124910,61258,41808,84019,766231
166,　　880　廃棄物処理業,平成19年度,115,318,131,-,-,80,241,3089,2689,2658,1603,4531,5871,21211
167,　　900　機械等修理業,平成19年度,222,190,-,-,300,509,1353,10779,14672,15877,13266,4887,9799,71632
168,　　911　職業紹介業,平成19年度,15,393,-,-,-,-,-,-,227,1691,3389,55,1833,7588
169,　　912　労働者派遣業,平成19年度,359,-,196,183,169,4222,38261,140231,142271,38490,30898,13611,8123,416655
170,　　927　ディスプレイ業,平成19年度,19,-,-,-,-,932,63,796,759,349,553,-,144,3596
171,　　928　テレマーケティング業,平成19年度,32,1351,-,87,-,-,-,4012,22529,29383,5740,752,18970,82824
172,　　929　その他の事業サービス業,平成19年度,271,3252,69,-,1847,100,5366,16784,35785,36462,5809,17972,39279,162725
173,　サービス業（その他のサービス業）,平成15年度,581,2579,390,1326,395,5228,10148,77004,48377,33414,21055,17048,43236,260200
174,　サービス業（その他のサービス業）,平成16年度,775,9170,316,1900,1645,5366,7859,84629,86559,41084,27736,36728,73225,376217
175,　サービス業（その他のサービス業）,平成17年度,847,1820,961,5775,1293,3776,19881,98513,163650,36624,35160,38742,76362,482557
176,　サービス業（その他のサービス業）,平成18年度,529,1046,811,4992,1043,2155,16994,57328,36294,27032,25524,11919,54697,239835
177,　サービス業（その他のサービス業）,平成19年度,402,1571,606,1328,13792,1347,11940,46204,40246,16092,12185,14857,58190,218358
178,その他の産業,平成15年度,685,1810,146,503,2692,2993,7477,64545,51938,36988,24299,7038,29110,229539
179,その他の産業,平成16年度,752,5142,1597,2490,501,5875,15250,67393,55294,43530,33675,23585,44266,298598
180,その他の産業,平成17年度,716,5893,786,2094,2362,8144,9531,71759,73232,32906,40165,24586,52379,323837
181,その他の産業,平成18年度,783,7762,3281,9278,20115,7517,15751,131418,86969,43311,36300,7909,130006,499617
182,その他の産業,平成19年度,626,11028,2045,1548,854,3968,25637,53975,36102,28445,17150,20173,46984,247909
