,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
57,　　341　ガス業,平成25年度,92,-,-,-,176,86,265,3456,13301,10135,10414,501,-,38334
58,　情報通信業,平成21年度,2204,10055,3163,6734,4539,21524,44499,150260,170428,150150,100594,52250,121352,835548
59,　情報通信業,平成22年度,2217,5878,1493,1412,5164,12933,49094,141190,199745,155661,114499,42536,115030,844635
60,　情報通信業,平成23年度,2453,9137,1496,3626,3192,9716,31346,175237,166500,194532,79947,75785,129059,879573
61,　情報通信業,平成24年度,2467,7087,1256,2943,8023,4891,15693,132964,211876,183779,138351,80364,125766,912993
62,　情報通信業,平成25年度,2478,9167,1541,1857,3926,2860,22304,139365,201907,203745,116061,80759,152570,936062
63,　　391　ソフトウェア業,平成25年度,1496,5390,637,711,823,1647,10723,84252,137192,100896,77657,56380,74422,550730
64,　　392　情報処理・提供サービス業,平成25年度,485,1653,55,354,1142,165,8113,34233,44191,85250,18203,14353,48556,256268
65,　　401　インターネット附随サービス業,平成25年度,192,932,539,203,706,205,2490,4658,3562,4589,4827,3539,21139,47389
66,　　411　映画・ビデオ制作業（※）,平成25年度,105,137,-,76,634,81,192,3072,3199,4944,1517,1659,2484,17995
67,　　413　新聞業,平成25年度,84,339,109,190,-,351,386,8203,9744,4238,11563,2132,1802,39057
68,　　414　出版業,平成25年度,116,716,201,323,621,411,400,4947,4019,3828,2294,2696,4167,24623
69,　卸売業,平成21年度,5564,15437,2134,6464,16184,56103,117469,737224,229557,89826,36017,28647,38250,1373312
70,　卸売業,平成22年度,5714,8379,2056,5809,5109,47688,74230,738920,315031,109777,57960,30266,52605,1447830
71,　卸売業,平成23年度,5899,4500,1949,18662,3128,12699,53782,700077,374737,121398,80655,35919,51057,1458563
72,　卸売業,平成24年度,5841,2640,613,2334,3414,9909,66445,676381,369528,153257,71153,28331,67729,1451734
73,　卸売業,平成25年度,5741,2424,707,2089,6225,16785,45529,677486,374591,184940,66568,53666,70066,1501076
74,　　511　繊維品卸売業,平成25年度,72,-,-,-,57,101,510,2762,6825,276,297,64,191,11083
75,　　512　衣服・身の回り品卸売業,平成25年度,335,751,210,720,3035,1955,9016,23678,17844,5839,6505,7971,5376,82900
76,　　521　農畜産物・水産物卸売業,平成25年度,467,-,-,115,319,837,7588,61536,9754,2172,567,325,578,83791
77,　　522　食料・飲料卸売業,平成25年度,583,102,-,85,399,854,6832,114475,26647,22518,4255,230,2419,178816
78,　　531　建築材料卸売業,平成25年度,470,53,-,-,66,366,1271,29718,31318,9900,11796,756,1771,87015
79,　　532　化学製品卸売業,平成25年度,346,129,67,-,-,240,828,23438,17156,6955,3281,1311,1348,54753
80,　　533　石油・鉱物卸売業,平成25年度,194,-,-,-,-,-,1538,49975,13721,14406,273,341,2721,82975
81,　　534　鉄鋼製品卸売業,平成25年度,240,-,-,-,-,313,512,23957,11128,9231,1332,351,-,46824
82,　　535　非鉄金属卸売業,平成25年度,64,-,-,-,-,-,-,10071,2611,881,289,-,-,13852
83,　　536　再生資源卸売業,平成25年度,83,-,-,-,-,-,623,6111,2158,1624,91,1079,894,12580
84,　　541　産業機械器具卸売業,平成25年度,475,61,-,-,174,417,513,37429,41891,21602,8949,6713,3930,121679
85,　　542　自動車卸売業,平成25年度,320,-,-,-,-,-,373,26048,36777,11692,2986,3105,3854,84835
86,　　543　電気機械器具卸売業,平成25年度,625,386,213,373,339,515,8464,77307,58262,31487,5358,3769,9129,195602
87,　　549　その他の機械器具卸売業,平成25年度,340,107,-,88,512,175,949,26397,20145,6167,5235,4004,8092,71871
88,　　551　家具・建具・じゅう器等卸売業,平成25年度,143,-,-,-,135,324,560,10876,5018,6655,2176,-,1203,26947
89,　　552　医薬品・化粧品等卸売業,平成25年度,237,835,164,-,644,8262,1166,89156,36948,6621,5347,7037,15392,171572
90,　　553　紙、紙製品卸売業,平成25年度,111,-,-,-,-,102,435,14044,2846,1384,429,293,104,19637
91,　　559　その他の卸売業,平成25年度,636,-,53,708,545,2324,4351,50508,33542,25530,7402,16317,13064,154344
92,　小売業,平成21年度,3475,8322,4762,14677,20834,38412,237553,1343334,633401,247690,97419,84590,50967,2781961
93,　小売業,平成22年度,3488,10034,5295,6349,9350,22141,172704,1259815,690975,297009,109409,54134,124601,2761816
94,　小売業,平成23年度,3636,6500,1924,8519,5592,26780,107286,1097410,961807,439959,101586,88682,138701,2984746
95,　小売業,平成24年度,3639,6083,3843,3625,9763,27917,176952,1311648,753868,451125,118721,113937,148439,3125921
96,　小売業,平成25年度,3570,8482,2318,2791,21777,27039,154613,1383323,770854,402297,128449,126183,113090,3141216
97,　　570　織物・衣服・身の回り品小売業,平成25年度,379,2634,702,1491,10530,3845,16316,82328,54579,43901,13263,34986,64893,329468
98,　　580　飲食料品小売業,平成25年度,888,954,1279,1085,8295,15021,104556,891213,279983,123374,24659,12519,2673,1465611
99,　　591　自動車・自転車小売業,平成25年度,814,430,-,-,-,232,1215,60619,127600,58982,9469,4521,1574,264642
100,　　593　機械器具小売業,平成25年度,216,451,-,-,-,992,6505,47140,59808,16130,2061,5509,950,139546
101,　　602　家具・建具・じゅう器小売業,平成25年度,63,1048,-,-,62,529,-,11324,6719,1682,597,6798,19014,47773
102,　　603　医薬品・化粧品小売業,平成25年度,212,61,-,-,1061,540,1729,32688,92111,73284,28631,3770,5983,239858
103,　　605　燃料小売業,平成25年度,389,-,-,-,636,1176,4512,72250,11890,6865,6892,1742,1122,107085
104,　　609　その他の小売業,平成25年度,493,2611,337,117,631,2407,16945,131344,128927,75454,42274,56220,12569,469836
105,　　610　無店舗小売業,平成25年度,116,293,-,98,562,2297,2835,54417,9237,2625,603,118,4312,77397
106,　クレジットカード業、割賦金融業,平成21年度,66,6015,1012,-,96,2069,198,603,789,848,8002,4567,11565,35764
107,　クレジットカード業、割賦金融業,平成22年度,71,6359,-,-,106,106,334,17338,3761,1706,1183,2420,22102,55415
108,　クレジットカード業、割賦金融業,平成23年度,77,6894,197,-,-,-,-,8276,2018,1486,708,868,33846,54293
109,　クレジットカード業、割賦金融業,平成24年度,85,70,-,-,-,-,-,8369,549,1492,1407,14428,32393,58708
110,　クレジットカード業、割賦金融業,平成25年度,79,-,-,-,-,-,-,-,1205,846,15820,704,35746,54321
111,　物品賃貸業,平成21年度,258,1728,59,310,602,1719,1720,15446,15528,21669,4139,6318,5489,74727
112,　物品賃貸業,平成22年度,275,1281,346,451,389,443,914,10044,14448,22269,11467,3106,9580,74738
113,　物品賃貸業,平成23年度,303,275,-,-,244,976,153,8200,14509,17167,14047,12485,7870,75926
114,　物品賃貸業,平成24年度,297,77,251,194,-,71,455,8884,14919,15422,18187,10897,6699,76056
115,　物品賃貸業,平成25年度,299,82,139,-,79,148,205,8691,13040,19226,15189,9160,14004,79963
116,　　702　産業用機械器具賃貸業（レンタルを含む）,平成25年度,165,-,139,-,-,-,-,3161,5485,8564,8039,6140,9370,40898
117,　　703　事務用機械器具賃貸業（レンタルを含む）,平成25年度,30,-,-,-,-,-,-,829,2017,1894,3193,795,173,8901
118,　　704　自動車賃貸業（レンタルを除く）,平成25年度,59,82,-,-,-,-,205,2969,4739,6902,1601,409,592,17499
119,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成25年度,4,-,-,-,-,-,-,-,-,-,-,109,909,1018
120,　　708　その他の物品賃貸業（レンタルを含む）,平成25年度,41,-,-,-,79,148,-,1732,799,1866,2356,1707,2960,11647
121,　学術研究、専門・技術サービス業,平成21年度,545,2014,1968,1836,3149,3185,9912,64127,49973,43594,15680,9294,11825,216557
122,　学術研究、専門・技術サービス業,平成22年度,597,998,676,728,1507,3486,4766,62342,49327,34429,22762,16063,21662,218746
123,　学術研究、専門・技術サービス業,平成23年度,596,1301,319,470,2071,1503,7190,60126,38862,46338,24671,13759,29110,225720
124,　学術研究、専門・技術サービス業,平成24年度,602,442,169,895,84,1056,17575,40633,62814,32257,27122,18097,40056,241200
125,　学術研究、専門・技術サービス業,平成25年度,596,541,1578,-,790,568,6217,52130,41575,53927,29102,17257,39932,243617
126,　　710　学術・開発研究機関,平成25年度,68,292,218,-,-,60,236,18230,2976,9410,1958,127,7802,41309
127,　　726　デザイン業,平成25年度,9,-,-,-,-,-,-,58,324,523,92,-,305,1302
128,　　728　エンジニアリング業,平成25年度,154,118,-,-,-,127,620,6960,18127,21139,15444,7987,10427,80949
129,　　730　広告業,平成25年度,218,131,-,-,189,277,3586,20731,8529,14608,5704,5739,12840,72334
130,　　743　機械設計業,平成25年度,63,-,1360,-,508,-,343,4523,5460,4053,2375,1785,3466,23873
131,　　744　商品・非破壊検査業,平成25年度,24,-,-,-,93,-,661,503,1348,-,1638,525,716,5484
132,　　745　計量証明業,平成25年度,45,-,-,-,-,104,199,910,479,4100,1727,1094,2320,10933
133,　　746　写真業,平成25年度,15,-,-,-,-,-,572,215,4332,94,164,-,2056,7433
134,　飲食サービス業,平成21年度,600,2062,8578,4315,11928,70358,64545,207343,202379,133967,77779,44363,37544,865161
135,　飲食サービス業,平成22年度,589,2126,422,8309,2270,13156,32811,228237,248159,102718,85472,202608,35591,961879
136,　飲食サービス業,平成23年度,617,2306,1970,2184,5417,12940,34486,205795,238146,235427,102097,26068,57745,924581
137,　飲食サービス業,平成24年度,610,2444,1791,2456,4980,6160,27972,253943,342849,145697,179288,57899,44665,1070144
138,　飲食サービス業,平成25年度,609,4532,602,2257,3976,16480,26606,336392,331160,174114,112867,73819,28985,1111790
139,　　760　一般飲食店,平成25年度,513,4532,602,2183,2371,15036,21271,294940,268874,141551,70266,73661,25072,920359
140,　　770　持ち帰り・配達飲食サービス業,平成25年度,96,-,-,74,1605,1444,5335,41452,62286,32563,42601,158,3913,191431
141,　生活関連サービス業、娯楽業,平成21年度,693,6081,889,1417,7960,2688,7410,49678,60940,24439,25893,15536,34625,237556
142,　生活関連サービス業、娯楽業,平成22年度,713,4102,2382,3007,5231,8873,26000,42561,63918,22671,27256,12610,57228,275839
143,　生活関連サービス業、娯楽業,平成23年度,732,3367,4924,1770,3365,7140,13797,36851,51399,17799,31654,10676,70650,253392
144,　生活関連サービス業、娯楽業,平成24年度,707,3086,209,1687,3582,2449,6808,41635,43071,39394,24597,18384,80274,265176
145,　生活関連サービス業、娯楽業,平成25年度,695,2028,2027,435,4214,4282,4726,40958,50155,50142,21790,20620,84529,285906
146,　　781　洗濯業,平成25年度,146,-,-,-,-,858,1447,12295,21925,12970,5334,2153,6166,63148
147,　　789　その他の洗濯・理容・美容業・浴場業,平成25年度,61,453,113,-,69,670,677,3071,6331,7483,2827,4273,1706,27673
148,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成25年度,137,434,-,63,1052,424,172,6141,4102,7907,3974,5868,20846,50983
149,　　797　写真プリント，現像・焼付業,平成25年度,10,-,-,51,54,-,85,581,540,264,282,-,546,2403
150,　　798　その他の生活関連サービス業,平成25年度,17,-,-,85,-,580,174,443,542,-,162,370,1200,3556
151,　　801　映画館,平成25年度,9,-,-,-,-,-,107,1282,726,1864,-,3640,-,7619
152,　　803　ゴルフ場,平成25年度,230,946,624,166,1062,1450,1034,5191,12546,3183,2684,1368,17644,47898
153,　　804　スポーツ施設提供業（注）,平成25年度,45,123,-,-,1977,110,631,10494,3032,15069,3470,2740,4210,41856
154,　　805　公園、遊園地・テーマパーク,平成25年度,32,72,1215,-,-,190,279,893,411,1218,2817,208,32138,39441
155,　　806　ボウリング場,平成25年度,8,-,75,70,-,-,120,567,-,184,240,-,73,1329
156,　個人教授所,平成21年度,10,-,-,-,358,482,2066,1247,70,5003,-,687,-,9913
157,　個人教授所,平成22年度,13,337,-,-,-,377,1639,2003,154,4816,711,-,473,10510
158,　個人教授所,平成23年度,14,318,-,-,-,-,2643,1375,149,-,5933,-,480,10898
159,　個人教授所,平成24年度,16,-,-,320,-,-,-,2483,1338,54,759,4992,-,9946
160,　個人教授所,平成25年度,17,95,-,-,309,121,1024,3678,379,1074,764,5001,574,13019
161,　サービス業（その他のサービス業を除く）,平成21年度,1193,5227,3202,3866,9165,12353,51760,205877,192492,159415,67797,31177,62313,804644
162,　サービス業（その他のサービス業を除く）,平成22年度,1387,2709,1076,1484,2272,7505,33270,258502,251538,182489,73434,23748,57040,895067
163,　サービス業（その他のサービス業を除く）,平成23年度,1533,2141,1019,373,7608,10185,35653,311343,282083,202049,93855,64401,67229,1077939
164,　サービス業（その他のサービス業を除く）,平成24年度,1512,2634,297,1808,2705,10267,36677,292376,285743,233469,67146,47231,90199,1070552
165,　サービス業（その他のサービス業を除く）,平成25年度,1477,2832,871,205,5306,34764,50058,311100,273532,247587,68864,57732,87100,1139951
166,　　880　廃棄物処理業,平成25年度,228,615,-,62,-,275,613,3799,4975,7912,5625,4711,11967,40554
167,　　900　機械等修理業,平成25年度,269,829,-,-,1728,187,8204,13560,31212,18733,11446,11980,17221,115100
168,　　911　職業紹介業,平成25年度,12,-,-,-,195,2420,-,-,105,-,273,323,2955,6271
169,　　912　労働者派遣業,平成25年度,396,463,461,87,519,6453,13594,150039,162543,173055,24646,18612,10643,561115
170,　　927　ディスプレイ業,平成25年度,29,-,-,-,-,55,61,1187,1716,932,852,491,190,5484
171,　　928　テレマーケティング業,平成25年度,49,103,-,-,369,22391,1849,49250,11850,6775,2205,349,21300,116441
172,　　929　その他の事業サービス業,平成25年度,494,822,410,56,2495,2983,25737,93265,61131,40180,23817,21266,22824,294986
173,サービス業（その他のサービス業）,平成21年度,477,4004,671,844,8211,16428,11819,69136,46825,29796,21935,22164,41471,273304
174,サービス業（その他のサービス業）,平成22年度,498,1505,-,1424,2125,8694,31439,60509,60131,32744,14328,22944,61737,297580
175,サービス業（その他のサービス業）,平成23年度,503,976,157,773,1992,4070,29184,61831,58240,36252,17547,18353,70477,299852
176,サービス業（その他のサービス業）,平成24年度,512,1022,148,441,1789,2420,11234,77749,90471,39868,18968,29353,60549,334012
177,サービス業（その他のサービス業）,平成25年度,497,691,93,157,1466,1322,8711,71603,86822,57755,13728,23181,66650,332179
178,その他の産業,平成21年度,748,2089,1747,743,1509,9101,14537,97835,52475,65669,16666,29705,53616,345692
179,その他の産業,平成22年度,740,1760,958,801,2124,3454,27182,95232,69973,72890,12350,17587,42494,346805
180,その他の産業,平成23年度,768,2169,545,622,1601,4379,20797,90694,87603,41180,26430,9559,40737,326316
181,その他の産業,平成24年度,924,2101,843,639,3156,3256,30481,74830,81563,56356,29621,11826,54878,349550
182,その他の産業,平成25年度,932,946,1702,1126,1537,3099,20068,57488,77676,69177,28702,34060,49616,345197
