,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
25,　　090　食料品製造業,平成24年度,1509,1766,555,5026,5300,12849,43645,197413,169962,64258,32796,21357,26519,581446
26,　　100　飲料・たばこ・飼料製造業,平成24年度,202,277,-,356,1019,736,2346,20399,14647,16090,4550,1203,20495,82118
27,　　110　繊維工業,平成24年度,493,2136,1186,922,1185,1689,5569,25077,19248,25145,5443,4647,4043,96290
28,　　120　木材・木製品製造業（家具を除く）,平成24年度,143,131,-,254,95,596,1371,9091,5863,5523,2301,1202,1078,27505
29,　　130　家具・装備品製造業,平成24年度,124,755,143,161,267,716,697,8233,12774,1182,676,1383,3931,30918
30,　　140　パルプ・紙・紙加工品製造業,平成24年度,393,116,306,211,438,1266,8611,31827,20481,21927,8662,2197,3787,99829
31,　　150　印刷・同関連業,平成24年度,584,393,407,357,3486,1630,6051,42595,51073,17420,11035,4297,6229,144973
32,　　160　化学工業,平成24年度,947,1831,845,1650,1237,4535,6295,59098,71636,43393,57593,49993,200830,498936
33,　　170　石油製品・石炭製品製造業,平成24年度,56,61,-,-,-,-,4721,12151,1411,1617,1899,592,922,23374
34,　　180　プラスチック製品製造業,平成24年度,798,1192,1370,1548,2109,4685,8926,49233,44819,29677,18740,11588,17604,191491
35,　　190　ゴム製品製造業,平成24年度,152,-,-,156,276,386,1937,8857,8013,13573,7839,2767,27523,71327
36,　　200　なめし革・同製品・毛皮製造業,平成24年度,21,56,-,-,86,64,-,798,466,367,542,-,391,2770
37,　　210　窯業・土石製品製造業,平成24年度,452,3165,454,665,3071,3606,11935,19206,12055,14731,13675,12660,6041,101264
38,　　220　鉄鋼業,平成24年度,449,2917,932,1960,1136,16782,57002,34229,30307,13400,7976,4416,2599,173656
39,　　230　非鉄金属製造業,平成24年度,375,1905,408,1604,5170,5021,7164,35019,28380,17391,8507,8891,13850,133310
40,　　240　金属製品製造業,平成24年度,1077,2005,702,1980,4551,3443,6492,48316,41868,72455,23199,13937,31155,250103
41,　　250　はん用機械器具製造業,平成24年度,538,762,142,409,1058,2149,2346,18050,35600,58572,17806,14523,39392,190809
42,　　260　生産用機械器具製造業,平成24年度,1030,7611,2622,2138,6215,6365,10687,41361,41609,40104,38718,29799,51018,278247
43,　　270　業務用機械器具製造業,平成24年度,463,1921,508,520,916,1524,5961,20605,68278,26099,13230,28957,48772,217291
44,　　280　電子部品・デバイス・電子回路製造業,平成24年度,714,35722,4655,5777,21034,11994,51227,48127,42980,48077,18640,32966,87968,409167
45,　　290　電気機械器具製造業,平成24年度,771,17579,668,1923,8558,9029,5280,50007,156392,54163,38599,13580,21760,377538
46,　　300　情報通信機械器具製造業,平成24年度,285,2986,883,3520,22527,2970,9300,43801,99435,27532,11417,3983,11427,239781
47,　　310　輸送用機械器具製造業,平成24年度,1265,2597,225,2376,6917,8267,12375,151198,222831,247638,97749,178309,44476,974958
48,　　320　その他の製造業,平成24年度,362,1171,333,207,243,731,2916,18620,27755,19268,7081,7353,12512,98190
49,　電気・ガス業,平成20年度,119,509,52,7233,59,14201,73378,12994,40578,22296,5503,364,1093,178260
50,　電気・ガス業,平成21年度,122,481,52,156,142,747,75,18263,65065,33516,57184,631,2098,178410
51,　電気・ガス業,平成22年度,127,202,292,60,291,771,857,12702,19325,95991,20657,28092,1372,180612
52,　電気・ガス業,平成23年度,130,48822,-,39195,379,24776,10666,15755,26352,10379,3044,1997,764,182129
53,　電気・ガス業,平成24年度,130,45450,55,37556,94,41954,5317,9321,13642,14421,11698,1600,516,181624
54,　　331　電気業,平成24年度,41,45450,-,37556,-,41777,5126,5553,3175,3240,1039,966,516,144398
55,　　341　ガス業,平成24年度,89,-,55,-,94,177,191,3768,10467,11181,10659,634,-,37226
56,　情報通信業,平成20年度,2177,8909,1930,3480,4580,10856,31646,152058,130636,161066,107208,57896,111696,781961
57,　情報通信業,平成21年度,2204,10055,3163,6734,4539,21524,44499,150260,170428,150150,100594,52250,121352,835548
58,　情報通信業,平成22年度,2217,5878,1493,1412,5164,12933,49094,141190,199745,155661,114499,42536,115030,844635
59,　情報通信業,平成23年度,2453,9137,1496,3626,3192,9716,31346,175237,166500,194532,79947,75785,129059,879573
60,　情報通信業,平成24年度,2467,7087,1256,2943,8023,4891,15693,132964,211876,183779,138351,80364,125766,912993
61,　　391　ソフトウェア業,平成24年度,1427,2781,873,1730,6225,2597,6088,79200,102632,106001,88447,36009,61404,493987
62,　　392　情報処理・提供サービス業,平成24年度,548,2169,150,613,523,766,4402,37012,83480,54286,37912,33401,39703,294417
63,　　401　インターネット附随サービス業,平成24年度,175,1247,123,438,390,638,713,2581,4979,4475,4654,3603,17278,41119
64,　　411　映画・ビデオ制作業（※）,平成24年度,105,222,-,-,-,151,339,2017,4076,4478,2117,737,2832,16969
65,　　413　新聞業,平成24年度,87,455,-,94,187,-,2750,5767,13421,10345,2390,4231,622,40262
66,　　414　出版業,平成24年度,125,213,110,68,698,739,1401,6387,3288,4194,2831,2383,3927,26239
67,　卸売業,平成20年度,5728,6581,7404,5086,12921,39445,121736,742080,251497,96733,42630,26061,36156,1388330
68,　卸売業,平成21年度,5564,15437,2134,6464,16184,56103,117469,737224,229557,89826,36017,28647,38250,1373312
69,　卸売業,平成22年度,5714,8379,2056,5809,5109,47688,74230,738920,315031,109777,57960,30266,52605,1447830
70,　卸売業,平成23年度,5899,4500,1949,18662,3128,12699,53782,700077,374737,121398,80655,35919,51057,1458563
71,　卸売業,平成24年度,5841,2640,613,2334,3414,9909,66445,676381,369528,153257,71153,28331,67729,1451734
72,　　511　繊維品卸売業,平成24年度,78,-,-,-,86,69,266,4554,5651,531,180,226,131,11694
73,　　512　衣服・身の回り品卸売業,平成24年度,347,704,325,512,822,1746,5689,21666,17562,13608,10542,3485,7261,83922
74,　　521　農畜産物・水産物卸売業,平成24年度,479,50,-,66,123,538,7049,60805,9687,2068,986,320,884,82576
75,　　522　食料・飲料卸売業,平成24年度,600,-,56,192,66,2662,9305,107618,27942,18008,12178,905,2232,181164
76,　　531　建築材料卸売業,平成24年度,472,-,-,-,120,155,2384,34131,20518,17993,3866,95,1916,81178
77,　　532　化学製品卸売業,平成24年度,345,258,-,-,-,650,1448,27979,13967,5187,2058,2080,1346,54973
78,　　533　石油・鉱物卸売業,平成24年度,195,-,-,-,-,105,499,40124,27751,3588,521,66,1129,73783
79,　　534　鉄鋼製品卸売業,平成24年度,245,-,-,-,131,487,1630,25251,17126,1275,417,166,63,46546
80,　　535　非鉄金属卸売業,平成24年度,71,-,-,-,-,-,181,11557,2484,1486,360,-,-,16068
81,　　536　再生資源卸売業,平成24年度,92,-,64,126,129,777,1648,5947,2357,800,724,612,518,13702
82,　　541　産業機械器具卸売業,平成24年度,492,-,-,298,95,-,3318,27054,47134,12609,8144,2325,3769,104746
83,　　542　自動車卸売業,平成24年度,309,132,-,309,-,-,1171,20091,38086,11789,3238,1431,3266,79513
84,　　543　電気機械器具卸売業,平成24年度,635,527,-,320,216,788,5883,81911,65460,21941,7356,3119,5553,193074
85,　　549　その他の機械器具卸売業,平成24年度,351,150,-,-,294,613,2560,25159,16865,6092,4300,2994,8428,67455
86,　　551　家具・建具・じゅう器等卸売業,平成24年度,160,75,67,-,-,392,837,10233,6967,5377,2323,603,790,27664
87,　　552　医薬品・化粧品等卸売業,平成24年度,246,527,50,431,739,443,17357,104792,13482,7042,6919,3088,15227,170097
88,　　553　紙、紙製品卸売業,平成24年度,109,50,-,-,-,150,194,15535,1257,1483,579,126,243,19617
89,　　559　その他の卸売業,平成24年度,615,167,51,80,593,334,5026,51974,35232,22380,6462,6690,14973,143962
90,　小売業,平成20年度,3522,6993,5014,6354,16826,70201,247443,1182241,810988,209135,105424,39677,76494,2776790
91,　小売業,平成21年度,3475,8322,4762,14677,20834,38412,237553,1343334,633401,247690,97419,84590,50967,2781961
92,　小売業,平成22年度,3488,10034,5295,6349,9350,22141,172704,1259815,690975,297009,109409,54134,124601,2761816
93,　小売業,平成23年度,3636,6500,1924,8519,5592,26780,107286,1097410,961807,439959,101586,88682,138701,2984746
94,　小売業,平成24年度,3639,6083,3843,3625,9763,27917,176952,1311648,753868,451125,118721,113937,148439,3125921
95,　　570　織物・衣服・身の回り品小売業,平成24年度,391,3593,1117,134,3469,7572,7383,85278,65252,54609,16903,39155,105376,389841
96,　　580　飲食料品小売業,平成24年度,911,1109,1160,-,2997,13350,122475,803411,324765,120955,21813,10543,3331,1425909
97,　　591　自動車・自転車小売業,平成24年度,823,-,-,-,656,844,2963,75001,125732,44854,7813,1650,3418,262931
98,　　593　機械器具小売業,平成24年度,211,51,-,90,369,1000,4773,67459,44238,9433,8236,557,1380,137586
99,　　602　家具・建具・じゅう器小売業,平成24年度,57,-,-,-,262,262,866,12042,5034,3144,298,6406,14990,43304
100,　　603　医薬品・化粧品小売業,平成24年度,226,-,61,55,88,257,3277,29796,45076,101299,28006,2562,4628,215105
101,　　605　燃料小売業,平成24年度,407,-,-,51,-,230,6127,78645,17693,5970,7219,1165,1087,118187
102,　　609　その他の小売業,平成24年度,505,830,1505,2877,1824,3866,17713,114167,119043,107683,27475,50546,9578,457107
103,　　610　無店舗小売業,平成24年度,108,500,-,418,98,536,11375,45849,7035,3178,958,1353,4651,75951
104,　クレジットカード業、割賦金融業,平成20年度,69,854,387,63,54,331,3821,5719,6375,10273,2676,357,11531,42441
105,　クレジットカード業、割賦金融業,平成21年度,66,6015,1012,-,96,2069,198,603,789,848,8002,4567,11565,35764
106,　クレジットカード業、割賦金融業,平成22年度,71,6359,-,-,106,106,334,17338,3761,1706,1183,2420,22102,55415
107,　クレジットカード業、割賦金融業,平成23年度,77,6894,197,-,-,-,-,8276,2018,1486,708,868,33846,54293
108,　クレジットカード業、割賦金融業,平成24年度,85,70,-,-,-,-,-,8369,549,1492,1407,14428,32393,58708
109,　物品賃貸業,平成20年度,277,1622,1495,-,1282,2194,2956,23397,13071,21112,5662,3495,9808,86094
110,　物品賃貸業,平成21年度,258,1728,59,310,602,1719,1720,15446,15528,21669,4139,6318,5489,74727
111,　物品賃貸業,平成22年度,275,1281,346,451,389,443,914,10044,14448,22269,11467,3106,9580,74738
112,　物品賃貸業,平成23年度,303,275,-,-,244,976,153,8200,14509,17167,14047,12485,7870,75926
113,　物品賃貸業,平成24年度,297,77,251,194,-,71,455,8884,14919,15422,18187,10897,6699,76056
114,　　702　産業用機械器具賃貸業（レンタルを含む）,平成24年度,162,-,152,194,-,-,51,4157,4624,7982,9417,7467,4754,38798
115,　　703　事務用機械器具賃貸業（レンタルを含む）,平成24年度,34,-,-,-,-,-,223,971,2609,2272,2779,1095,690,10639
116,　　704　自動車賃貸業（レンタルを除く）,平成24年度,52,-,-,-,-,-,181,2653,5281,3731,3335,660,471,16312
117,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成24年度,5,-,-,-,-,-,-,71,74,153,477,68,-,843
118,　　708　その他の物品賃貸業（レンタルを含む）,平成24年度,44,77,99,-,-,71,-,1032,2331,1284,2179,1607,784,9464
119,　学術研究、専門・技術サービス業,平成20年度,520,681,248,492,679,2715,12466,51439,35527,39230,17176,9358,13730,183741
120,　学術研究、専門・技術サービス業,平成21年度,545,2014,1968,1836,3149,3185,9912,64127,49973,43594,15680,9294,11825,216557
121,　学術研究、専門・技術サービス業,平成22年度,597,998,676,728,1507,3486,4766,62342,49327,34429,22762,16063,21662,218746
122,　学術研究、専門・技術サービス業,平成23年度,596,1301,319,470,2071,1503,7190,60126,38862,46338,24671,13759,29110,225720
123,　学術研究、専門・技術サービス業,平成24年度,602,442,169,895,84,1056,17575,40633,62814,32257,27122,18097,40056,241200
124,　　710　学術・開発研究機関,平成24年度,73,374,64,247,-,61,14098,4818,11323,4240,1865,922,7846,45858
125,　　726　デザイン業,平成24年度,11,-,-,-,-,-,-,-,576,346,274,-,303,1499
126,　　728　エンジニアリング業,平成24年度,152,68,-,441,-,534,1246,8055,20831,17444,14640,5883,10506,79648
127,　　730　広告業,平成24年度,213,-,-,76,-,145,1430,23129,17365,5037,3997,1384,16471,69034
128,　　743　機械設計業,平成24年度,63,-,-,-,-,126,456,2074,8696,3489,3190,5175,724,23930
129,　　744　商品・非破壊検査業,平成24年度,30,-,-,-,84,-,-,632,2310,949,434,848,901,6158
130,　　745　計量証明業,平成24年度,46,-,105,131,-,-,76,1297,1517,752,2486,484,2384,9232
131,　　746　写真業,平成24年度,14,-,-,-,-,190,269,628,196,-,236,3401,921,5841
132,　飲食サービス業,平成20年度,601,3093,701,1405,4414,99696,52915,244975,200335,169473,37213,18819,28386,861425
133,　飲食サービス業,平成21年度,600,2062,8578,4315,11928,70358,64545,207343,202379,133967,77779,44363,37544,865161
134,　飲食サービス業,平成22年度,589,2126,422,8309,2270,13156,32811,228237,248159,102718,85472,202608,35591,961879
135,　飲食サービス業,平成23年度,617,2306,1970,2184,5417,12940,34486,205795,238146,235427,102097,26068,57745,924581
136,　飲食サービス業,平成24年度,610,2444,1791,2456,4980,6160,27972,253943,342849,145697,179288,57899,44665,1070144
137,　　760　一般飲食店,平成24年度,517,2444,1791,2059,1098,5580,20673,229061,257629,120171,137397,53530,44510,875943
138,　　770　持ち帰り・配達飲食サービス業,平成24年度,93,-,-,397,3882,580,7299,24882,85220,25526,41891,4369,155,194201
139,　生活関連サービス業、娯楽業,平成20年度,699,5658,1669,1431,5834,3236,20731,47184,35461,19482,18962,16362,34472,210482
140,　生活関連サービス業、娯楽業,平成21年度,693,6081,889,1417,7960,2688,7410,49678,60940,24439,25893,15536,34625,237556
141,　生活関連サービス業、娯楽業,平成22年度,713,4102,2382,3007,5231,8873,26000,42561,63918,22671,27256,12610,57228,275839
142,　生活関連サービス業、娯楽業,平成23年度,732,3367,4924,1770,3365,7140,13797,36851,51399,17799,31654,10676,70650,253392
143,　生活関連サービス業、娯楽業,平成24年度,707,3086,209,1687,3582,2449,6808,41635,43071,39394,24597,18384,80274,265176
144,　　781　洗濯業,平成24年度,152,-,-,535,544,643,2228,12384,19975,5696,8462,3739,7182,61388
145,　　789　その他の洗濯・理容・美容業・浴場業,平成24年度,62,608,-,157,709,-,-,1459,9050,6757,1020,3614,3560,26934
146,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成24年度,136,471,-,92,121,-,691,6832,2753,7236,3860,4627,19488,46171
147,　　797　写真現像・焼付業,平成24年度,10,-,-,-,-,-,187,1340,474,163,285,-,659,3108
148,　　798　その他の生活関連サービス業,平成24年度,17,-,-,-,-,-,-,626,298,518,97,96,1744,3379
149,　　801　映画館,平成24年度,9,-,-,81,-,-,653,98,998,2201,-,3618,-,7649
150,　　803　ゴルフ場,平成24年度,236,1410,71,822,1118,1507,1377,14061,4731,3426,2242,1829,11833,44427
151,　　804　スポーツ施設提供業（注）,平成24年度,47,117,-,-,535,-,820,3333,4476,11619,7803,488,5497,34688
152,　　805　公園、遊園地・テーマパーク,平成24年度,30,480,-,-,-,165,852,1149,316,1778,828,290,30249,36107
153,　　806　ボウリング場,平成24年度,8,-,138,-,555,134,-,353,-,-,-,83,62,1325
154,　個人教授所,平成20年度,13,-,-,1762,-,-,-,2142,-,1869,6061,148,-,11982
155,　個人教授所,平成21年度,10,-,-,-,358,482,2066,1247,70,5003,-,687,-,9913
156,　個人教授所,平成22年度,13,337,-,-,-,377,1639,2003,154,4816,711,-,473,10510
157,　個人教授所,平成23年度,14,318,-,-,-,-,2643,1375,149,-,5933,-,480,10898
158,　個人教授所,平成24年度,16,-,-,320,-,-,-,2483,1338,54,759,4992,-,9946
159,　サービス業（その他のサービス業を除く）,平成20年度,1088,4517,880,2148,2637,5678,19543,243272,206771,120424,42933,45821,61649,756273
160,　サービス業（その他のサービス業を除く）,平成21年度,1193,5227,3202,3866,9165,12353,51760,205877,192492,159415,67797,31177,62313,804644
161,　サービス業（その他のサービス業を除く）,平成22年度,1387,2709,1076,1484,2272,7505,33270,258502,251538,182489,73434,23748,57040,895067
162,　サービス業（その他のサービス業を除く）,平成23年度,1533,2141,1019,373,7608,10185,35653,311343,282083,202049,93855,64401,67229,1077939
163,　サービス業（その他のサービス業を除く）,平成24年度,1512,2634,297,1808,2705,10267,36677,292376,285743,233469,67146,47231,90199,1070552
164,　　880　廃棄物処理業,平成24年度,214,532,57,-,265,264,245,4588,8591,5294,3037,4455,10209,37537
165,　　900　機械等修理業,平成24年度,282,198,100,374,446,1432,2246,18392,38968,25211,8587,5873,15171,116998
166,　　911　職業紹介業,平成24年度,12,-,-,-,-,240,-,329,804,166,-,-,2400,3939
167,　　912　労働者派遣業,平成24年度,420,407,60,1039,1600,4618,15564,151856,130960,146815,29498,11602,6291,500310
168,　　927　ディスプレイ業,平成24年度,27,-,-,-,-,-,79,865,1648,822,846,319,344,4923
169,　　928　テレマーケティング業,平成24年度,46,187,-,101,-,240,4657,33897,38528,8059,3365,1910,35929,126873
170,　　929　その他の事業サービス業,平成24年度,511,1310,80,294,394,3473,13886,82449,66244,47102,21813,23072,19855,279972
171,サービス業（その他のサービス業）,平成20年度,432,2064,4888,2308,1354,18827,11732,49032,44066,35593,16509,12896,52872,252141
172,サービス業（その他のサービス業）,平成21年度,477,4004,671,844,8211,16428,11819,69136,46825,29796,21935,22164,41471,273304
173,サービス業（その他のサービス業）,平成22年度,498,1505,-,1424,2125,8694,31439,60509,60131,32744,14328,22944,61737,297580
174,サービス業（その他のサービス業）,平成23年度,503,976,157,773,1992,4070,29184,61831,58240,36252,17547,18353,70477,299852
175,サービス業（その他のサービス業）,平成24年度,512,1022,148,441,1789,2420,11234,77749,90471,39868,18968,29353,60549,334012
176,その他の産業,平成20年度,679,6724,391,997,1863,7449,24499,94721,46688,33460,30382,8775,40687,296636
177,その他の産業,平成21年度,748,2089,1747,743,1509,9101,14537,97835,52475,65669,16666,29705,53616,345692
178,その他の産業,平成22年度,740,1760,958,801,2124,3454,27182,95232,69973,72890,12350,17587,42494,346805
179,その他の産業,平成23年度,768,2169,545,622,1601,4379,20797,90694,87603,41180,26430,9559,40737,326316
180,その他の産業,平成24年度,924,2101,843,639,3156,3256,30481,74830,81563,56356,29621,11826,54878,349550
