,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
37,　　210　窯業・土石製品製造業,平成23年度,441,1830,743,2676,2216,2466,6682,21683,17741,14414,9237,8166,9909,97763
38,　　220　鉄鋼業,平成23年度,446,1265,1090,2296,2188,2853,35501,49032,21521,18161,25426,3824,6686,169843
39,　　230　非鉄金属製造業,平成23年度,376,1300,588,374,1269,4439,12702,26295,47565,16310,5308,3080,11395,130625
40,　　240　金属製品製造業,平成23年度,1068,2020,2318,812,3186,5187,10582,78305,44671,26115,21581,13810,22065,230652
41,　　250　はん用機械器具製造業,平成23年度,548,513,416,294,365,2066,1599,63636,24560,25674,26084,11419,40965,197591
42,　　260　生産用機械器具製造業,平成23年度,1012,5676,1208,1693,7987,3636,9839,38830,58112,42833,34494,13552,51399,269259
43,　　270　業務用機械器具製造業,平成23年度,473,1689,7502,293,4140,2077,16894,32631,25875,34903,30299,17187,77483,250973
44,　　280　電子部品・デバイス・電子回路製造業,平成23年度,742,12698,5564,13050,27488,52149,35328,60035,47076,25228,29553,15055,68814,392038
45,　　290　電気機械器具製造業,平成23年度,800,7974,1381,12442,1724,11685,7475,116074,54152,90116,35106,8418,19581,366128
46,　　300　情報通信機械器具製造業,平成23年度,295,1864,616,705,1071,35476,7608,55053,111727,17785,7914,2380,6200,248399
47,　　310　輸送用機械器具製造業,平成23年度,1270,1687,1236,5049,2934,28308,60818,285190,194017,209117,97420,33533,35442,954751
48,　　320　その他の製造業,平成23年度,381,3350,167,568,1037,2244,1661,27466,17663,19079,13211,4055,12999,103500
49,　電気・ガス業,平成19年度,125,201,182,205,644,265,38801,28357,15908,83176,7207,59,1240,176245
50,　電気・ガス業,平成20年度,119,509,52,7233,59,14201,73378,12994,40578,22296,5503,364,1093,178260
51,　電気・ガス業,平成21年度,122,481,52,156,142,747,75,18263,65065,33516,57184,631,2098,178410
52,　電気・ガス業,平成22年度,127,202,292,60,291,771,857,12702,19325,95991,20657,28092,1372,180612
53,　電気・ガス業,平成23年度,130,48822,-,39195,379,24776,10666,15755,26352,10379,3044,1997,764,182129
54,　　331　電気業,平成23年度,41,48768,-,39064,-,24533,9974,12036,930,6559,1801,801,493,144959
55,　　341　ガス業,平成23年度,89,54,-,131,379,243,692,3719,25422,3820,1243,1196,271,37170
56,　情報通信業,平成19年度,2069,5332,1376,1913,2696,7805,11516,110822,148678,143983,129363,84077,128992,776553
57,　情報通信業,平成20年度,2177,8909,1930,3480,4580,10856,31646,152058,130636,161066,107208,57896,111696,781961
58,　情報通信業,平成21年度,2204,10055,3163,6734,4539,21524,44499,150260,170428,150150,100594,52250,121352,835548
59,　情報通信業,平成22年度,2217,5878,1493,1412,5164,12933,49094,141190,199745,155661,114499,42536,115030,844635
60,　情報通信業,平成23年度,2453,9137,1496,3626,3192,9716,31346,175237,166500,194532,79947,75785,129059,879573
61,　　391　ソフトウェア業,平成23年度,1431,4555,630,1735,1884,5111,20217,103361,94027,99045,44305,43663,65076,483609
62,　　392　情報処理・提供サービス業,平成23年度,555,2414,273,1127,816,2863,8750,46671,47610,76241,23460,22755,34227,267207
63,　　401　インターネット附随サービス業,平成23年度,146,1363,339,55,133,149,1066,4003,3961,5734,1588,4231,15873,38495
64,　　411　映画・ビデオ制作業（※）,平成23年度,102,-,173,-,129,215,70,2644,5176,2540,1190,1106,2829,16072
65,　　413　新聞業,平成23年度,87,378,-,-,128,626,638,13184,11274,5896,6293,1698,1309,41424
66,　　414　出版業,平成23年度,132,427,81,709,102,752,605,5374,4452,5076,3111,2332,9745,32766
67,　卸売業,平成19年度,5780,4947,1940,2869,11875,19610,67102,690164,352861,148614,59310,24308,55785,1439385
68,　卸売業,平成20年度,5728,6581,7404,5086,12921,39445,121736,742080,251497,96733,42630,26061,36156,1388330
69,　卸売業,平成21年度,5564,15437,2134,6464,16184,56103,117469,737224,229557,89826,36017,28647,38250,1373312
70,　卸売業,平成22年度,5714,8379,2056,5809,5109,47688,74230,738920,315031,109777,57960,30266,52605,1447830
71,　卸売業,平成23年度,5899,4500,1949,18662,3128,12699,53782,700077,374737,121398,80655,35919,51057,1458563
72,　　511　繊維品卸売業,平成23年度,71,-,-,106,176,70,395,3739,4629,1046,258,69,125,10613
73,　　512　衣服・身の回り品卸売業,平成23年度,364,1058,193,623,951,2375,4225,27692,21869,9222,13431,3952,5673,91264
74,　　521　農畜産物・水産物卸売業,平成23年度,493,140,-,233,324,1544,5110,59865,11637,1571,938,497,509,82368
75,　　522　食料・飲料卸売業,平成23年度,607,213,282,67,120,662,8192,109037,27025,10181,12575,2726,1802,172882
76,　　531　建築材料卸売業,平成23年度,473,76,-,136,67,688,1874,52350,30138,7917,1435,894,1184,96759
77,　　532　化学製品卸売業,平成23年度,345,139,-,-,112,118,751,27362,14235,6930,2994,1775,831,55247
78,　　533　石油・鉱物卸売業,平成23年度,198,-,-,76,-,100,564,32460,31667,8624,465,68,706,74730
79,　　534　鉄鋼製品卸売業,平成23年度,256,-,-,-,53,79,1421,28023,15122,1659,527,50,-,46934
80,　　535　非鉄金属卸売業,平成23年度,73,-,-,-,-,-,124,15146,2682,271,92,-,277,18592
81,　　536　再生資源卸売業,平成23年度,84,70,-,-,-,99,657,7044,2301,989,708,210,623,12701
82,　　541　産業機械器具卸売業,平成23年度,479,107,-,-,167,591,917,31761,49010,8438,4008,1960,3213,100172
83,　　542　自動車卸売業,平成23年度,323,56,-,-,-,343,455,19665,32077,11364,8862,836,3134,76792
84,　　543　電気機械器具卸売業,平成23年度,640,763,121,16402,-,3289,9480,77844,52080,17034,11578,7303,3488,199382
85,　　549　その他の機械器具卸売業,平成23年度,354,519,94,238,56,654,2431,25334,17022,6065,3420,3439,8748,68020
86,　　551　家具・建具・じゅう器等卸売業,平成23年度,156,237,78,392,-,134,1446,9133,8028,2221,2937,-,1146,25752
87,　　552　医薬品・化粧品等卸売業,平成23年度,260,873,811,205,361,411,11870,108562,16993,7621,6375,5869,8065,168016
88,　　553　紙、紙製品卸売業,平成23年度,105,57,-,-,-,255,808,13905,1061,917,1205,166,260,18634
89,　　559　その他の卸売業,平成23年度,618,192,370,184,741,1287,3062,51155,37161,19328,8847,6105,11273,139705
90,　小売業,平成19年度,3548,5342,5828,8441,135023,42382,143964,1102646,679884,293970,108367,36299,72997,2635143
91,　小売業,平成20年度,3522,6993,5014,6354,16826,70201,247443,1182241,810988,209135,105424,39677,76494,2776790
92,　小売業,平成21年度,3475,8322,4762,14677,20834,38412,237553,1343334,633401,247690,97419,84590,50967,2781961
93,　小売業,平成22年度,3488,10034,5295,6349,9350,22141,172704,1259815,690975,297009,109409,54134,124601,2761816
94,　小売業,平成23年度,3636,6500,1924,8519,5592,26780,107286,1097410,961807,439959,101586,88682,138701,2984746
95,　　570　織物・衣服・身の回り品小売業,平成23年度,382,2946,612,3508,1337,4549,15614,101154,49945,34736,19493,30415,66684,330993
96,　　580　飲食料品小売業,平成23年度,919,188,-,3016,1590,8100,60386,614810,566069,130282,27205,9944,2766,1424356
97,　　591　自動車・自転車小売業,平成23年度,812,-,-,129,-,984,2985,83782,115741,44226,5657,457,4116,258077
98,　　593　機械器具小売業,平成23年度,213,353,-,70,96,726,1593,57497,29409,27690,9514,3098,1816,131862
99,　　602　家具・建具・じゅう器小売業,平成23年度,67,51,-,-,268,562,-,6381,20401,5388,134,-,21127,54312
100,　　603　医薬品・化粧品小売業,平成23年度,228,417,-,193,-,578,1731,27262,48956,94777,20626,4459,4816,203815
101,　　605　燃料小売業,平成23年度,409,53,89,-,-,750,3276,68780,16998,8410,3590,1919,1094,104959
102,　　609　その他の小売業,平成23年度,513,1980,1223,1543,1836,10531,19187,104419,104978,89264,14275,37792,32385,419413
103,　　610　無店舗小売業,平成23年度,93,512,-,60,465,-,2514,33325,9310,5186,1092,598,3897,56959
104,　クレジットカード業、割賦金融業,平成19年度,70,6580,133,3165,-,-,1275,896,3097,17483,1034,3048,8187,44898
105,　クレジットカード業、割賦金融業,平成20年度,69,854,387,63,54,331,3821,5719,6375,10273,2676,357,11531,42441
106,　クレジットカード業、割賦金融業,平成21年度,66,6015,1012,-,96,2069,198,603,789,848,8002,4567,11565,35764
107,　クレジットカード業、割賦金融業,平成22年度,71,6359,-,-,106,106,334,17338,3761,1706,1183,2420,22102,55415
108,　クレジットカード業、割賦金融業,平成23年度,77,6894,197,-,-,-,-,8276,2018,1486,708,868,33846,54293
109,　物品賃貸業,平成19年度,262,2172,-,177,254,3828,1317,14041,14835,17063,4177,3874,12062,73800
110,　物品賃貸業,平成20年度,277,1622,1495,-,1282,2194,2956,23397,13071,21112,5662,3495,9808,86094
111,　物品賃貸業,平成21年度,258,1728,59,310,602,1719,1720,15446,15528,21669,4139,6318,5489,74727
112,　物品賃貸業,平成22年度,275,1281,346,451,389,443,914,10044,14448,22269,11467,3106,9580,74738
113,　物品賃貸業,平成23年度,303,275,-,-,244,976,153,8200,14509,17167,14047,12485,7870,75926
114,　　702　産業用機械器具賃貸業（レンタルを含む）,平成23年度,168,65,-,-,113,976,66,4179,8191,6203,8626,7558,4918,40895
115,　　703　事務用機械器具賃貸業（レンタルを含む）,平成23年度,27,-,-,-,-,-,-,477,1634,3165,1400,179,696,7551
116,　　704　自動車賃貸業（レンタルを除く）,平成23年度,57,-,-,-,131,-,-,2372,2108,6877,1802,3398,1136,17824
117,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成23年度,4,-,-,-,-,-,-,-,81,72,503,-,87,743
118,　　708　その他の物品賃貸業（レンタルを含む）,平成23年度,47,210,-,-,-,-,87,1172,2495,850,1716,1350,1033,8913
119,　学術研究、専門・技術サービス業,平成19年度,504,1365,352,2628,651,1760,6589,35799,42261,23650,14881,15227,16541,161704
120,　学術研究、専門・技術サービス業,平成20年度,520,681,248,492,679,2715,12466,51439,35527,39230,17176,9358,13730,183741
121,　学術研究、専門・技術サービス業,平成21年度,545,2014,1968,1836,3149,3185,9912,64127,49973,43594,15680,9294,11825,216557
122,　学術研究、専門・技術サービス業,平成22年度,597,998,676,728,1507,3486,4766,62342,49327,34429,22762,16063,21662,218746
123,　学術研究、専門・技術サービス業,平成23年度,596,1301,319,470,2071,1503,7190,60126,38862,46338,24671,13759,29110,225720
124,　　710　学術・開発研究機関,平成23年度,71,399,61,-,506,225,2182,21778,3296,6292,1034,1414,5989,43176
125,　　726　デザイン業,平成23年度,8,-,-,-,-,-,324,59,239,-,61,92,170,945
126,　　728　エンジニアリング業,平成23年度,149,724,-,146,636,251,965,11564,11835,25459,11172,3779,8810,75341
127,　　730　広告業,平成23年度,214,53,-,249,210,270,1747,20875,16927,4990,4714,1624,6348,58007
128,　　743　機械設計業,平成23年度,65,-,-,-,-,230,1756,1825,3803,7184,6214,2375,2954,26341
129,　　744　商品・非破壊検査業,平成23年度,30,-,-,-,91,-,216,2428,749,640,1094,792,591,6601
130,　　745　計量証明業,平成23年度,46,125,132,75,628,321,-,1177,1065,1638,382,2945,790,9278
131,　　746　写真業,平成23年度,13,-,126,-,-,206,-,420,948,135,-,738,3458,6031
132,　飲食サービス業,平成19年度,577,1227,191,2157,30126,10713,51591,180797,325677,134834,92218,25179,21235,875945
133,　飲食サービス業,平成20年度,601,3093,701,1405,4414,99696,52915,244975,200335,169473,37213,18819,28386,861425
134,　飲食サービス業,平成21年度,600,2062,8578,4315,11928,70358,64545,207343,202379,133967,77779,44363,37544,865161
135,　飲食サービス業,平成22年度,589,2126,422,8309,2270,13156,32811,228237,248159,102718,85472,202608,35591,961879
136,　飲食サービス業,平成23年度,617,2306,1970,2184,5417,12940,34486,205795,238146,235427,102097,26068,57745,924581
137,　　760　一般飲食店,平成23年度,526,2306,1970,1867,5086,9554,25354,185834,154010,209831,62277,25982,56483,740554
138,　　770　持ち帰り・配達飲食サービス業,平成23年度,91,-,-,317,331,3386,9132,19961,84136,25596,39820,86,1262,184027
139,　生活関連サービス業、娯楽業,平成19年度,684,5028,1987,5145,2031,4897,4548,39985,22394,23435,20279,16647,37875,184251
140,　生活関連サービス業、娯楽業,平成20年度,699,5658,1669,1431,5834,3236,20731,47184,35461,19482,18962,16362,34472,210482
141,　生活関連サービス業、娯楽業,平成21年度,693,6081,889,1417,7960,2688,7410,49678,60940,24439,25893,15536,34625,237556
142,　生活関連サービス業、娯楽業,平成22年度,713,4102,2382,3007,5231,8873,26000,42561,63918,22671,27256,12610,57228,275839
143,　生活関連サービス業、娯楽業,平成23年度,732,3367,4924,1770,3365,7140,13797,36851,51399,17799,31654,10676,70650,253392
144,　　781　洗濯業,平成23年度,151,164,208,166,1465,1267,1204,13946,19023,7623,11683,1794,3735,62278
145,　　789　その他の洗濯・理容・美容業・浴場業,平成23年度,58,155,329,-,156,-,345,1967,3379,706,9644,772,3011,20464
146,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成23年度,138,293,376,78,361,175,188,8273,5322,2065,5214,6511,16274,45130
147,　　797　写真現像・焼付業,平成23年度,10,-,1347,-,-,-,92,655,653,285,-,-,446,3478
148,　　798　その他の生活関連サービス業,平成23年度,11,-,-,-,-,-,-,312,380,173,100,-,1029,1994
149,　　801　映画館,平成23年度,8,-,1880,-,-,896,488,-,4623,-,-,-,-,7887
150,　　803　ゴルフ場,平成23年度,266,2454,579,1456,1116,3594,10855,5222,4815,1954,1713,1061,12929,47748
151,　　804　スポーツ施設提供業（注）,平成23年度,52,-,-,-,112,-,404,5549,11557,4066,1858,477,4767,28790
152,　　805　公園、遊園地・テーマパーク,平成23年度,29,82,205,-,72,1139,221,927,1047,927,1325,-,28459,34404
153,　　806　ボウリング場,平成23年度,9,219,-,70,83,69,-,-,600,-,117,61,-,1219
154,　個人教授所,平成19年度,10,-,-,-,-,-,636,2861,13916,521,1314,654,520,20422
155,　個人教授所,平成20年度,13,-,-,1762,-,-,-,2142,-,1869,6061,148,-,11982
156,　個人教授所,平成21年度,10,-,-,-,358,482,2066,1247,70,5003,-,687,-,9913
157,　個人教授所,平成22年度,13,337,-,-,-,377,1639,2003,154,4816,711,-,473,10510
158,　個人教授所,平成23年度,14,318,-,-,-,-,2643,1375,149,-,5933,-,480,10898
159,　サービス業（その他のサービス業を除く）,平成19年度,1033,5504,396,270,2316,5843,45284,175691,218932,124910,61258,41808,84019,766231
160,　サービス業（その他のサービス業を除く）,平成20年度,1088,4517,880,2148,2637,5678,19543,243272,206771,120424,42933,45821,61649,756273
161,　サービス業（その他のサービス業を除く）,平成21年度,1193,5227,3202,3866,9165,12353,51760,205877,192492,159415,67797,31177,62313,804644
162,　サービス業（その他のサービス業を除く）,平成22年度,1387,2709,1076,1484,2272,7505,33270,258502,251538,182489,73434,23748,57040,895067
163,　サービス業（その他のサービス業を除く）,平成23年度,1533,2141,1019,373,7608,10185,35653,311343,282083,202049,93855,64401,67229,1077939
164,　　880　廃棄物処理業,平成23年度,203,539,266,-,340,266,291,4971,4032,3405,3331,4808,9221,31470
165,　　900　機械等修理業,平成23年度,304,217,-,-,191,2185,3621,30826,23124,13378,27573,9874,8584,119573
166,　　911　職業紹介業,平成23年度,16,-,-,-,235,-,-,190,-,-,896,-,3771,5092
167,　　912　労働者派遣業,平成23年度,414,753,517,248,3828,4647,20717,145351,185980,133117,28320,9273,8318,541069
168,　　927　ディスプレイ業,平成23年度,25,-,-,-,-,62,154,2089,985,228,508,-,152,4178
169,　　928　テレマーケティング業,平成23年度,51,336,-,-,516,454,1574,54899,13449,9111,5297,15508,6202,107346
170,　　929　その他の事業サービス業,平成23年度,520,296,236,125,2498,2571,9296,73017,54513,42810,27930,24938,30981,269211
171,サービス業（その他のサービス業）,平成19年度,402,1571,606,1328,13792,1347,11940,46204,40246,16092,12185,14857,58190,218358
172,サービス業（その他のサービス業）,平成20年度,432,2064,4888,2308,1354,18827,11732,49032,44066,35593,16509,12896,52872,252141
173,サービス業（その他のサービス業）,平成21年度,477,4004,671,844,8211,16428,11819,69136,46825,29796,21935,22164,41471,273304
174,サービス業（その他のサービス業）,平成22年度,498,1505,-,1424,2125,8694,31439,60509,60131,32744,14328,22944,61737,297580
175,サービス業（その他のサービス業）,平成23年度,503,976,157,773,1992,4070,29184,61831,58240,36252,17547,18353,70477,299852
176,その他の産業,平成19年度,626,11028,2045,1548,854,3968,25637,53975,36102,28445,17150,20173,46984,247909
177,その他の産業,平成20年度,679,6724,391,997,1863,7449,24499,94721,46688,33460,30382,8775,40687,296636
178,その他の産業,平成21年度,748,2089,1747,743,1509,9101,14537,97835,52475,65669,16666,29705,53616,345692
179,その他の産業,平成22年度,740,1760,958,801,2124,3454,27182,95232,69973,72890,12350,17587,42494,346805
180,その他の産業,平成23年度,768,2169,545,622,1601,4379,20797,90694,87603,41180,26430,9559,40737,326316
