,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
110,　　532 自動車卸売業,平成15年度,365,62,132,-,53,112,2154,43744,23153,2527,2944,1009,463,76353
112,　　533 電気機械器具卸売業,平成15年度,644,223,327,449,70,4040,5671,94112,54527,13694,6032,4701,11361,195207
114,　　539 その他の機械器具卸売業,平成15年度,299,-,64,164,-,516,5490,30816,12108,4212,2559,470,4256,60655
116,　　541 家具・建具・じゅう器等卸売業,平成15年度,151,-,520,-,-,723,1752,16704,11624,1711,650,1438,645,35767
118,　　542 医薬品・化粧品等卸売業,平成15年度,245,137,257,186,896,2151,6708,88253,19741,4968,4399,1245,11522,140463
120,　　549 その他の卸売業,平成15年度,690,138,-,1280,653,1551,3759,74418,30794,12620,4521,3257,5912,138903
122,　小売業,平成11年度,3587,6283,3222,8800,17207,45520,156462,1037586,422828,113160,51955,28923,73154,1965100
123,　小売業,平成12年度,3511,3947,2880,10251,18889,65192,177721,1033859,434032,146512,50596,29541,59625,2033045
124,　小売業,平成13年度,3634,9857,4297,9592,11250,43408,108968,1041617,520587,141093,115319,39243,76625,2121856
125,　小売業,平成14年度,3491,4729,2282,1540,11855,33175,88973,1022992,637884,169450,90706,45693,74275,2183554
126,　小売業,平成15年度,3353,1929,1977,1977,8917,24376,91543,1096962,585057,169934,91321,91447,62014,2227454
128,　　560 織物・衣服・身の回り品小売業,平成15年度,365,530,401,134,1012,6820,6228,102183,75835,21737,29954,30413,34531,309778
130,　　570 飲食料品小売業,平成15年度,879,403,273,956,4863,5688,40682,606173,311444,56457,20051,33290,2680,1082960
132,　　580 自動車・自転車小売業,平成15年度,853,196,131,75,820,6320,25987,153826,52071,7352,3103,-,589,250470
134,　　591 家具・建具・じゅう器小売業,平成15年度,82,82,-,145,401,-,951,25726,13879,13988,3306,1895,7977,68350
136,　　592 機械器具小売業,平成15年度,184,-,714,-,718,2202,2074,41228,27181,3296,4556,196,993,83158
138,　　601 医薬品・化粧品小売業,平成15年度,154,79,-,-,-,563,2052,30162,25427,23192,5956,6856,556,94843
140,　　603 燃料小売業,平成15年度,335,-,-,-,146,489,7789,51020,7867,4515,614,415,1855,74710
142,　　609 その他の小売業,平成15年度,501,639,458,667,957,2294,5780,86644,71353,39397,23781,18382,12833,263185
144,　飲食店,平成11年度,427,2496,605,250,5331,9203,22040,141246,98502,50112,23448,156210,30891,540334
145,　飲食店,平成12年度,421,691,170,453,6036,4024,35707,108533,127920,91593,18268,169695,23034,586124
146,　飲食店,平成13年度,491,3409,2812,950,7482,13394,14075,156423,127494,165666,60155,34156,20027,606043
147,　飲食店,平成14年度,511,14774,1066,910,8554,19454,35821,251429,141135,57144,78070,14694,44066,667117
148,　飲食店,平成15年度,496,459,206,1907,3499,11305,29548,257178,164825,117407,27548,17611,32774,664267
150,　　701 一般飲食店,平成15年度,464,459,206,1907,3429,8518,22182,253405,164346,111252,24245,16874,32478,639301
152,　　711 その他の飲食店,平成15年度,32,-,-,-,70,2787,7366,3773,479,6155,3303,737,296,24966
154,　電気・ガス業,平成11年度,14,-,-,-,-,-,150,-,15537,11346,1635,106,111,28885
155,　電気・ガス業,平成12年度,104,51,-,-,785,67,559,3917,8641,3289,169733,7730,893,195665
156,　電気・ガス業,平成13年度,101,-,130,176,-,69,747,2374,6406,6315,161737,10681,2445,191080
157,　電気・ガス業,平成14年度,103,211,120,-,169,619,253,3263,4035,48221,124704,2256,1884,185735
158,　電気・ガス業,平成15年度,105,54,-,-,617,231,555,3993,3110,5251,100458,52749,14891,181909
160,　　331 電気業,平成15年度,31,-,-,-,-,-,220,2906,91,2167,97021,38274,217,140896
162,　　341 ガス業,平成15年度,74,54,-,-,617,231,335,1087,3019,3084,3437,14475,14674,41013
164,　643 クレジットカード業・割賦金融業,平成12年度,82,3171,-,-,-,-,-,1286,3898,12498,3867,2216,27033,53969
165,　643 クレジットカード業・割賦金融業,平成13年度,79,1002,-,-,-,-,-,724,6715,11065,3540,16582,11061,50689
166,　643 クレジットカード業・割賦金融業,平成14年度,75,1493,715,-,-,-,254,5088,1565,8660,7396,11816,13232,50219
167,　643 クレジットカード業・割賦金融業,平成15年度,72,80,-,-,-,1450,-,3336,7230,6947,4279,1666,25363,50351
169,　情報サービス・情報制作業,平成11年度,342,846,294,244,366,3640,3342,29818,15413,38460,19831,3980,18534,134768
170,　情報サービス・情報制作業,平成12年度,1555,1839,1600,974,3570,7344,10327,96518,96348,95498,73001,54198,86045,527262
171,　情報サービス・情報制作業,平成13年度,1692,3956,1778,2135,3898,8383,9104,96719,128372,104937,74990,44298,87260,565830
172,　情報サービス・情報制作業,平成14年度,1743,5147,2552,3688,3820,7826,14002,111031,132879,124333,62426,48924,91423,608051
173,　情報サービス・情報制作業,平成15年度,1732,3431,1098,1009,2931,5513,13842,124555,120976,145104,75461,54395,81710,630025
175,　　情報サービス業,平成11年度,110,223,-,99,66,769,92,7351,5208,15829,5461,1228,3965,40291
176,　　情報サービス業,平成12年度,1263,1421,1539,499,3455,4967,7887,73196,85877,76559,59659,43138,69398,427595
177,　　情報サービス業,平成13年度,1398,3044,1321,2135,2317,5122,7129,76394,113963,79044,68996,36373,75927,471765
178,　　情報サービス業,平成14年度,1451,4452,2072,2787,2743,6477,11702,89102,110090,104509,55715,41730,81812,513191
179,　　情報サービス業,平成15年度,1440,2991,382,603,2167,4064,11215,104495,100499,126400,65589,46091,71504,536000
181,　　　391 ソフトウェア業,平成15年度,1067,2360,382,424,1996,3113,7449,71164,76921,91753,42590,32902,51622,382676
183,　　　392 情報処理・提供サービス業,平成15年度,373,631,-,179,171,951,3766,33331,23578,34647,22999,13189,19882,153324
185,　　情報制作業,平成11年度,232,623,294,145,300,2871,3250,22467,10205,22631,14370,2752,14569,94477
186,　　情報制作業,平成12年度,292,418,61,475,115,2377,2440,23322,10471,18939,13342,11060,16647,99667
187,　　情報制作業,平成13年度,294,912,457,-,1581,3261,1975,20325,14409,25893,5994,7925,11333,94065
188,　　情報制作業,平成14年度,292,695,480,901,1077,1349,2300,21929,22789,19824,6711,7194,9611,94860
189,　　情報制作業,平成15年度,292,440,716,406,764,1449,2627,20060,20477,18704,9872,8304,10206,94025
191,　　　411 映画・ビデオ制作業,平成15年度,82,62,-,-,116,-,641,2572,3568,1443,1867,699,2115,13083
193,　　　413 新聞業,平成15年度,88,264,-,-,171,829,643,11676,7841,13668,5808,4261,2745,47906
195,　　　414 出版業,平成15年度,122,114,716,406,477,620,1343,5812,9068,3593,2197,3344,5346,33036
197,　774 個人教授所,平成12年度,53,-,61,59,95,567,1170,7924,6909,1392,2886,1017,1402,23482
198,　774 個人教授所,平成13年度,55,570,-,-,1453,200,715,4626,2531,3889,5243,1353,1416,21996
199,　774 個人教授所,平成14年度,41,-,-,-,-,-,2692,5773,4784,978,4166,1186,2240,21819
200,　774 個人教授所,平成15年度,41,-,151,-,-,-,1970,3290,4660,6059,20503,1235,2279,40147
202,　サービス業,平成11年度,427,374,4833,842,1702,1810,4342,57341,60792,19505,29270,9895,17374,208080
203,　サービス業,平成12年度,1600,23533,3547,3441,3349,7753,14088,132639,101474,49792,65342,20466,60067,485491
204,　サービス業,平成13年度,1747,19196,4947,3839,6719,9143,25782,145894,126943,65594,22908,33395,65158,529518
205,　サービス業,平成14年度,1740,18038,3023,3283,7836,7952,26226,156107,113671,55021,70099,30637,68252,560145
206,　サービス業,平成15年度,1772,10174,2969,11046,2958,10201,15189,165341,126250,71997,56473,35730,72445,580773
208,　　サービス業(その他のサービス業を除く),平成11年度,163,117,4545,-,721,71,1381,26999,13465,4779,7534,2129,2555,64296
209,　　サービス業(その他のサービス業を除く),平成12年度,1226,21492,2526,3014,3195,6940,11489,89183,61681,28736,18447,14078,27568,288349
210,　　サービス業(その他のサービス業を除く),平成13年度,1269,17325,4145,2762,6630,8060,22761,90521,63055,42345,16069,21366,17430,312469
211,　　サービス業(その他のサービス業を除く),平成14年度,1216,17158,2909,2997,5188,6758,22429,94031,62395,31548,32978,15828,17208,311427
212,　　サービス業(その他のサービス業を除く),平成15年度,1309,7879,2708,10115,2563,7756,7921,104587,86936,44961,38158,18971,31810,364365
214,　　806 デザイン・機械設計業,平成15年度,61,-,-,-,117,1762,-,4740,4275,3291,618,5226,1220,21249
216,　　809 エンジニアリング業,平成15年度,112,121,-,-,415,2062,1039,21413,16581,9770,1560,3657,5224,61842
218,　　836 冠婚葬祭業（互助会を除く）,平成15年度,87,743,435,492,-,364,282,6974,1749,2231,2371,582,5978,22201
220,　　839 写真現像・焼付業,平成15年度,23,77,-,97,111,517,53,3999,1522,-,-,-,76,6452
222,　　843 ゴルフ場,平成15年度,371,5680,2156,2644,1065,1422,2659,7683,4314,4481,1500,1008,3220,37832
224,　　845 遊園地・テーマパーク,平成15年度,22,380,-,6636,-,259,-,1076,886,930,5113,-,2604,17884
226,　　846 ボウリング場,平成15年度,7,-,-,-,-,-,-,110,73,61,71,-,154,469
228,　　871 機械修理業,平成15年度,221,464,117,144,153,149,2266,27993,26294,6800,19644,2398,6327,92749
230,　　891 広告代理業,平成15年度,150,158,-,-,-,703,894,19440,13404,2927,1174,729,1512,40941
232,　　物品賃貸業（レンタル業を除く）,平成15年度,204,256,-,102,627,518,292,9019,15479,13315,5609,4135,3890,53242
234,　　902 商品検査業,平成15年度,13,-,-,-,-,-,-,512,394,-,286,901,1047,3140
236,　　903 計量証明業,平成15年度,29,-,-,-,75,-,436,814,1732,721,212,335,558,4883
238,　　909 ディスプレイ業,平成15年度,9,-,-,-,-,-,-,814,233,434,-,-,-,1481
240,　　サービス業(その他のサービス業),平成11年度,264,257,288,842,981,1739,2961,30342,47327,14726,21736,7766,14819,143784
241,　　サービス業(その他のサービス業),平成12年度,374,2041,1021,427,154,813,2599,43456,39793,21056,46895,6388,32499,197142
242,　　サービス業(その他のサービス業),平成13年度,478,1871,802,1077,89,1083,3021,55373,63888,23249,6839,12029,47728,217049
243,　　サービス業(その他のサービス業),平成14年度,524,880,114,286,2648,1194,3797,62076,51276,23473,37121,14809,51044,248718
244,　　サービス業(その他のサービス業),平成15年度,463,2295,261,931,395,2445,7268,60754,39314,27036,18315,16759,40635,216408
246,　その他の産業,平成11年度,550,857,2088,1187,1518,2840,6510,53212,33984,42090,16435,8779,12672,182172
247,　その他の産業,平成12年度,586,2112,2874,240,1104,2061,8845,55338,61709,30400,32901,6608,14196,218388
248,　その他の産業,平成13年度,796,3851,895,728,1327,5569,12096,90935,52513,29935,19660,17101,16902,251512
249,　その他の産業,平成14年度,825,1454,178,3552,1346,3459,18419,79799,63167,36566,19757,14979,28426,271102
250,　その他の産業,平成15年度,803,2094,275,898,2692,5776,10357,80795,61001,43366,27039,7327,31711,273331
