,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
124,　　　122 身の回り品・その他の繊維製品製造業,平成12年度,90,51,78,352,733,66,2377,5415,3269,925,168,621,588,14643
125,　　　122 身の回り品・その他の繊維製品製造業,平成13年度,80,59,-,110,-,762,852,9705,1411,525,476,153,1192,15245
126,　　　122 身の回り品・その他の繊維製品製造業,平成14年度,80,52,192,1774,-,214,2623,4075,1871,725,629,174,1075,13404
128,　　130 木材・木製品製造業（家具を除く）,平成10年度,177,1152,1017,1024,858,1515,6500,12776,3060,1408,121,486,-,29917
129,　　130 木材・木製品製造業（家具を除く）,平成11年度,169,125,80,209,69,657,1920,15148,4297,3699,2721,140,636,29701
130,　　130 木材・木製品製造業（家具を除く）,平成12年度,160,214,195,218,90,525,4131,9631,6290,1917,2873,667,140,26891
131,　　130 木材・木製品製造業（家具を除く）,平成13年度,164,271,212,1464,1360,3467,2858,11351,2999,3346,818,81,160,28387
132,　　130 木材・木製品製造業（家具を除く）,平成14年度,141,613,-,354,455,1623,1529,10184,8598,1108,334,343,115,25256
134,　　　131 製材・合板製造業,平成10年度,156,1094,1017,1024,858,1289,6341,12149,2769,665,121,363,-,27690
135,　　　131 製材・合板製造業,平成11年度,154,125,80,209,69,657,1861,13713,3672,3699,2597,140,584,27406
136,　　　131 製材・合板製造業,平成12年度,141,162,195,164,90,421,4131,9184,5944,1644,2620,667,140,25362
137,　　　131 製材・合板製造業,平成13年度,145,120,212,1464,1273,3467,2689,11024,2868,2977,326,81,160,26661
138,　　　131 製材・合板製造業,平成14年度,125,613,-,290,455,1623,1529,9485,7988,961,275,139,115,23473
140,　　　139 その他の木製品製造業,平成10年度,21,58,-,-,-,226,159,627,291,743,-,123,-,2227
141,　　　139 その他の木製品製造業,平成11年度,15,-,-,-,-,-,59,1435,625,-,124,-,52,2295
142,　　　139 その他の木製品製造業,平成12年度,19,52,-,54,-,104,-,447,346,273,253,-,-,1529
143,　　　139 その他の木製品製造業,平成13年度,19,151,-,-,87,-,169,327,131,369,492,-,-,1726
144,　　　139 その他の木製品製造業,平成14年度,16,-,-,64,-,-,-,699,610,147,59,204,-,1783
146,　　140 家具・装備品製造業,平成10年度,192,1182,1055,3212,4854,5156,7889,9042,4818,2068,1204,787,1621,42888
147,　　140 家具・装備品製造業,平成11年度,185,148,-,1566,1315,5088,1534,13799,7233,4316,1356,794,1653,38802
148,　　140 家具・装備品製造業,平成12年度,181,185,110,343,1006,2248,941,13976,7474,5072,798,634,2917,35704
149,　　140 家具・装備品製造業,平成13年度,177,775,269,359,927,2250,2794,17923,3660,5915,1217,520,1335,37944
150,　　140 家具・装備品製造業,平成14年度,171,1314,184,506,2296,1792,4980,10899,6408,2641,3215,333,1545,36113
152,　　150 パルプ・紙・紙加工品製造業,平成10年度,451,1042,1333,349,4635,8879,5478,60222,24894,7981,4382,2299,2074,123568
153,　　150 パルプ・紙・紙加工品製造業,平成11年度,447,-,231,1190,4061,2933,5060,48505,29618,12854,6342,3296,3971,118061
154,　　150 パルプ・紙・紙加工品製造業,平成12年度,440,576,-,327,1206,2162,6089,32173,23098,21607,15876,4307,3496,110917
155,　　150 パルプ・紙・紙加工品製造業,平成13年度,430,1670,80,1202,956,3909,6021,37341,40290,7179,5775,2230,3294,109947
156,　　150 パルプ・紙・紙加工品製造業,平成14年度,417,144,383,727,3383,2041,7886,28749,27266,18778,4461,5922,2216,101956
158,　　　151 パルプ・紙製造業,平成10年度,127,880,1258,74,3493,7688,1505,36208,5790,2244,467,659,1083,61349
159,　　　151 パルプ・紙製造業,平成11年度,113,-,-,1009,3595,1119,2208,25955,17191,1910,2499,910,1389,57785
160,　　　151 パルプ・紙製造業,平成12年度,120,414,-,-,253,395,1359,9562,10431,12070,11953,2398,2741,51576
161,　　　151 パルプ・紙製造業,平成13年度,114,1528,-,1012,-,333,1894,10841,24433,2076,2481,1293,932,46823
162,　　　151 パルプ・紙製造業,平成14年度,107,-,-,121,426,57,2743,6540,13307,11099,1895,2550,1069,39807
164,　　　152 紙加工品製造業,平成10年度,324,162,75,275,1142,1191,3973,24014,19104,5737,3915,1640,991,62219
165,　　　152 紙加工品製造業,平成11年度,334,-,231,181,466,1814,2852,22550,12427,10944,3843,2386,2582,60276
166,　　　152 紙加工品製造業,平成12年度,320,162,-,327,953,1767,4730,22611,12667,9537,3923,1909,755,59341
167,　　　152 紙加工品製造業,平成13年度,316,142,80,190,956,3576,4127,26500,15857,5103,3294,937,2362,63124
168,　　　152 紙加工品製造業,平成14年度,310,144,383,606,2957,1984,5143,22209,13959,7679,2566,3372,1147,62149
170,　　160 印刷・同関連業,平成10年度,628,1139,882,79,808,2411,6833,37711,26603,33268,22713,10247,6432,149126
171,　　160 印刷・同関連業,平成11年度,616,745,383,702,355,3578,6726,39323,28403,29119,19688,10510,9085,148617
172,　　160 印刷・同関連業,平成12年度,596,176,-,768,595,3147,5285,42062,25506,27588,19055,10811,6462,141455
173,　　160 印刷・同関連業,平成13年度,630,483,387,332,1822,1659,4358,43704,25301,42780,8470,7502,7454,144252
174,　　160 印刷・同関連業,平成14年度,630,1253,59,465,796,2635,3814,36738,39276,26245,14653,7895,10705,144534
176,　　170 化学工業,平成10年度,944,1038,1330,3739,3109,5490,12695,95026,77150,72468,57295,32092,138046,499478
177,　　170 化学工業,平成11年度,971,950,119,1648,1180,4412,5682,53333,89437,77223,65540,36119,155909,491552
178,　　170 化学工業,平成12年度,944,982,837,2766,1613,2354,3903,39571,74526,98364,57336,45686,167932,495870
179,　　170 化学工業,平成13年度,942,4819,1144,1898,3059,4217,19198,60051,71488,67304,48569,41493,152180,475420
180,　　170 化学工業,平成14年度,906,1695,678,1326,1279,4142,8522,33807,104233,56295,59205,27035,161045,459262
182,　　　171 化学肥料・無機化学工業製品製造業,平成10年度,117,-,-,374,191,354,298,4704,5178,10374,2523,1096,3898,28990
183,　　　171 化学肥料・無機化学工業製品製造業,平成11年度,112,321,-,-,-,277,605,2557,7719,6280,5716,1585,2654,27714
184,　　　171 化学肥料・無機化学工業製品製造業,平成12年度,111,366,-,-,-,104,584,2198,3380,5915,3761,6570,4096,26974
185,　　　171 化学肥料・無機化学工業製品製造業,平成13年度,115,722,-,-,218,56,1840,4542,3170,2731,6770,3670,1860,25579
186,　　　171 化学肥料・無機化学工業製品製造業,平成14年度,107,621,174,-,163,80,541,2971,6606,2300,5607,2427,3281,24771
188,　　　172 有機化学工業製品製造業,平成10年度,190,-,436,266,517,2280,2790,43177,35546,12200,25438,6682,7429,136761
189,　　　172 有機化学工業製品製造業,平成11年度,200,-,67,203,293,857,1781,27545,33572,17246,33685,9954,7141,132344
190,　　　172 有機化学工業製品製造業,平成12年度,192,58,127,360,1243,706,1450,14601,32498,44529,14727,10871,12738,133908
191,　　　172 有機化学工業製品製造業,平成13年度,192,314,603,352,1323,424,13583,19545,34910,21800,20460,6945,7064,127323
192,　　　172 有機化学工業製品製造業,平成14年度,177,135,363,82,388,1472,4935,10271,45505,20121,14470,5924,13078,116744
194,　　　173 化学繊維製造業,平成10年度,20,-,-,1569,-,215,3400,7332,302,20624,-,211,817,34470
195,　　　173 化学繊維製造業,平成11年度,18,-,-,-,192,1148,331,1348,7761,16059,-,-,1074,27913
196,　　　173 化学繊維製造業,平成12年度,18,-,299,-,-,-,167,2921,4739,9334,6204,-,1372,25036
197,　　　173 化学繊維製造業,平成13年度,17,-,236,-,-,985,1259,13658,621,5099,-,-,941,22799
198,　　　173 化学繊維製造業,平成14年度,17,-,-,1033,-,-,478,861,13367,-,-,562,6789,23090
200,　　　174 油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,平成10年度,143,121,382,-,384,1727,941,14528,13971,4879,2123,1442,10769,51267
201,　　　174 油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,平成11年度,147,53,-,-,293,662,951,4264,16582,12516,1519,2654,9283,48777
202,　　　174 油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,平成12年度,144,71,-,-,-,118,385,6865,7530,11181,5065,3731,12201,47147
203,　　　174 油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,平成13年度,142,182,-,-,-,839,759,6215,8687,13400,922,3721,9927,44652
204,　　　174 油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,平成14年度,132,265,-,137,66,322,544,4180,16270,6754,6059,2417,9917,46931
206,　　　175 医薬品製造業,平成10年度,204,308,455,904,1475,364,1499,7078,10120,10003,14069,15452,93208,154935
207,　　　175 医薬品製造業,平成11年度,213,298,-,1343,241,298,1401,4419,7459,11574,18168,12889,101773,159863
208,　　　175 医薬品製造業,平成12年度,215,379,411,1736,267,710,720,5438,14467,12699,14158,15862,102924,169771
209,　　　175 医薬品製造業,平成13年度,225,2692,-,1210,190,622,58,8392,5728,14764,11707,19840,100536,165739
210,　　　175 医薬品製造業,平成14年度,220,277,-,74,599,1964,350,7720,11776,13491,19642,13853,92076,161822
212,　　　179 その他の化学工業製品製造業,平成10年度,270,609,57,626,542,550,3767,18207,12033,14388,13142,7209,21925,93055
213,　　　179 その他の化学工業製品製造業,平成11年度,281,278,52,102,161,1170,613,13200,16344,13548,6452,9037,33984,94941
214,　　　179 その他の化学工業製品製造業,平成12年度,264,108,-,670,103,716,597,7548,11912,14706,13421,8652,34601,93034
215,　　　179 その他の化学工業製品製造業,平成13年度,251,909,305,336,1328,1291,1699,7699,18372,9510,8710,7317,31852,89328
216,　　　179 その他の化学工業製品製造業,平成14年度,253,397,141,-,63,304,1674,7804,10709,13629,13427,1852,35904,85904
218,　　180 石油製品・石炭製品製造業,平成10年度,59,-,-,123,144,1868,5814,18780,2114,1154,-,746,221,30964
219,　　180 石油製品・石炭製品製造業,平成11年度,57,-,-,-,-,102,1824,18999,2766,1119,2462,282,602,28156
220,　　180 石油製品・石炭製品製造業,平成12年度,55,-,-,-,92,553,1907,11479,8481,2210,308,490,385,25905
221,　　180 石油製品・石炭製品製造業,平成13年度,54,-,173,113,93,82,1427,13808,1104,3166,476,934,315,21691
222,　　180 石油製品・石炭製品製造業,平成14年度,52,-,-,-,-,76,431,16380,3734,1134,352,190,1303,23600
224,　　　181 石油精製業,平成10年度,31,-,-,-,144,1631,4857,15860,982,508,-,-,-,23982
225,　　　181 石油精製業,平成11年度,29,-,-,-,-,-,1526,16125,1687,258,1865,145,-,21606
226,　　　181 石油精製業,平成12年度,25,-,-,-,-,553,1796,10934,4489,737,-,-,-,18509
227,　　　181 石油精製業,平成13年度,25,-,173,113,93,82,1006,12452,168,2069,-,518,-,16674
228,　　　181 石油精製業,平成14年度,25,-,-,-,-,76,103,15879,1996,-,125,139,996,19314
230,　　　189 その他の石油製品・石炭製品製造業,平成10年度,28,-,-,123,-,237,957,2920,1132,646,-,746,221,6982
231,　　　189 その他の石油製品・石炭製品製造業,平成11年度,28,-,-,-,-,102,298,2874,1079,861,597,137,602,6550
232,　　　189 その他の石油製品・石炭製品製造業,平成12年度,30,-,-,-,92,-,111,545,3992,1473,308,490,385,7396
233,　　　189 その他の石油製品・石炭製品製造業,平成13年度,29,-,-,-,-,-,421,1356,936,1097,476,416,315,5017
234,　　　189 その他の石油製品・石炭製品製造業,平成14年度,27,-,-,-,-,-,328,501,1738,1134,227,51,307,4286
236,　　190 プラスチック製品製造業,平成10年度,686,1590,683,1965,1733,5361,13283,60010,30545,18797,8048,5503,7308,154826
237,　　190 プラスチック製品製造業,平成11年度,709,135,1060,720,1630,3153,8740,49556,45109,21625,8423,6548,11749,158448
238,　　190 プラスチック製品製造業,平成12年度,688,493,424,-,1754,2015,7254,51702,46044,17005,9198,7844,10311,154044
239,　　190 プラスチック製品製造業,平成13年度,695,1496,419,1260,1630,5126,12174,62439,31616,16338,7849,5887,9995,156229
240,　　190 プラスチック製品製造業,平成14年度,691,1069,1177,396,1293,2476,4787,54534,43875,18358,7061,6578,10319,151923
242,　　200 ゴム製品製造業,平成10年度,151,1547,-,244,614,837,9411,17359,15823,7634,1686,914,14444,70513
243,　　200 ゴム製品製造業,平成11年度,145,971,-,-,412,144,1757,14965,21350,11034,1822,1301,16273,70029
244,　　200 ゴム製品製造業,平成12年度,143,1066,-,232,320,909,237,13112,8548,14554,8053,4842,13879,65752
245,　　200 ゴム製品製造業,平成13年度,157,293,-,94,1645,1287,3438,11471,9768,15098,8747,1811,13719,67371
246,　　200 ゴム製品製造業,平成14年度,152,139,216,243,-,-,850,8309,9240,15646,10208,4091,15452,64394
248,　　　201 タイヤ・チューブ製造業,平成10年度,11,1401,-,-,-,-,3570,2388,10651,-,173,-,12597,30780
249,　　　201 タイヤ・チューブ製造業,平成11年度,10,909,-,-,-,-,-,2084,13707,-,-,-,13555,30255
250,　　　201 タイヤ・チューブ製造業,平成12年度,13,892,-,-,-,-,-,2030,488,11745,102,-,12411,27668
251,　　　201 タイヤ・チューブ製造業,平成13年度,12,104,-,-,855,-,-,427,1728,6490,4905,-,12493,27002
252,　　　201 タイヤ・チューブ製造業,平成14年度,13,-,-,-,-,-,101,782,64,5237,4722,3250,12621,26777
254,　　　209 その他のゴム製品製造業,平成10年度,140,146,-,244,614,837,5841,14971,5172,7634,1513,914,1847,39733
255,　　　209 その他のゴム製品製造業,平成11年度,135,62,-,-,412,144,1757,12881,7643,11034,1822,1301,2718,39774
256,　　　209 その他のゴム製品製造業,平成12年度,130,174,-,232,320,909,237,11082,8060,2809,7951,4842,1468,38084
257,　　　209 その他のゴム製品製造業,平成13年度,145,189,-,94,790,1287,3438,11044,8040,8608,3842,1811,1226,40369
258,　　　209 その他のゴム製品製造業,平成14年度,139,139,216,243,-,-,749,7527,9176,10409,5486,841,2831,37617
260,　　210 なめし革・同製品・毛皮製造業,平成10年度,46,286,-,-,192,988,232,1811,892,458,177,-,477,5513
261,　　210 なめし革・同製品・毛皮製造業,平成11年度,38,143,-,255,62,-,427,2431,413,358,50,221,631,4991
262,　　210 なめし革・同製品・毛皮製造業,平成12年度,40,144,-,145,-,85,71,2379,880,725,-,70,531,5030
263,　　210 なめし革・同製品・毛皮製造業,平成13年度,35,-,-,134,-,135,484,2093,637,303,-,71,402,4259
264,　　210 なめし革・同製品・毛皮製造業,平成14年度,37,107,-,-,134,-,430,2194,846,56,224,-,480,4471
266,　　220 窯業・土石製品製造業,平成10年度,604,3619,841,2166,4950,7613,25649,43569,33584,10784,5069,2101,4345,144290
267,　　220 窯業・土石製品製造業,平成11年度,572,2384,995,1175,3060,3614,9160,57293,19814,23480,6461,6647,6067,140150
268,　　220 窯業・土石製品製造業,平成12年度,553,705,393,670,3471,2584,9323,40263,24831,17359,13013,10069,11682,134363
269,　　220 窯業・土石製品製造業,平成13年度,536,1460,784,1362,3043,8761,8530,48579,21691,12614,7638,4591,5324,124377
270,　　220 窯業・土石製品製造業,平成14年度,507,1074,656,1866,2138,7219,3998,39456,20169,15690,7227,3451,9653,112597
272,　　　221 ガラス・同製品製造業,平成10年度,103,1003,530,357,286,1865,3035,11856,10747,1145,533,-,1585,32942
273,　　　221 ガラス・同製品製造業,平成11年度,105,394,360,-,251,536,2567,13753,6746,6472,936,1783,893,34691
274,　　　221 ガラス・同製品製造業,平成12年度,106,205,155,-,445,141,2883,7550,5818,2007,6228,5547,3754,34733
275,　　　221 ガラス・同製品製造業,平成13年度,110,605,476,346,1295,4444,4028,10575,1687,4646,1401,475,3104,33082
276,　　　221 ガラス・同製品製造業,平成14年度,105,52,353,268,1002,3098,1000,11884,4775,543,2343,1056,6807,33181
278,　　　222 セメント・同製品製造業,平成10年度,246,1025,139,419,1563,1938,5404,20896,8873,4497,1579,173,867,47373
