,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
39,　　210　窯業・土石製品製造業,平成27年度,448,944,197,2766,383,3099,2117,17018,19010,16405,8860,11602,21108,103509
40,　　220　鉄鋼業,平成27年度,442,811,155,580,705,1790,21073,30938,73879,18136,13749,6780,12287,180883
41,　　230　非鉄金属製造業,平成27年度,368,1908,-,-,1950,2520,8154,20743,33611,29575,7978,9249,13197,128885
42,　　240　金属製品製造業,平成27年度,1060,1997,427,1446,1105,2237,7550,62272,53488,32698,31152,15672,40931,250975
43,　　250　はん用機械器具製造業,平成27年度,540,594,81,-,1799,1015,4111,21563,17238,24820,33254,14571,51387,170433
44,　　260　生産用機械器具製造業,平成27年度,1021,2009,362,10584,2685,2426,5310,30572,35575,37303,40524,26205,89316,282871
45,　　270　業務用機械器具製造業,平成27年度,426,2121,316,1516,452,2428,18568,29145,30162,23074,15711,36047,85214,244754
46,　　280　電子部品・デバイス・電子回路製造業,平成27年度,649,11755,15345,2945,11277,48438,19823,48868,40094,28853,23042,19176,82998,352614
47,　　290　電気機械器具製造業,平成27年度,771,6070,1240,777,5157,3012,9181,39299,53737,112401,89222,20161,54399,394656
48,　　300　情報通信機械器具製造業,平成27年度,231,1810,276,1126,797,5128,50010,35577,20895,13477,35321,4074,13829,182320
49,　　310　輸送用機械器具製造業,平成27年度,1334,2110,3384,1946,2718,14618,22460,171264,138560,226191,112467,143977,208929,1048624
50,　　320　その他の製造業,平成27年度,331,477,1127,398,850,499,5723,15952,14418,14367,8012,5135,20893,87851
51,　電気・ガス業,平成23年度,130,48822,-,39195,379,24776,10666,15755,26352,10379,3044,1997,764,182129
52,　電気・ガス業,平成24年度,130,45450,55,37556,94,41954,5317,9321,13642,14421,11698,1600,516,181624
53,　電気・ガス業,平成25年度,136,5967,11972,-,23208,19319,14669,47375,29784,18952,10652,501,760,183159
54,　電気・ガス業,平成26年度,139,-,104,73,34607,1306,6252,28323,53818,35780,20542,161,1850,182816
55,　電気・ガス業,平成27年度,140,78,-,-,-,155,186,6915,34387,51213,44343,30449,11916,179642
56,　　331　電気業,平成27年度,54,78,-,-,-,155,186,4451,30039,47193,38620,20507,1530,142759
57,　　341　ガス業,平成27年度,86,-,-,-,-,-,-,2464,4348,4020,5723,9942,10386,36883
58,　情報通信業,平成23年度,2453,9137,1496,3626,3192,9716,31346,175237,166500,194532,79947,75785,129059,879573
59,　情報通信業,平成24年度,2467,7087,1256,2943,8023,4891,15693,132964,211876,183779,138351,80364,125766,912993
60,　情報通信業,平成25年度,2478,9167,1541,1857,3926,2860,22304,139365,201907,203745,116061,80759,152570,936062
61,　情報通信業,平成26年度,2490,5994,1633,2450,3591,4626,12374,165725,197186,202546,131495,85258,177085,989963
62,　情報通信業,平成27年度,2564,5928,4395,2747,4006,3631,12334,195423,156811,218311,137447,102174,196742,1039949
63,　　391　ソフトウェア業,平成27年度,1511,3312,871,1123,1199,1143,6831,135116,93528,106864,91990,69752,92548,604277
64,　　392　情報処理・提供サービス業,平成27年度,565,398,1192,333,998,1825,1571,41551,44903,84343,29162,25659,62064,293999
65,　　401　インターネット附随サービス業,平成27年度,188,1643,1120,126,1535,344,741,5355,2294,7211,3113,1828,35007,60317
66,　　411　映画・ビデオ制作業（※）,平成27年度,104,427,-,-,-,-,743,3058,4554,3901,2517,1840,2221,19261
67,　　413　新聞業,平成27年度,86,148,-,128,-,56,837,7506,7971,11810,8159,1313,1269,39197
68,　　414　出版業,平成27年度,110,-,1212,1037,274,263,1611,2837,3561,4182,2506,1782,3633,22898
69,　卸売業,平成23年度,5899,4500,1949,18662,3128,12699,53782,700077,374737,121398,80655,35919,51057,1458563
70,　卸売業,平成24年度,5841,2640,613,2334,3414,9909,66445,676381,369528,153257,71153,28331,67729,1451734
71,　卸売業,平成25年度,5741,2424,707,2089,6225,16785,45529,677486,374591,184940,66568,53666,70066,1501076
72,　卸売業,平成26年度,5804,3934,709,4922,8284,20663,86803,685447,343001,172464,88487,44762,98543,1558019
73,　卸売業,平成27年度,5767,6668,2908,2862,7397,20617,59769,683808,363006,187484,85104,43030,86046,1548699
74,　　511　繊維品卸売業,平成27年度,60,-,-,-,-,225,303,3288,4554,641,183,282,198,9674
75,　　512　衣服・身の回り品卸売業,平成27年度,312,774,709,692,2779,3342,6940,29378,11278,7046,6778,6936,3382,80034
76,　　521　農畜産物・水産物卸売業,平成27年度,466,-,-,-,54,106,2631,60980,24141,2970,120,264,961,92227
77,　　522　食料・飲料卸売業,平成27年度,553,816,62,-,153,2130,7773,109667,28651,13650,10172,570,3997,177641
78,　　531　建築材料卸売業,平成27年度,461,65,-,65,1472,146,1588,34815,28292,18886,3284,886,1297,90796
79,　　532　化学製品卸売業,平成27年度,344,238,66,-,-,357,147,20331,20680,7063,1570,919,2098,53469
80,　　533　石油・鉱物卸売業,平成27年度,184,-,-,-,297,6776,15459,25508,22377,2905,1165,1603,858,76948
81,　　534　鉄鋼製品卸売業,平成27年度,258,-,68,-,-,57,637,31432,12495,3306,1460,293,331,50079
82,　　535　非鉄金属卸売業,平成27年度,73,-,-,-,-,136,437,11231,1288,1766,469,268,-,15595
83,　　536　再生資源卸売業,平成27年度,80,94,76,-,201,399,593,4498,1840,1923,1067,1464,964,13119
84,　　541　産業機械器具卸売業,平成27年度,482,75,230,-,288,243,1919,43400,26312,32588,16895,6018,13029,140997
85,　　542　自動車卸売業,平成27年度,328,-,-,80,218,372,5863,42317,21478,12006,2037,2142,2588,89101
86,　　543　電気機械器具卸売業,平成27年度,670,2139,761,328,289,1331,6053,69264,65262,30796,13464,4547,9726,203960
87,　　549　その他の機械器具卸売業,平成27年度,365,583,107,-,487,637,577,28467,18784,11409,5832,3296,12398,82577
88,　　551　家具・建具・じゅう器等卸売業,平成27年度,161,54,-,54,123,730,1729,13243,5464,5920,1139,1561,1075,31092
89,　　552　医薬品・化粧品等卸売業,平成27年度,248,1150,697,188,603,1993,1569,91655,29713,9520,11349,4586,18388,171411
90,　　553　紙、紙製品卸売業,平成27年度,111,106,-,57,-,50,464,15069,2812,336,215,377,129,19615
91,　　559　その他の卸売業,平成27年度,611,574,132,1398,433,1587,5087,49265,37585,24753,7905,7018,14627,150364
92,　小売業,平成23年度,3636,6500,1924,8519,5592,26780,107286,1097410,961807,439959,101586,88682,138701,2984746
93,　小売業,平成24年度,3639,6083,3843,3625,9763,27917,176952,1311648,753868,451125,118721,113937,148439,3125921
94,　小売業,平成25年度,3570,8482,2318,2791,21777,27039,154613,1383323,770854,402297,128449,126183,113090,3141216
95,　小売業,平成26年度,3587,7830,5017,12967,17374,75726,174116,1393469,857834,379134,117617,83768,133613,3258465
96,　小売業,平成27年度,3558,8543,4671,15973,13119,28683,147634,1157400,1090477,491045,188011,98274,119767,3363597
97,　　570　織物・衣服・身の回り品小売業,平成27年度,367,852,1217,10405,3001,6854,26149,86480,63071,41758,18997,43843,70833,373460
98,　　580　飲食料品小売業,平成27年度,886,1974,274,4826,4176,10579,85629,678438,532366,209675,27976,6237,3511,1565661
99,　　591　自動車・自転車小売業,平成27年度,839,2333,-,192,190,1884,9697,95413,122215,41134,13386,1368,1240,289052
100,　　593　機械器具小売業,平成27年度,190,-,-,-,2272,77,3291,28944,73944,15024,8025,6014,785,138376
101,　　602　家具・建具・じゅう器小売業,平成27年度,63,258,-,-,87,-,680,12815,6301,621,3097,7630,16157,47646
102,　　603　医薬品・化粧品小売業,平成27年度,230,1447,-,-,57,970,2438,23646,108531,73788,46356,6923,4628,268784
103,　　605　燃料小売業,平成27年度,365,-,-,73,122,114,9274,55351,16281,6173,7983,1529,3560,100460
104,　　609　その他の小売業,平成27年度,500,1370,-,477,3067,5550,10090,150995,133349,100666,60607,24131,13554,503856
105,　　610　無店舗小売業,平成27年度,118,309,3180,-,147,2655,386,25318,34419,2206,1584,599,5499,76302
106,　クレジットカード業、割賦金融業,平成23年度,77,6894,197,-,-,-,-,8276,2018,1486,708,868,33846,54293
107,　クレジットカード業、割賦金融業,平成24年度,85,70,-,-,-,-,-,8369,549,1492,1407,14428,32393,58708
108,　クレジットカード業、割賦金融業,平成25年度,79,-,-,-,-,-,-,-,1205,846,15820,704,35746,54321
109,　クレジットカード業、割賦金融業,平成26年度,79,-,-,-,-,755,-,7483,729,3057,6218,7870,28888,55000
110,　クレジットカード業、割賦金融業,平成27年度,80,1254,-,5159,-,-,-,7346,2163,437,785,3849,35536,56529
111,　物品賃貸業,平成23年度,303,275,-,-,244,976,153,8200,14509,17167,14047,12485,7870,75926
112,　物品賃貸業,平成24年度,297,77,251,194,-,71,455,8884,14919,15422,18187,10897,6699,76056
113,　物品賃貸業,平成25年度,299,82,139,-,79,148,205,8691,13040,19226,15189,9160,14004,79963
114,　物品賃貸業,平成26年度,308,108,-,-,79,1726,516,9113,14018,14082,15421,12149,15940,83152
115,　物品賃貸業,平成27年度,311,231,-,967,427,443,-,11687,16999,27091,9844,12574,19838,100101
116,　　702　産業用機械器具賃貸業（レンタルを含む）,平成27年度,180,117,-,967,349,118,-,3149,8302,8723,5074,7491,15259,49549
117,　　703　事務用機械器具賃貸業（レンタルを含む）,平成27年度,29,-,-,-,-,-,-,1407,1486,1765,2715,68,1336,8777
118,　　704　自動車賃貸業（レンタルを除く）,平成27年度,59,-,-,-,-,223,-,5574,6083,3097,689,756,575,16997
119,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成27年度,6,-,-,-,-,-,-,83,157,-,83,632,-,955
120,　　708　その他の物品賃貸業（レンタルを含む）,平成27年度,37,114,-,-,78,102,-,1474,971,13506,1283,3627,2668,23823
121,　学術研究、専門・技術サービス業,平成23年度,596,1301,319,470,2071,1503,7190,60126,38862,46338,24671,13759,29110,225720
122,　学術研究、専門・技術サービス業,平成24年度,602,442,169,895,84,1056,17575,40633,62814,32257,27122,18097,40056,241200
123,　学術研究、専門・技術サービス業,平成25年度,596,541,1578,-,790,568,6217,52130,41575,53927,29102,17257,39932,243617
124,　学術研究、専門・技術サービス業,平成26年度,626,2385,248,305,298,918,4858,49292,44571,69243,29253,16030,48293,265694
125,　学術研究、専門・技術サービス業,平成27年度,625,848,243,2816,1318,1494,3292,51854,38911,50203,25195,26724,44072,246970
126,　　710　学術・開発研究機関,平成27年度,74,765,73,1125,168,50,-,17966,3638,2363,1945,1947,8186,38226
127,　　726　デザイン業,平成27年度,8,-,-,-,-,-,-,368,-,60,-,-,825,1253
128,　　728　エンジニアリング業,平成27年度,166,83,-,1691,-,775,723,13761,9071,25616,15109,10028,13157,90014
129,　　730　広告業,平成27年度,238,-,82,-,184,608,2058,16748,14859,15208,3653,4451,11580,69431
130,　　743　機械設計業,平成27年度,53,-,-,-,81,-,64,1675,6467,4777,1273,3630,4541,22508
131,　　744　商品・非破壊検査業,平成27年度,31,-,-,-,-,-,64,651,657,1677,1752,1126,816,6743
132,　　745　計量証明業,平成27年度,42,-,88,-,-,61,383,500,3994,502,1017,1548,3413,11506
133,　　746　写真業,平成27年度,13,-,-,-,885,-,-,185,225,-,446,3994,1554,7289
134,　飲食サービス業,平成23年度,617,2306,1970,2184,5417,12940,34486,205795,238146,235427,102097,26068,57745,924581
135,　飲食サービス業,平成24年度,610,2444,1791,2456,4980,6160,27972,253943,342849,145697,179288,57899,44665,1070144
136,　飲食サービス業,平成25年度,609,4532,602,2257,3976,16480,26606,336392,331160,174114,112867,73819,28985,1111790
137,　飲食サービス業,平成26年度,584,839,420,3957,4506,32839,23908,234776,401107,168820,97090,92064,28978,1089304
138,　飲食サービス業,平成27年度,587,1954,98,664,3654,8478,86127,270294,253638,317710,76511,49109,73371,1141608
139,　　760　一般飲食店,平成27年度,497,1379,98,664,2935,7538,84327,233385,178343,236333,76066,40578,70276,931922
140,　　770　持ち帰り・配達飲食サービス業,平成27年度,90,575,-,-,719,940,1800,36909,75295,81377,445,8531,3095,209686
141,　生活関連サービス業、娯楽業,平成23年度,732,3367,4924,1770,3365,7140,13797,36851,51399,17799,31654,10676,70650,253392
142,　生活関連サービス業、娯楽業,平成24年度,707,3086,209,1687,3582,2449,6808,41635,43071,39394,24597,18384,80274,265176
143,　生活関連サービス業、娯楽業,平成25年度,695,2028,2027,435,4214,4282,4726,40958,50155,50142,21790,20620,84529,285906
144,　生活関連サービス業、娯楽業,平成26年度,687,4009,1717,1486,1288,2916,7860,54466,45273,53943,22723,15415,80206,291302
145,　生活関連サービス業、娯楽業,平成27年度,697,4568,287,1273,1968,3127,6464,26567,60123,31729,45438,21054,79825,282423
146,　　781　洗濯業,平成27年度,148,985,-,85,83,79,1933,7976,19334,10827,6196,5471,2681,55650
147,　　789　その他の洗濯・理容・美容業・浴場業,平成27年度,61,1288,-,440,548,135,619,4167,10237,892,1586,328,3675,23915
148,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成27年度,149,567,97,205,607,171,1451,6900,4321,7015,5196,10161,15860,52551
149,　　797　写真プリント、現像・焼付業,平成27年度,5,133,-,-,-,-,453,53,-,-,-,-,484,1123
150,　　798　その他の生活関連サービス業,平成27年度,19,-,-,-,108,-,-,647,376,563,881,130,1224,3929
151,　　801　映画館,平成27年度,10,-,-,-,-,-,-,-,2013,312,2277,1848,4537,10987
152,　　803　ゴルフ場,平成27年度,216,865,190,543,527,1125,1083,3893,4512,3745,9998,1703,9166,37350
153,　　804　スポーツ施設提供業（注）,平成27年度,54,474,-,-,95,1617,667,1914,18807,6639,16921,1013,5863,54010
154,　　805　公園、遊園地・テーマパーク,平成27年度,30,256,-,-,-,-,258,1017,152,1736,1822,400,36335,41976
155,　　806　ボウリング場,平成27年度,5,-,-,-,-,-,-,-,371,-,561,-,-,932
156,　個人教授所,平成23年度,14,318,-,-,-,-,2643,1375,149,-,5933,-,480,10898
157,　個人教授所,平成24年度,16,-,-,320,-,-,-,2483,1338,54,759,4992,-,9946
158,　個人教授所,平成25年度,17,95,-,-,309,121,1024,3678,379,1074,764,5001,574,13019
159,　個人教授所,平成26年度,13,-,-,-,-,428,-,3720,754,115,5208,-,-,10225
160,　個人教授所,平成27年度,13,-,-,-,-,254,425,3502,547,778,5103,-,615,11224
161,　サービス業（その他のサービス業を除く）,平成23年度,1533,2141,1019,373,7608,10185,35653,311343,282083,202049,93855,64401,67229,1077939
162,　サービス業（その他のサービス業を除く）,平成24年度,1512,2634,297,1808,2705,10267,36677,292376,285743,233469,67146,47231,90199,1070552
163,　サービス業（その他のサービス業を除く）,平成25年度,1477,2832,871,205,5306,34764,50058,311100,273532,247587,68864,57732,87100,1139951
164,　サービス業（その他のサービス業を除く）,平成26年度,1471,2294,341,1692,3325,4048,25529,283315,289175,157851,137581,74900,96962,1077013
165,　サービス業（その他のサービス業を除く）,平成27年度,1490,1746,419,1950,1241,3472,34993,292497,254458,321935,133305,61182,106384,1213582
166,　　880　廃棄物処理業,平成27年度,220,173,113,104,-,181,377,3117,3989,4401,6360,5050,13832,37697
167,　　900　機械等修理業,平成27年度,253,-,-,158,748,153,474,8298,20735,33941,15964,3341,21077,104889
168,　　911　職業紹介業,平成27年度,20,-,-,-,-,-,595,145,12632,241,-,406,8147,22166
169,　　912　労働者派遣業,平成27年度,413,286,205,1446,61,2021,16212,173184,142256,208511,21371,30558,35282,631393
170,　　927　ディスプレイ業,平成27年度,26,-,-,63,-,-,59,488,870,1089,3045,373,-,5987
171,　　928　テレマーケティング業,平成27年度,55,63,-,-,-,-,8300,37548,13196,38462,32910,605,1409,132493
172,　　929　その他の事業サービス業,平成27年度,503,1224,101,179,432,1117,8976,69717,60780,35290,53655,20849,26637,278957
173,サービス業（その他のサービス業）,平成23年度,503,976,157,773,1992,4070,29184,61831,58240,36252,17547,18353,70477,299852
174,サービス業（その他のサービス業）,平成24年度,512,1022,148,441,1789,2420,11234,77749,90471,39868,18968,29353,60549,334012
175,サービス業（その他のサービス業）,平成25年度,497,691,93,157,1466,1322,8711,71603,86822,57755,13728,23181,66650,332179
176,サービス業（その他のサービス業）,平成26年度,482,634,571,1015,845,1311,20927,64151,73430,46917,39637,10748,78200,338386
177,サービス業（その他のサービス業）,平成27年度,492,389,587,365,4323,2837,5295,76268,62830,50485,36223,16083,100146,355831
178,その他の産業,平成23年度,768,2169,545,622,1601,4379,20797,90694,87603,41180,26430,9559,40737,326316
179,その他の産業,平成24年度,924,2101,843,639,3156,3256,30481,74830,81563,56356,29621,11826,54878,349550
180,その他の産業,平成25年度,932,946,1702,1126,1537,3099,20068,57488,77676,69177,28702,34060,49616,345197
181,その他の産業,平成26年度,940,1049,466,138,2818,2322,8742,94816,73509,70497,34287,18156,59917,366717
182,その他の産業,平成27年度,980,1111,84,138,2439,4629,7372,80506,80063,82311,36851,24656,74557,394717
