,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
26,　　100　飲料・たばこ・飼料製造業,平成22年度,197,-,-,272,717,497,3422,20300,20942,13115,1255,21221,2895,84636
27,　　110　繊維工業,平成22年度,477,2042,1226,841,2075,2988,8995,28218,16147,11330,3594,3691,3728,84875
28,　　120　木材・木製品製造業（家具を除く）,平成22年度,150,449,581,499,382,895,1585,10429,7564,1836,1324,674,350,26568
29,　　130　家具・装備品製造業,平成22年度,126,826,238,477,511,1134,1629,15326,7224,1534,889,1217,1398,32403
30,　　140　パルプ・紙・紙加工品製造業,平成22年度,407,-,66,294,913,993,4376,31146,18743,17524,19267,4358,4332,102012
31,　　150　印刷・同関連業,平成22年度,597,713,716,989,1545,5361,7283,53139,43270,18102,7507,2658,3363,144646
32,　　160　化学工業,平成22年度,938,1613,479,639,2384,2152,3347,47724,66264,54911,65502,42140,208237,495392
33,　　170　石油製品・石炭製品製造業,平成22年度,54,-,77,-,-,370,53,7522,8104,1764,3367,1977,498,23732
34,　　180　プラスチック製品製造業,平成22年度,749,1043,713,587,2474,2670,5933,39617,35286,30742,37227,9416,21801,187509
35,　　190　ゴム製品製造業,平成22年度,149,86,-,152,262,1509,1207,10528,14648,15430,21576,3357,2879,71634
36,　　200　なめし革・同製品・毛皮製造業,平成22年度,30,129,142,146,135,77,311,1350,440,169,607,56,220,3782
37,　　210　窯業・土石製品製造業,平成22年度,442,1290,549,643,2163,3271,4495,20952,21522,16913,12733,3170,9863,97564
38,　　220　鉄鋼業,平成22年度,442,2204,1100,2129,1326,3859,5526,22885,81746,21474,13894,2877,9759,168779
39,　　230　非鉄金属製造業,平成22年度,363,3525,-,160,1136,2743,8171,25190,46467,25635,8178,3821,10964,135990
40,　　240　金属製品製造業,平成22年度,1036,5133,799,1139,2397,7050,6483,47762,73247,21932,19062,13198,24966,223168
41,　　250　はん用機械器具製造業,平成22年度,561,975,710,313,2043,3242,2636,67893,24883,19370,26380,17174,35492,201111
42,　　260　生産用機械器具製造業,平成22年度,989,8049,1329,5186,8178,5752,9837,50841,44824,42558,17129,17443,46953,258079
43,　　270　業務用機械器具製造業,平成22年度,464,1386,560,974,424,4463,6676,41915,57549,24244,29067,18269,72536,258063
44,　　280　電子部品・デバイス・電子回路製造業,平成22年度,725,13686,1195,3837,4743,12488,25020,61951,53912,42036,21091,12205,89006,341170
45,　　290　電気機械器具製造業,平成22年度,798,9062,1873,8292,3776,21164,17584,64267,68743,86469,35594,8658,18718,344200
46,　　300　情報通信機械器具製造業,平成22年度,309,526,601,359,3103,27126,1943,84572,148460,22276,50900,2319,9307,351492
47,　　310　輸送用機械器具製造業,平成22年度,1258,1386,2408,1436,2788,8533,125422,167003,227216,202137,107115,50404,34126,929974
48,　　320　その他の製造業,平成22年度,359,1142,-,407,1387,1805,5408,21127,28673,17235,12547,7146,10059,106936
49,　電気・ガス業,平成18年度,108,152,-,60,194,456,1207,5552,5897,30460,111928,581,17427,173914
50,　電気・ガス業,平成19年度,125,201,182,205,644,265,38801,28357,15908,83176,7207,59,1240,176245
51,　電気・ガス業,平成20年度,119,509,52,7233,59,14201,73378,12994,40578,22296,5503,364,1093,178260
52,　電気・ガス業,平成21年度,122,481,52,156,142,747,75,18263,65065,33516,57184,631,2098,178410
53,　電気・ガス業,平成22年度,127,202,292,60,291,771,857,12702,19325,95991,20657,28092,1372,180612
54,　　331　電気業,平成22年度,42,54,-,-,-,-,530,11122,14865,78643,10846,27127,1054,144241
55,　　341　ガス業,平成22年度,85,148,292,60,291,771,327,1580,4460,17348,9811,965,318,36371
56,　情報通信業,平成18年度,1860,5417,1916,1575,5173,7939,13576,86688,132978,135285,110350,87604,108309,696810
57,　情報通信業,平成19年度,2069,5332,1376,1913,2696,7805,11516,110822,148678,143983,129363,84077,128992,776553
58,　情報通信業,平成20年度,2177,8909,1930,3480,4580,10856,31646,152058,130636,161066,107208,57896,111696,781961
59,　情報通信業,平成21年度,2204,10055,3163,6734,4539,21524,44499,150260,170428,150150,100594,52250,121352,835548
60,　情報通信業,平成22年度,2217,5878,1493,1412,5164,12933,49094,141190,199745,155661,114499,42536,115030,844635
61,　　391　ソフトウェア業,平成22年度,1275,3287,850,853,2657,4712,39378,79352,103577,81078,56719,25372,57614,455449
62,　　392　情報処理・提供サービス業,平成22年度,490,1731,378,224,953,4171,3303,37349,68803,57646,46574,9651,31611,262394
63,　　401　インターネット附随サービス業,平成22年度,138,447,104,151,264,2473,1286,2476,4330,3779,2922,2482,12708,33422
64,　　411　映画・ビデオ制作業（※）,平成22年度,101,60,-,113,370,160,444,3211,6316,1404,568,2607,2448,17701
65,　　413　新聞業,平成22年度,87,137,161,71,199,955,3457,12576,12925,8300,2576,321,567,42245
66,　　414　出版業,平成22年度,126,216,-,-,721,462,1226,6226,3794,3454,5140,2103,10082,33424
67,　卸売業,平成18年度,5629,4511,2257,3634,4584,14176,54545,659746,363398,108922,56997,41627,71553,1385950
68,　卸売業,平成19年度,5780,4947,1940,2869,11875,19610,67102,690164,352861,148614,59310,24308,55785,1439385
69,　卸売業,平成20年度,5728,6581,7404,5086,12921,39445,121736,742080,251497,96733,42630,26061,36156,1388330
70,　卸売業,平成21年度,5564,15437,2134,6464,16184,56103,117469,737224,229557,89826,36017,28647,38250,1373312
71,　卸売業,平成22年度,5714,8379,2056,5809,5109,47688,74230,738920,315031,109777,57960,30266,52605,1447830
72,　　511　繊維品卸売業,平成22年度,74,-,-,-,-,169,201,4984,6090,985,453,-,127,13009
73,　　512　衣服・身の回り品卸売業,平成22年度,348,4858,652,2954,1085,4929,5659,30672,16951,7117,8322,1195,5228,89622
74,　　521　農畜産物・水産物卸売業,平成22年度,486,1127,-,116,339,1416,6655,60409,12646,2592,556,-,-,85856
75,　　522　食料・飲料卸売業,平成22年度,601,167,73,218,268,2475,8383,108541,29150,6632,5386,3179,3414,167886
76,　　531　建築材料卸売業,平成22年度,461,102,207,520,357,1081,4879,67974,12662,4728,2738,518,1676,97442
77,　　532　化学製品卸売業,平成22年度,331,116,-,-,-,177,397,24995,17923,3720,3441,542,1336,52647
78,　　533　石油・鉱物卸売業,平成22年度,191,94,-,-,-,127,185,32768,35712,9431,889,67,697,79970
79,　　534　鉄鋼製品卸売業,平成22年度,248,-,-,-,137,157,2178,34430,7490,2395,359,88,-,47234
80,　　535　非鉄金属卸売業,平成22年度,64,-,-,-,-,72,282,12963,2247,443,190,168,-,16365
81,　　536　再生資源卸売業,平成22年度,81,96,-,-,-,-,264,6701,2275,1898,59,595,502,12390
82,　　541　産業機械器具卸売業,平成22年度,479,-,791,781,416,973,1775,51085,33542,7074,3583,1801,2970,104791
83,　　542　自動車卸売業,平成22年度,319,-,-,-,1017,1653,2046,30570,26567,11770,3186,1317,2624,80750
84,　　543　電気機械器具卸売業,平成22年度,609,290,212,347,781,18905,7117,81107,54043,11754,6624,7954,6056,195190
85,　　549　その他の機械器具卸売業,平成22年度,325,96,-,289,87,1030,4017,25368,12909,5261,2099,2126,7065,60347
86,　　551　家具・建具・じゅう器等卸売業,平成22年度,168,284,-,242,371,646,2371,13898,3793,1843,2816,259,690,27213
87,　　552　医薬品・化粧品等卸売業,平成22年度,226,775,-,-,113,12037,21428,88739,10015,7818,2603,4985,11715,160228
88,　　553　紙、紙製品卸売業,平成22年度,111,-,-,-,-,145,335,14797,1680,1768,647,292,247,19911
89,　　559　その他の卸売業,平成22年度,592,374,121,342,138,1696,6058,48919,29336,22548,14009,5180,8258,136979
90,　小売業,平成18年度,3441,5452,1046,6996,11803,31852,143493,1100546,751241,242533,139679,68781,95592,2599014
91,　小売業,平成19年度,3548,5342,5828,8441,135023,42382,143964,1102646,679884,293970,108367,36299,72997,2635143
92,　小売業,平成20年度,3522,6993,5014,6354,16826,70201,247443,1182241,810988,209135,105424,39677,76494,2776790
93,　小売業,平成21年度,3475,8322,4762,14677,20834,38412,237553,1343334,633401,247690,97419,84590,50967,2781961
94,　小売業,平成22年度,3488,10034,5295,6349,9350,22141,172704,1259815,690975,297009,109409,54134,124601,2761816
95,　　570　織物・衣服・身の回り品小売業,平成22年度,389,3849,4309,3322,2980,6990,33668,105460,43480,27354,22027,33141,56698,343278
96,　　580　飲食料品小売業,平成22年度,877,3244,431,1338,2061,6338,104429,747624,325257,70928,23524,949,14454,1300577
97,　　591　自動車・自転車小売業,平成22年度,769,-,-,317,643,685,5328,106380,101522,27115,2302,687,1904,246883
98,　　593　機械器具小売業,平成22年度,189,124,-,-,-,294,3780,13147,47537,23971,16570,6956,2062,114441
99,　　602　家具・建具・じゅう器小売業,平成22年度,62,66,153,97,343,444,75,10306,15561,9848,1433,6064,13787,58177
100,　　603　医薬品・化粧品小売業,平成22年度,230,-,52,-,125,178,4290,43414,42321,73416,7268,2813,3212,177089
101,　　605　燃料小売業,平成22年度,389,-,-,593,-,649,4786,66159,20065,5170,2856,689,986,101953
102,　　609　その他の小売業,平成22年度,500,2751,350,619,2414,6437,13834,134554,88717,58453,31513,2835,27184,369661
103,　　610　無店舗小売業,平成22年度,83,-,-,63,784,126,2514,32771,6515,754,1916,-,4314,49757
104,　クレジットカード業、割賦金融業,平成18年度,71,4310,-,75,75,-,51,2210,5604,13368,1119,8382,17160,52354
105,　クレジットカード業、割賦金融業,平成19年度,70,6580,133,3165,-,-,1275,896,3097,17483,1034,3048,8187,44898
106,　クレジットカード業、割賦金融業,平成20年度,69,854,387,63,54,331,3821,5719,6375,10273,2676,357,11531,42441
107,　クレジットカード業、割賦金融業,平成21年度,66,6015,1012,-,96,2069,198,603,789,848,8002,4567,11565,35764
108,　クレジットカード業、割賦金融業,平成22年度,71,6359,-,-,106,106,334,17338,3761,1706,1183,2420,22102,55415
109,　物品賃貸業,平成18年度,227,81,-,-,68,227,2851,8420,20302,12781,8492,2628,13156,69006
110,　物品賃貸業,平成19年度,262,2172,-,177,254,3828,1317,14041,14835,17063,4177,3874,12062,73800
111,　物品賃貸業,平成20年度,277,1622,1495,-,1282,2194,2956,23397,13071,21112,5662,3495,9808,86094
112,　物品賃貸業,平成21年度,258,1728,59,310,602,1719,1720,15446,15528,21669,4139,6318,5489,74727
113,　物品賃貸業,平成22年度,275,1281,346,451,389,443,914,10044,14448,22269,11467,3106,9580,74738
114,　　702　産業用機械器具賃貸業（レンタルを含む）,平成22年度,148,1107,-,451,389,443,409,5684,5810,10429,7953,1138,3468,37281
115,　　703　事務用機械器具賃貸業（レンタルを含む）,平成22年度,27,-,-,-,-,-,-,421,2986,4240,454,-,664,8765
116,　　704　自動車賃貸業（レンタルを除く）,平成22年度,55,102,-,-,-,-,172,2232,2349,5904,1363,1300,4055,17477
117,　　705　スポーツ・娯楽用品賃貸業（レンタルを含む）,平成22年度,4,72,-,-,-,-,-,86,-,496,-,-,100,754
118,　　708　その他の物品賃貸業（レンタルを含む）,平成22年度,41,-,346,-,-,-,333,1621,3303,1200,1697,668,1293,10461
119,　学術研究、専門・技術サービス業,平成18年度,437,553,196,116,1537,786,2929,25622,38354,25766,13335,8668,16914,134776
120,　学術研究、専門・技術サービス業,平成19年度,504,1365,352,2628,651,1760,6589,35799,42261,23650,14881,15227,16541,161704
121,　学術研究、専門・技術サービス業,平成20年度,520,681,248,492,679,2715,12466,51439,35527,39230,17176,9358,13730,183741
122,　学術研究、専門・技術サービス業,平成21年度,545,2014,1968,1836,3149,3185,9912,64127,49973,43594,15680,9294,11825,216557
123,　学術研究、専門・技術サービス業,平成22年度,597,998,676,728,1507,3486,4766,62342,49327,34429,22762,16063,21662,218746
124,　　710　学術・開発研究機関,平成22年度,67,81,-,69,770,-,327,19614,5382,2865,2009,2670,1730,35517
125,　　726　デザイン業,平成22年度,7,-,-,-,-,-,-,229,188,224,52,91,101,885
126,　　728　エンジニアリング業,平成22年度,154,196,54,341,-,923,539,12639,18531,17588,12470,7458,6902,77641
127,　　730　広告業,平成22年度,218,382,264,260,342,343,2733,23788,15480,8711,528,1519,6274,60624
128,　　743　機械設計業,平成22年度,62,63,-,58,-,1943,775,3089,7203,3684,2777,2011,839,22442
129,　　744　商品・非破壊検査業,平成22年度,33,-,98,-,395,-,254,1164,1167,516,1253,1247,705,6799
130,　　745　計量証明業,平成22年度,40,276,260,-,-,-,74,1408,979,446,2714,849,1988,8994
131,　　746　写真業,平成22年度,16,-,-,-,-,277,64,411,397,395,959,218,3123,5844
132,　飲食サービス業,平成18年度,514,4399,868,1750,1853,6835,40159,289410,175281,92596,45608,17495,25869,702123
133,　飲食サービス業,平成19年度,577,1227,191,2157,30126,10713,51591,180797,325677,134834,92218,25179,21235,875945
134,　飲食サービス業,平成20年度,601,3093,701,1405,4414,99696,52915,244975,200335,169473,37213,18819,28386,861425
135,　飲食サービス業,平成21年度,600,2062,8578,4315,11928,70358,64545,207343,202379,133967,77779,44363,37544,865161
136,　飲食サービス業,平成22年度,589,2126,422,8309,2270,13156,32811,228237,248159,102718,85472,202608,35591,961879
137,　　760　一般飲食店,平成22年度,505,2126,422,8164,1975,7291,30554,195542,190616,92193,47195,202058,35335,813471
138,　　770　持ち帰り・配達飲食サービス業,平成22年度,84,-,-,145,295,5865,2257,32695,57543,10525,38277,550,256,148408
139,　生活関連サービス業、娯楽業,平成18年度,612,4425,1783,1976,1695,3271,4460,29344,19538,17095,22426,13556,30880,150449
140,　生活関連サービス業、娯楽業,平成19年度,684,5028,1987,5145,2031,4897,4548,39985,22394,23435,20279,16647,37875,184251
141,　生活関連サービス業、娯楽業,平成20年度,699,5658,1669,1431,5834,3236,20731,47184,35461,19482,18962,16362,34472,210482
142,　生活関連サービス業、娯楽業,平成21年度,693,6081,889,1417,7960,2688,7410,49678,60940,24439,25893,15536,34625,237556
143,　生活関連サービス業、娯楽業,平成22年度,713,4102,2382,3007,5231,8873,26000,42561,63918,22671,27256,12610,57228,275839
144,　　781　洗濯業,平成22年度,140,124,89,-,353,690,1046,14129,16860,9314,12598,1604,4524,61331
145,　　789　その他の洗濯・理容・美容業・浴場業,平成22年度,62,311,-,-,-,2248,1378,5553,2013,3105,3031,645,-,18284
146,　　796　冠婚葬祭業（冠婚葬祭互助会を含む）,平成22年度,129,-,-,605,563,801,215,5554,5373,4668,5338,6603,14862,44582
147,　　797　写真現像・焼付業,平成22年度,10,-,-,-,1399,101,-,894,225,387,-,-,581,3587
148,　　798　その他の生活関連サービス業,平成22年度,12,-,-,-,100,-,-,646,61,164,94,-,843,1908
149,　　801　映画館,平成22年度,11,-,-,-,812,1674,241,1051,839,154,4926,-,-,9697
150,　　803　ゴルフ場,平成22年度,262,3109,1108,1017,1646,2273,4725,5735,14066,1810,1128,1334,11791,49742
151,　　804　スポーツ施設提供業（注）,平成22年度,48,116,-,1315,150,118,18197,7160,17032,2092,-,1405,1468,49053
152,　　805　公園、遊園地・テーマパーク,平成22年度,29,442,1124,-,128,968,-,1168,6828,977,141,1019,23099,35894
153,　　806　ボウリング場,平成22年度,10,-,61,70,80,-,198,671,621,-,-,-,60,1761
154,　個人教授所,平成18年度,27,-,-,-,-,2903,1187,3007,1059,4094,23597,1308,1047,38202
155,　個人教授所,平成19年度,10,-,-,-,-,-,636,2861,13916,521,1314,654,520,20422
156,　個人教授所,平成20年度,13,-,-,1762,-,-,-,2142,-,1869,6061,148,-,11982
157,　個人教授所,平成21年度,10,-,-,-,358,482,2066,1247,70,5003,-,687,-,9913
158,　個人教授所,平成22年度,13,337,-,-,-,377,1639,2003,154,4816,711,-,473,10510
159,　サービス業（その他のサービス業を除く）,平成18年度,864,2641,325,126,2648,4358,15804,151494,158598,135780,37164,26001,68968,603907
160,　サービス業（その他のサービス業を除く）,平成19年度,1033,5504,396,270,2316,5843,45284,175691,218932,124910,61258,41808,84019,766231
161,　サービス業（その他のサービス業を除く）,平成20年度,1088,4517,880,2148,2637,5678,19543,243272,206771,120424,42933,45821,61649,756273
162,　サービス業（その他のサービス業を除く）,平成21年度,1193,5227,3202,3866,9165,12353,51760,205877,192492,159415,67797,31177,62313,804644
163,　サービス業（その他のサービス業を除く）,平成22年度,1387,2709,1076,1484,2272,7505,33270,258502,251538,182489,73434,23748,57040,895067
164,　　880　廃棄物処理業,平成22年度,192,695,393,-,706,341,226,4629,6036,3655,2991,3940,6779,30391
165,　　900　機械等修理業,平成22年度,292,165,124,109,-,617,532,26715,31593,19683,19112,4068,8123,110841
166,　　911　職業紹介業,平成22年度,19,212,-,-,-,-,167,625,-,503,562,-,3204,5273
167,　　912　労働者派遣業,平成22年度,386,494,501,1047,944,3817,19658,132810,151544,131554,15304,8219,5535,471427
168,　　927　ディスプレイ業,平成22年度,21,-,-,-,-,247,265,1230,1778,-,123,-,341,3984
169,　　928　テレマーケティング業,平成22年度,42,90,-,-,-,435,1186,36846,12367,2553,7733,260,6887,68357
170,　　929　その他の事業サービス業,平成22年度,435,1053,58,328,622,2048,11236,55647,48220,24541,27609,7261,26171,204794
171,サービス業（その他のサービス業）,平成18年度,529,1046,811,4992,1043,2155,16994,57328,36294,27032,25524,11919,54697,239835
172,サービス業（その他のサービス業）,平成19年度,402,1571,606,1328,13792,1347,11940,46204,40246,16092,12185,14857,58190,218358
173,サービス業（その他のサービス業）,平成20年度,432,2064,4888,2308,1354,18827,11732,49032,44066,35593,16509,12896,52872,252141
174,サービス業（その他のサービス業）,平成21年度,477,4004,671,844,8211,16428,11819,69136,46825,29796,21935,22164,41471,273304
175,サービス業（その他のサービス業）,平成22年度,498,1505,-,1424,2125,8694,31439,60509,60131,32744,14328,22944,61737,297580
176,その他の産業,平成18年度,783,7762,3281,9278,20115,7517,15751,131418,86969,43311,36300,7909,130006,499617
177,その他の産業,平成19年度,626,11028,2045,1548,854,3968,25637,53975,36102,28445,17150,20173,46984,247909
178,その他の産業,平成20年度,679,6724,391,997,1863,7449,24499,94721,46688,33460,30382,8775,40687,296636
179,その他の産業,平成21年度,748,2089,1747,743,1509,9101,14537,97835,52475,65669,16666,29705,53616,345692
180,その他の産業,平成22年度,740,1760,958,801,2124,3454,27182,95232,69973,72890,12350,17587,42494,346805
